,Feat 0,Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,class
713,-18.0,-57.0,-63.0,-16.0,-72.0,-73.0,-66.0,1
714,-47.0,-58.0,-49.0,-45.0,-66.0,-85.0,-79.0,2
715,-36.0,-54.0,-56.0,-35.0,-61.0,-70.0,-79.0,1
716,-41.0,-55.0,-53.0,-37.0,-64.0,-79.0,-76.0,1
717,-52.0,-55.0,-52.0,-43.0,-61.0,-86.0,-83.0,2
718,-58.0,-59.0,-44.0,-57.0,-54.0,-82.0,-89.0,3
719,-48.0,-55.0,-55.0,-52.0,-65.0,-80.0,-82.0,2
720,-46.0,-58.0,-59.0,-40.0,-71.0,-78.0,-76.0,1
721,-60.0,-50.0,-51.0,-62.0,-49.0,-87.0,-84.0,3
722,-59.0,-55.0,-63.0,-67.0,-66.0,-82.0,-86.0,0
723,-50.0,-57.0,-54.0,-44.0,-67.0,-85.0,-85.0,2
724,-64.0,-59.0,-62.0,-63.0,-69.0,-84.0,-81.0,0
725,-63.0,-54.0,-55.0,-64.0,-72.0,-84.0,-81.0,0
726,-61.0,-54.0,-45.0,-66.0,-45.0,-88.0,-87.0,3
727,-52.0,-56.0,-51.0,-46.0,-63.0,-86.0,-82.0,2
728,-35.0,-58.0,-55.0,-38.0,-61.0,-74.0,-79.0,1
729,-49.0,-57.0,-51.0,-44.0,-57.0,-85.0,-79.0,2
730,-61.0,-52.0,-60.0,-61.0,-68.0,-80.0,-84.0,0
731,-39.0,-62.0,-58.0,-37.0,-69.0,-73.0,-72.0,1
732,-61.0,-54.0,-52.0,-65.0,-49.0,-85.0,-91.0,3
733,-60.0,-51.0,-53.0,-63.0,-42.0,-87.0,-82.0,3
734,-44.0,-56.0,-54.0,-52.0,-63.0,-80.0,-79.0,2
735,-47.0,-56.0,-54.0,-51.0,-63.0,-81.0,-86.0,2
736,-17.0,-63.0,-60.0,-14.0,-72.0,-72.0,-77.0,1
737,-62.0,-63.0,-52.0,-70.0,-48.0,-87.0,-87.0,3
738,-38.0,-58.0,-59.0,-41.0,-65.0,-68.0,-74.0,1
739,-42.0,-61.0,-63.0,-44.0,-74.0,-76.0,-75.0,1
740,-66.0,-55.0,-63.0,-65.0,-68.0,-85.0,-90.0,0
741,-38.0,-51.0,-53.0,-37.0,-67.0,-67.0,-68.0,1
742,-49.0,-54.0,-55.0,-49.0,-63.0,-81.0,-87.0,2
743,-57.0,-55.0,-58.0,-64.0,-65.0,-87.0,-79.0,0
744,-38.0,-59.0,-61.0,-36.0,-68.0,-69.0,-73.0,1
745,-58.0,-52.0,-58.0,-60.0,-52.0,-86.0,-89.0,3
746,-52.0,-52.0,-50.0,-49.0,-66.0,-77.0,-88.0,2
747,-57.0,-60.0,-49.0,-61.0,-54.0,-85.0,-88.0,3
748,-58.0,-55.0,-55.0,-54.0,-49.0,-78.0,-79.0,3
749,-60.0,-59.0,-61.0,-62.0,-68.0,-81.0,-85.0,0
750,-65.0,-59.0,-61.0,-67.0,-70.0,-80.0,-83.0,0
751,-48.0,-51.0,-53.0,-48.0,-64.0,-81.0,-79.0,2
752,-16.0,-70.0,-58.0,-14.0,-73.0,-71.0,-80.0,1
753,-47.0,-53.0,-49.0,-49.0,-66.0,-76.0,-80.0,2
754,-59.0,-53.0,-57.0,-60.0,-51.0,-89.0,-95.0,3
755,-58.0,-52.0,-50.0,-55.0,-48.0,-87.0,-90.0,3
756,-58.0,-54.0,-44.0,-59.0,-47.0,-83.0,-86.0,3
757,-64.0,-66.0,-58.0,-70.0,-50.0,-89.0,-93.0,3
758,-44.0,-52.0,-51.0,-36.0,-78.0,-72.0,-77.0,1
759,-20.0,-56.0,-55.0,-37.0,-61.0,-79.0,-72.0,1
760,-49.0,-58.0,-55.0,-52.0,-60.0,-83.0,-84.0,2
761,-55.0,-49.0,-51.0,-56.0,-50.0,-84.0,-88.0,3
762,-48.0,-53.0,-54.0,-45.0,-61.0,-86.0,-83.0,2
763,-51.0,-52.0,-53.0,-51.0,-59.0,-86.0,-78.0,2
764,-43.0,-54.0,-55.0,-41.0,-68.0,-71.0,-74.0,1
765,-59.0,-50.0,-59.0,-59.0,-55.0,-85.0,-87.0,3
766,-70.0,-62.0,-62.0,-67.0,-69.0,-88.0,-86.0,0
767,-57.0,-51.0,-47.0,-61.0,-50.0,-90.0,-88.0,3
768,-50.0,-52.0,-52.0,-50.0,-67.0,-78.0,-89.0,2
769,-44.0,-53.0,-51.0,-49.0,-60.0,-84.0,-76.0,2
770,-64.0,-55.0,-54.0,-64.0,-68.0,-89.0,-81.0,0
771,-55.0,-56.0,-48.0,-60.0,-55.0,-84.0,-84.0,3
772,-51.0,-51.0,-51.0,-51.0,-65.0,-78.0,-88.0,2
773,-67.0,-56.0,-62.0,-70.0,-69.0,-86.0,-84.0,0
774,-56.0,-55.0,-44.0,-60.0,-49.0,-84.0,-80.0,3
775,-62.0,-57.0,-60.0,-64.0,-67.0,-80.0,-88.0,0
776,-51.0,-48.0,-56.0,-53.0,-61.0,-80.0,-79.0,2
777,-60.0,-53.0,-60.0,-61.0,-69.0,-81.0,-83.0,0
778,-64.0,-59.0,-53.0,-63.0,-52.0,-87.0,-83.0,3
779,-60.0,-60.0,-51.0,-64.0,-53.0,-87.0,-87.0,3
780,-62.0,-57.0,-54.0,-66.0,-71.0,-81.0,-83.0,0
781,-64.0,-59.0,-46.0,-65.0,-48.0,-91.0,-91.0,3
782,-59.0,-59.0,-58.0,-62.0,-64.0,-78.0,-81.0,0
783,-66.0,-59.0,-45.0,-67.0,-52.0,-93.0,-92.0,3
784,-62.0,-51.0,-61.0,-71.0,-67.0,-79.0,-80.0,0
785,-49.0,-49.0,-53.0,-45.0,-58.0,-87.0,-89.0,2
786,-39.0,-53.0,-56.0,-48.0,-66.0,-69.0,-72.0,1
787,-57.0,-59.0,-58.0,-66.0,-67.0,-78.0,-82.0,0
788,-62.0,-51.0,-54.0,-59.0,-64.0,-77.0,-81.0,0
789,-59.0,-52.0,-57.0,-60.0,-54.0,-91.0,-89.0,3
790,-58.0,-51.0,-59.0,-65.0,-74.0,-86.0,-82.0,0
791,-62.0,-53.0,-55.0,-65.0,-49.0,-87.0,-87.0,3
792,-41.0,-55.0,-54.0,-40.0,-62.0,-71.0,-72.0,1
793,-60.0,-57.0,-58.0,-66.0,-65.0,-77.0,-80.0,0
794,-59.0,-51.0,-58.0,-57.0,-64.0,-76.0,-85.0,0
795,-58.0,-50.0,-54.0,-60.0,-53.0,-86.0,-89.0,3
796,-59.0,-56.0,-50.0,-60.0,-52.0,-81.0,-85.0,3
797,-67.0,-57.0,-67.0,-68.0,-75.0,-85.0,-80.0,0
798,-41.0,-59.0,-54.0,-41.0,-58.0,-80.0,-80.0,1
799,-40.0,-63.0,-67.0,-40.0,-75.0,-70.0,-70.0,1
800,-59.0,-60.0,-60.0,-62.0,-67.0,-94.0,-77.0,0
801,-62.0,-54.0,-60.0,-61.0,-70.0,-79.0,-81.0,0
802,-58.0,-55.0,-51.0,-61.0,-44.0,-88.0,-86.0,3
803,-62.0,-59.0,-62.0,-63.0,-65.0,-87.0,-87.0,0
804,-66.0,-59.0,-65.0,-68.0,-75.0,-88.0,-84.0,0
805,-38.0,-57.0,-61.0,-38.0,-69.0,-73.0,-70.0,1
806,-52.0,-60.0,-59.0,-40.0,-60.0,-81.0,-81.0,2
807,-45.0,-59.0,-56.0,-54.0,-64.0,-84.0,-78.0,2
808,-47.0,-58.0,-55.0,-45.0,-62.0,-79.0,-85.0,1
809,-39.0,-52.0,-53.0,-36.0,-61.0,-67.0,-70.0,1
810,-59.0,-56.0,-58.0,-68.0,-62.0,-80.0,-81.0,0
811,-40.0,-54.0,-53.0,-36.0,-61.0,-77.0,-74.0,1
812,-37.0,-61.0,-61.0,-37.0,-71.0,-68.0,-73.0,1
813,-60.0,-50.0,-57.0,-60.0,-50.0,-89.0,-86.0,3
814,-45.0,-57.0,-59.0,-43.0,-71.0,-74.0,-79.0,1
815,-37.0,-56.0,-56.0,-35.0,-69.0,-73.0,-69.0,1
816,-68.0,-57.0,-67.0,-68.0,-75.0,-83.0,-83.0,0
817,-54.0,-57.0,-50.0,-61.0,-53.0,-83.0,-82.0,3
818,-62.0,-58.0,-57.0,-58.0,-69.0,-94.0,-77.0,0
819,-63.0,-54.0,-61.0,-66.0,-73.0,-84.0,-88.0,0
820,-60.0,-55.0,-58.0,-61.0,-72.0,-83.0,-82.0,0
821,-49.0,-56.0,-54.0,-55.0,-62.0,-78.0,-81.0,2
822,-61.0,-54.0,-50.0,-63.0,-42.0,-92.0,-93.0,3
823,-40.0,-53.0,-50.0,-40.0,-62.0,-69.0,-65.0,1
824,-61.0,-56.0,-64.0,-61.0,-72.0,-83.0,-86.0,0
825,-58.0,-52.0,-64.0,-64.0,-66.0,-88.0,-83.0,0
826,-46.0,-58.0,-53.0,-48.0,-60.0,-79.0,-79.0,2
827,-63.0,-57.0,-67.0,-66.0,-79.0,-86.0,-89.0,0
828,-59.0,-50.0,-57.0,-61.0,-51.0,-85.0,-86.0,3
829,-49.0,-56.0,-49.0,-52.0,-64.0,-83.0,-80.0,2
830,-41.0,-52.0,-57.0,-41.0,-63.0,-73.0,-68.0,1
831,-46.0,-57.0,-55.0,-44.0,-65.0,-86.0,-77.0,1
832,-46.0,-60.0,-54.0,-50.0,-62.0,-79.0,-74.0,2
833,-48.0,-47.0,-52.0,-56.0,-61.0,-77.0,-77.0,2
834,-39.0,-56.0,-53.0,-40.0,-69.0,-75.0,-72.0,1
835,-55.0,-57.0,-49.0,-52.0,-53.0,-82.0,-86.0,3
836,-49.0,-52.0,-46.0,-48.0,-60.0,-79.0,-80.0,2
837,-56.0,-52.0,-50.0,-57.0,-53.0,-87.0,-86.0,3
838,-48.0,-58.0,-54.0,-46.0,-66.0,-85.0,-88.0,2
839,-49.0,-62.0,-56.0,-50.0,-63.0,-83.0,-89.0,2
840,-59.0,-51.0,-56.0,-58.0,-50.0,-88.0,-86.0,3
841,-64.0,-57.0,-54.0,-69.0,-43.0,-88.0,-92.0,3
842,-42.0,-53.0,-50.0,-47.0,-66.0,-80.0,-69.0,1
843,-64.0,-59.0,-51.0,-62.0,-51.0,-88.0,-91.0,3
844,-49.0,-55.0,-49.0,-49.0,-60.0,-81.0,-81.0,2
845,-53.0,-56.0,-54.0,-53.0,-62.0,-88.0,-85.0,2
846,-59.0,-56.0,-41.0,-54.0,-46.0,-89.0,-88.0,3
847,-19.0,-53.0,-60.0,-37.0,-69.0,-72.0,-69.0,1
848,-37.0,-56.0,-56.0,-38.0,-68.0,-70.0,-66.0,1
849,-12.0,-60.0,-62.0,-14.0,-71.0,-77.0,-71.0,1
850,-42.0,-54.0,-52.0,-40.0,-61.0,-73.0,-71.0,1
851,-42.0,-56.0,-50.0,-43.0,-68.0,-76.0,-77.0,1
852,-48.0,-57.0,-60.0,-44.0,-71.0,-85.0,-77.0,1
853,-59.0,-58.0,-48.0,-65.0,-53.0,-83.0,-90.0,3
854,-36.0,-57.0,-60.0,-20.0,-71.0,-74.0,-74.0,1
855,-46.0,-57.0,-52.0,-43.0,-69.0,-86.0,-85.0,2
856,-50.0,-49.0,-52.0,-56.0,-69.0,-80.0,-81.0,2
857,-62.0,-58.0,-58.0,-63.0,-68.0,-82.0,-84.0,0
858,-58.0,-59.0,-56.0,-64.0,-68.0,-82.0,-87.0,0
859,-64.0,-54.0,-52.0,-58.0,-52.0,-89.0,-88.0,3
860,-47.0,-58.0,-51.0,-43.0,-65.0,-80.0,-80.0,2
861,-44.0,-58.0,-63.0,-39.0,-80.0,-71.0,-72.0,1
862,-60.0,-54.0,-50.0,-50.0,-60.0,-84.0,-85.0,2
863,-53.0,-57.0,-50.0,-47.0,-62.0,-86.0,-81.0,2
864,-48.0,-63.0,-55.0,-42.0,-71.0,-81.0,-79.0,1
865,-64.0,-59.0,-65.0,-70.0,-84.0,-90.0,-89.0,0
866,-60.0,-52.0,-49.0,-61.0,-51.0,-85.0,-81.0,3
867,-62.0,-51.0,-46.0,-61.0,-49.0,-87.0,-85.0,3
868,-17.0,-57.0,-55.0,-15.0,-62.0,-68.0,-70.0,1
869,-64.0,-56.0,-61.0,-73.0,-66.0,-88.0,-83.0,0
870,-48.0,-57.0,-56.0,-49.0,-64.0,-87.0,-76.0,1
871,-63.0,-53.0,-60.0,-68.0,-67.0,-87.0,-85.0,0
872,-57.0,-61.0,-45.0,-62.0,-48.0,-87.0,-88.0,3
873,-53.0,-53.0,-51.0,-50.0,-66.0,-82.0,-82.0,2
874,-43.0,-52.0,-55.0,-35.0,-61.0,-75.0,-76.0,1
875,-54.0,-53.0,-50.0,-58.0,-58.0,-84.0,-87.0,2
876,-59.0,-55.0,-55.0,-62.0,-47.0,-91.0,-84.0,3
877,-53.0,-47.0,-54.0,-53.0,-59.0,-83.0,-84.0,2
878,-38.0,-54.0,-53.0,-36.0,-66.0,-73.0,-75.0,1
879,-63.0,-56.0,-51.0,-64.0,-49.0,-88.0,-89.0,3
880,-65.0,-57.0,-55.0,-64.0,-50.0,-92.0,-85.0,3
881,-53.0,-59.0,-51.0,-41.0,-59.0,-78.0,-77.0,2
882,-59.0,-51.0,-57.0,-60.0,-49.0,-87.0,-88.0,3
883,-58.0,-54.0,-52.0,-61.0,-74.0,-75.0,-82.0,0
884,-39.0,-53.0,-51.0,-40.0,-64.0,-67.0,-64.0,1
885,-62.0,-54.0,-48.0,-62.0,-48.0,-86.0,-86.0,3
886,-61.0,-56.0,-60.0,-58.0,-67.0,-79.0,-82.0,0
887,-45.0,-54.0,-48.0,-49.0,-65.0,-78.0,-81.0,2
888,-61.0,-59.0,-56.0,-64.0,-50.0,-85.0,-87.0,3
889,-51.0,-52.0,-51.0,-47.0,-65.0,-76.0,-87.0,2
890,-49.0,-53.0,-50.0,-55.0,-59.0,-80.0,-87.0,2
891,-49.0,-59.0,-56.0,-50.0,-63.0,-80.0,-91.0,2
892,-51.0,-53.0,-57.0,-51.0,-60.0,-76.0,-79.0,2
893,-56.0,-55.0,-45.0,-59.0,-52.0,-84.0,-86.0,3
894,-50.0,-52.0,-51.0,-54.0,-67.0,-77.0,-88.0,2
895,-64.0,-57.0,-63.0,-59.0,-69.0,-82.0,-86.0,0
896,-12.0,-60.0,-68.0,-15.0,-74.0,-73.0,-70.0,1
897,-37.0,-60.0,-53.0,-37.0,-64.0,-68.0,-67.0,1
898,-48.0,-58.0,-58.0,-44.0,-71.0,-77.0,-79.0,1
899,-68.0,-56.0,-65.0,-67.0,-76.0,-87.0,-85.0,0
900,-63.0,-58.0,-65.0,-66.0,-78.0,-81.0,-88.0,0
901,-49.0,-55.0,-50.0,-53.0,-62.0,-76.0,-75.0,2
902,-58.0,-56.0,-51.0,-59.0,-65.0,-81.0,-84.0,0
903,-19.0,-59.0,-55.0,-37.0,-73.0,-72.0,-66.0,1
904,-53.0,-68.0,-50.0,-51.0,-77.0,-85.0,-87.0,2
905,-67.0,-56.0,-65.0,-68.0,-82.0,-96.0,-89.0,0
906,-74.0,-62.0,-66.0,-70.0,-76.0,-89.0,-87.0,0
907,-65.0,-60.0,-60.0,-62.0,-75.0,-83.0,-79.0,0
908,-61.0,-52.0,-49.0,-58.0,-51.0,-91.0,-84.0,3
909,-53.0,-53.0,-50.0,-55.0,-59.0,-86.0,-81.0,2
910,-58.0,-51.0,-49.0,-61.0,-48.0,-88.0,-85.0,3
911,-61.0,-57.0,-54.0,-67.0,-52.0,-89.0,-86.0,3
912,-37.0,-58.0,-55.0,-38.0,-60.0,-74.0,-76.0,1
913,-50.0,-55.0,-57.0,-48.0,-80.0,-81.0,-76.0,1
914,-37.0,-58.0,-56.0,-38.0,-63.0,-75.0,-74.0,1
915,-37.0,-59.0,-57.0,-36.0,-64.0,-66.0,-70.0,1
916,-64.0,-64.0,-58.0,-75.0,-68.0,-82.0,-80.0,0
917,-51.0,-52.0,-51.0,-50.0,-69.0,-77.0,-88.0,2
918,-49.0,-53.0,-50.0,-54.0,-62.0,-77.0,-82.0,2
919,-62.0,-59.0,-62.0,-60.0,-68.0,-80.0,-89.0,0
920,-49.0,-61.0,-55.0,-53.0,-72.0,-85.0,-92.0,2
921,-18.0,-53.0,-60.0,-17.0,-71.0,-74.0,-71.0,1
922,-59.0,-56.0,-62.0,-59.0,-67.0,-75.0,-78.0,0
923,-62.0,-54.0,-56.0,-64.0,-75.0,-88.0,-85.0,0
924,-68.0,-57.0,-54.0,-64.0,-51.0,-89.0,-87.0,3
925,-59.0,-59.0,-52.0,-60.0,-51.0,-87.0,-86.0,3
926,-60.0,-58.0,-56.0,-66.0,-51.0,-85.0,-89.0,3
927,-53.0,-54.0,-53.0,-60.0,-60.0,-86.0,-91.0,2
928,-60.0,-54.0,-59.0,-65.0,-66.0,-83.0,-84.0,0
929,-40.0,-55.0,-49.0,-40.0,-61.0,-69.0,-66.0,1
930,-72.0,-62.0,-63.0,-76.0,-81.0,-84.0,-91.0,0
931,-59.0,-56.0,-49.0,-58.0,-52.0,-88.0,-84.0,3
932,-59.0,-57.0,-48.0,-69.0,-52.0,-87.0,-87.0,3
933,-43.0,-55.0,-50.0,-39.0,-61.0,-69.0,-73.0,1
934,-38.0,-50.0,-49.0,-42.0,-69.0,-73.0,-77.0,1
935,-36.0,-55.0,-51.0,-37.0,-75.0,-71.0,-70.0,1
936,-49.0,-45.0,-50.0,-48.0,-61.0,-79.0,-84.0,2
937,-47.0,-60.0,-56.0,-48.0,-85.0,-85.0,-81.0,1
938,-16.0,-55.0,-56.0,-15.0,-64.0,-78.0,-76.0,1
939,-51.0,-62.0,-53.0,-51.0,-67.0,-79.0,-89.0,2
940,-54.0,-59.0,-52.0,-63.0,-62.0,-76.0,-81.0,2
941,-57.0,-58.0,-65.0,-62.0,-77.0,-80.0,-87.0,0
942,-40.0,-53.0,-51.0,-37.0,-78.0,-73.0,-77.0,1
943,-58.0,-58.0,-61.0,-59.0,-69.0,-81.0,-80.0,0
944,-47.0,-56.0,-53.0,-53.0,-66.0,-85.0,-85.0,2
945,-47.0,-55.0,-57.0,-50.0,-64.0,-80.0,-85.0,2
946,-57.0,-61.0,-53.0,-59.0,-52.0,-87.0,-89.0,3
947,-49.0,-58.0,-49.0,-51.0,-59.0,-89.0,-79.0,2
948,-50.0,-53.0,-52.0,-55.0,-68.0,-78.0,-86.0,2
949,-35.0,-58.0,-54.0,-36.0,-69.0,-69.0,-73.0,1
950,-63.0,-59.0,-58.0,-64.0,-74.0,-82.0,-90.0,0
951,-57.0,-54.0,-51.0,-60.0,-47.0,-84.0,-88.0,3
952,-59.0,-50.0,-57.0,-60.0,-49.0,-91.0,-86.0,3
953,-51.0,-54.0,-53.0,-55.0,-66.0,-77.0,-85.0,2
954,-34.0,-60.0,-52.0,-37.0,-71.0,-66.0,-75.0,1
955,-63.0,-59.0,-51.0,-72.0,-55.0,-96.0,-92.0,3
956,-47.0,-55.0,-55.0,-49.0,-67.0,-85.0,-80.0,2
957,-38.0,-60.0,-57.0,-38.0,-65.0,-79.0,-76.0,1
958,-59.0,-51.0,-57.0,-59.0,-52.0,-87.0,-86.0,3
959,-61.0,-52.0,-58.0,-59.0,-70.0,-76.0,-79.0,0
960,-56.0,-55.0,-43.0,-57.0,-52.0,-93.0,-85.0,3
961,-65.0,-58.0,-61.0,-71.0,-69.0,-87.0,-83.0,0
962,-59.0,-55.0,-56.0,-64.0,-69.0,-83.0,-84.0,0
963,-63.0,-63.0,-57.0,-68.0,-71.0,-79.0,-82.0,0
964,-52.0,-62.0,-55.0,-52.0,-67.0,-83.0,-75.0,2
965,-63.0,-58.0,-54.0,-69.0,-43.0,-91.0,-92.0,3
966,-59.0,-50.0,-55.0,-59.0,-53.0,-86.0,-87.0,3
967,-63.0,-57.0,-65.0,-71.0,-75.0,-82.0,-86.0,0
968,-65.0,-58.0,-61.0,-62.0,-71.0,-81.0,-86.0,0
969,-37.0,-52.0,-57.0,-36.0,-71.0,-66.0,-75.0,1
970,-57.0,-53.0,-56.0,-58.0,-68.0,-75.0,-80.0,0
971,-47.0,-57.0,-52.0,-44.0,-67.0,-78.0,-75.0,2
972,-36.0,-54.0,-54.0,-36.0,-62.0,-71.0,-70.0,1
973,-66.0,-57.0,-62.0,-61.0,-74.0,-81.0,-89.0,0
974,-63.0,-62.0,-49.0,-63.0,-45.0,-92.0,-86.0,3
975,-60.0,-57.0,-56.0,-64.0,-52.0,-84.0,-88.0,3
976,-65.0,-52.0,-46.0,-65.0,-49.0,-88.0,-87.0,3
977,-58.0,-54.0,-61.0,-59.0,-68.0,-78.0,-76.0,0
978,-52.0,-58.0,-51.0,-53.0,-60.0,-80.0,-80.0,2
979,-59.0,-57.0,-59.0,-64.0,-73.0,-79.0,-84.0,0
980,-51.0,-53.0,-52.0,-55.0,-67.0,-78.0,-88.0,2
981,-55.0,-53.0,-57.0,-67.0,-64.0,-80.0,-78.0,0
982,-52.0,-57.0,-51.0,-55.0,-65.0,-85.0,-85.0,2
983,-63.0,-59.0,-45.0,-65.0,-47.0,-89.0,-92.0,3
984,-63.0,-53.0,-47.0,-58.0,-46.0,-90.0,-81.0,3
985,-12.0,-56.0,-58.0,-16.0,-70.0,-75.0,-79.0,1
986,-58.0,-57.0,-46.0,-55.0,-50.0,-87.0,-85.0,3
987,-61.0,-61.0,-49.0,-58.0,-54.0,-94.0,-85.0,3
988,-38.0,-54.0,-51.0,-37.0,-66.0,-74.0,-76.0,1
989,-49.0,-49.0,-53.0,-48.0,-63.0,-84.0,-88.0,2
990,-51.0,-57.0,-59.0,-45.0,-77.0,-75.0,-81.0,1
991,-49.0,-55.0,-51.0,-49.0,-63.0,-81.0,-73.0,2
992,-37.0,-54.0,-54.0,-41.0,-64.0,-72.0,-78.0,1
993,-49.0,-50.0,-51.0,-50.0,-62.0,-75.0,-75.0,2
994,-63.0,-54.0,-52.0,-59.0,-44.0,-86.0,-92.0,3
995,-34.0,-53.0,-52.0,-19.0,-65.0,-75.0,-69.0,1
996,-42.0,-54.0,-56.0,-39.0,-63.0,-76.0,-78.0,1
997,-64.0,-51.0,-44.0,-61.0,-50.0,-88.0,-85.0,3
998,-42.0,-54.0,-58.0,-41.0,-63.0,-75.0,-78.0,1
999,-36.0,-61.0,-57.0,-27.0,-71.0,-73.0,-70.0,1
1000,-61.0,-57.0,-54.0,-65.0,-52.0,-89.0,-88.0,3
1001,-62.0,-56.0,-59.0,-58.0,-67.0,-78.0,-79.0,0
1002,-63.0,-58.0,-62.0,-65.0,-68.0,-81.0,-74.0,0
1003,-62.0,-52.0,-59.0,-62.0,-64.0,-80.0,-81.0,0
1004,-62.0,-58.0,-62.0,-65.0,-75.0,-90.0,-81.0,0
1005,-55.0,-60.0,-50.0,-55.0,-63.0,-88.0,-87.0,2
1006,-16.0,-59.0,-60.0,-35.0,-69.0,-81.0,-78.0,1
1007,-58.0,-56.0,-47.0,-62.0,-36.0,-85.0,-84.0,3
1008,-64.0,-57.0,-60.0,-70.0,-69.0,-86.0,-83.0,0
1009,-64.0,-57.0,-53.0,-61.0,-50.0,-86.0,-98.0,3
1010,-46.0,-46.0,-52.0,-52.0,-57.0,-77.0,-82.0,2
1011,-39.0,-56.0,-55.0,-39.0,-68.0,-74.0,-73.0,1
1012,-34.0,-54.0,-61.0,-34.0,-70.0,-72.0,-73.0,1
1013,-58.0,-59.0,-59.0,-65.0,-65.0,-82.0,-94.0,0
1014,-62.0,-58.0,-57.0,-65.0,-68.0,-83.0,-79.0,0
1015,-53.0,-62.0,-52.0,-53.0,-65.0,-79.0,-91.0,2
1016,-26.0,-57.0,-53.0,-37.0,-67.0,-72.0,-69.0,1
1017,-59.0,-56.0,-49.0,-57.0,-45.0,-88.0,-88.0,3
1018,-65.0,-54.0,-57.0,-66.0,-70.0,-82.0,-80.0,0
1019,-67.0,-56.0,-67.0,-70.0,-74.0,-81.0,-82.0,0
1020,-49.0,-55.0,-48.0,-49.0,-62.0,-79.0,-84.0,2
1021,-34.0,-55.0,-58.0,-15.0,-65.0,-73.0,-72.0,1
1022,-61.0,-58.0,-60.0,-61.0,-74.0,-78.0,-83.0,0
1023,-59.0,-54.0,-59.0,-64.0,-74.0,-80.0,-81.0,0
1024,-71.0,-62.0,-63.0,-69.0,-75.0,-85.0,-87.0,0
1025,-58.0,-51.0,-59.0,-63.0,-69.0,-81.0,-80.0,0
1026,-56.0,-53.0,-49.0,-60.0,-48.0,-82.0,-85.0,3
1027,-50.0,-55.0,-59.0,-41.0,-82.0,-75.0,-78.0,1
1028,-50.0,-52.0,-55.0,-49.0,-64.0,-80.0,-86.0,2
1029,-66.0,-55.0,-60.0,-69.0,-66.0,-85.0,-87.0,0
1030,-44.0,-54.0,-54.0,-45.0,-73.0,-71.0,-79.0,1
1031,-34.0,-54.0,-56.0,-42.0,-68.0,-76.0,-75.0,1
1032,-57.0,-59.0,-44.0,-60.0,-56.0,-87.0,-85.0,3
1033,-45.0,-57.0,-55.0,-48.0,-67.0,-77.0,-84.0,1
1034,-60.0,-57.0,-66.0,-64.0,-70.0,-84.0,-88.0,0
1035,-59.0,-57.0,-56.0,-61.0,-52.0,-86.0,-85.0,3
1036,-43.0,-53.0,-51.0,-42.0,-73.0,-71.0,-66.0,1
1037,-62.0,-57.0,-56.0,-63.0,-66.0,-84.0,-82.0,0
1038,-38.0,-54.0,-52.0,-36.0,-63.0,-65.0,-70.0,1
1039,-64.0,-66.0,-54.0,-67.0,-70.0,-83.0,-82.0,0
1040,-42.0,-54.0,-49.0,-41.0,-68.0,-71.0,-77.0,1
1041,-63.0,-55.0,-63.0,-62.0,-68.0,-89.0,-85.0,0
1042,-51.0,-52.0,-56.0,-52.0,-66.0,-80.0,-89.0,2
1043,-38.0,-53.0,-53.0,-43.0,-78.0,-69.0,-75.0,1
1044,-38.0,-55.0,-57.0,-41.0,-66.0,-73.0,-69.0,1
1045,-52.0,-55.0,-56.0,-51.0,-69.0,-85.0,-85.0,2
1046,-55.0,-53.0,-52.0,-56.0,-58.0,-85.0,-88.0,2
1047,-62.0,-58.0,-57.0,-62.0,-72.0,-81.0,-81.0,0
1048,-67.0,-57.0,-55.0,-65.0,-49.0,-88.0,-87.0,3
1049,-40.0,-58.0,-47.0,-41.0,-65.0,-73.0,-70.0,1
1050,-35.0,-58.0,-50.0,-35.0,-62.0,-72.0,-67.0,1
1051,-50.0,-49.0,-57.0,-49.0,-61.0,-82.0,-86.0,2
1052,-60.0,-61.0,-49.0,-60.0,-50.0,-89.0,-88.0,3
1053,-50.0,-59.0,-60.0,-51.0,-64.0,-86.0,-85.0,2
1054,-61.0,-55.0,-52.0,-61.0,-44.0,-88.0,-92.0,3
1055,-56.0,-47.0,-56.0,-61.0,-67.0,-78.0,-88.0,0
1056,-59.0,-55.0,-49.0,-60.0,-42.0,-92.0,-93.0,3
1057,-51.0,-56.0,-51.0,-58.0,-58.0,-80.0,-86.0,2
1058,-38.0,-55.0,-51.0,-41.0,-72.0,-70.0,-73.0,1
1059,-40.0,-50.0,-49.0,-51.0,-65.0,-75.0,-80.0,1
1060,-73.0,-63.0,-65.0,-70.0,-80.0,-89.0,-93.0,0
1061,-34.0,-53.0,-56.0,-18.0,-70.0,-76.0,-75.0,1
1062,-39.0,-48.0,-51.0,-38.0,-63.0,-69.0,-89.0,1
1063,-58.0,-51.0,-46.0,-58.0,-50.0,-79.0,-87.0,3
1064,-62.0,-56.0,-63.0,-66.0,-74.0,-82.0,-80.0,0
1065,-49.0,-52.0,-61.0,-52.0,-61.0,-82.0,-88.0,2
1066,-59.0,-57.0,-56.0,-65.0,-49.0,-91.0,-86.0,3
1067,-46.0,-54.0,-50.0,-54.0,-59.0,-81.0,-77.0,2
1068,-45.0,-53.0,-51.0,-36.0,-78.0,-72.0,-76.0,1
