,feat 1,feat 2,feat 3,feat 4,feat 5,feat 6,feat 7,feat 8,class
5148,49.015625,,,,12.48996656,,,14.25652381,1
5149,91.3828125,41.31171919,0.529269012,,2.465719064,,8.618116325,,0
5150,128.640625,52.581593500000004,,-0.374639933,,,7.399579987,59.17152851,0
5151,,,1.4425385530000001,4.753955877,5.420568562000001,,,34.52274251,1
5152,,39.69997036,,1.638548981,,,,,0
5153,,41.02205009,0.247756389,0.881520128,1.245819398,10.44766097,15.555818099999998,319.1989613,0
5154,,48.97587895,,,,88.72365307,,-0.9762167840000001,0
5155,,43.46907295,,0.545011539,10.70819398,37.27103074,3.616924092,,0
5156,,51.42861406,0.19924887100000002,-0.11934650699999999,1.678093645,14.54266776,,,0
5157,116.90625,,,-0.129815137,3.037625418,17.73710156,,78.81340454,0
5158,,,,-0.07766262,4.855351171000001,,6.230102235,,0
5159,125.171875,52.30635558,,-0.36077012299999994,,12.44563855,,158.1902038,0
5160,138.15625,,-0.148909065,,2.049331104,,,,0
5161,,,,,,102.4402066,0.029007986,,0
5162,,,-0.13164121,,,,13.51508138,221.7158305,0
5163,,45.02891595,,,,,7.5704077839999995,60.88157254,0
5164,32.1328125,,,,77.74498328,66.68108608,0.942460671,-0.058914231,1
5165,137.2578125,,-0.186262505,,,,10.30261755,,0
5166,115.9453125,48.02185515,0.160068554,-0.222480051,4.87458194,27.26065174,,,0
5167,,,-0.076257992,-0.658627785,2.068561873,13.70711244,,,0
5168,,,,,,18.37658316,,120.4630031,0
5169,115.1875,55.54766394,0.13228576,-0.387321755,4.358695652,27.94017019,,,0
5170,107.6328125,,0.251704276,0.430087846,,,,,0
5171,,51.4049107,0.375735849,,,,,30.6607789,0
5172,93.25,34.98950736,0.7839812079999999,3.03771548,2.067725753,17.13592898,9.422644494,96.80477764,0
5173,,52.42477637,,,,25.51423051,6.351599706,41.11984892,0
5174,,37.4892229,2.703024585,,33.88043478,,1.9212603030000002,,1
5175,124.1640625,58.49556305,,,0.7416387959999999,9.389436104,,,0
5176,130.3046875,49.26230154,,0.17551590600000003,1.66638796,,12.80539858,,0
5177,107.5703125,53.20430604,,,,15.93698362,10.15693527,,0
5178,97.375,37.45434721,,,,,,56.5738003,0
5179,,39.5663968,,,,76.21677917,,1.007749819,1
5180,,,,,1.864548495,16.69348041,10.84060386,,0
5181,,,,,,82.70492183,-0.235687449,-1.284028519,0
5182,81.109375,,1.512642171,4.522207806,,,4.747951339,21.65644713,1
5183,42.3515625,,,10.1211675,,65.24427121,1.794145535,,1
5184,103.5078125,44.17330856,0.333923064,,,13.06850164,10.41670501,146.118954,0
5185,123.03125,45.97841503,,,,14.299022699999998,8.956944565,108.3162334,0
5186,127.1484375,,0.055535635,,,,8.987379106,,0
5187,75.734375,34.44594596,1.9746109619999999,,,36.37485482,,14.51918499,1
5188,,35.72677349,,,,59.49815851,1.8127441780000002,2.443437229,1
5189,136.609375,49.17447165,,-0.15532479300000002,8.107859532,34.71456816,,21.83535806,0
5190,138.7109375,,,0.35144583799999995,,7.370432165,,1191.0008369999998,0
5191,117.875,,0.261969291,0.373880084,,,8.688644213,,0
5192,,44.42548776,0.005356436,,,,8.713224984,97.24482841,0
5193,86.359375,41.25657796,0.651957699,1.6714135909999999,,,,,0
5194,111.015625,,,,,20.08825484,9.288042804,,0
5195,106.5078125,,,,2.844481605,,,,0
5196,127.859375,,,,1.428093645,14.01834727,12.8519696,192.30221559999998,0
5197,132.3203125,,-0.37181493200000004,,0.877090301,10.38026702,18.73986301,,0
5198,,,0.135820523,0.24702326300000002,3.163043478,20.80980133,8.512251462,,0
5199,,51.92117674,,,3.546822742,,,53.47366667,0
5200,118.8828125,46.66278983,,0.000305637,5.3361204010000005,26.94328367,,37.07445528,0
5201,,,,0.629493718,,,9.986112684,139.3022504,0
5202,,,,,1.863712375,13.26595667,10.25798651,,0
5203,,55.16291512,-0.024708789,-0.471540254,,16.2679416,,141.33869199999998,0
5204,,37.75129263,,,1.372909699,14.25618689,,186.8564875,0
5205,,46.74391502,0.077633445,0.245930698,,,,72.27108382,0
5206,135.1484375,,,,,13.17162171,,,0
5207,,41.99176744,,,4.509197324,26.07461154,6.539062805,,0
5208,,46.32973951,0.37470179,0.5061159510000001,,,16.79177499,326.89677810000006,0
5209,115.8984375,,,,2.116220736,12.68741922,10.52001779,157.5712738,0
5210,131.1875,,0.161134683,-0.118841708,3.923913043,19.69775967,6.8537119429999995,55.95126025,0
5211,123.953125,,0.018147821,-0.43376869100000004,,11.54257097,15.59922082,,0
5212,147.875,,,,,,8.678951578,,0
5213,,37.73694673,0.37050784600000003,1.5968270390000001,,16.50003506,11.33234504,140.20749130000002,0
5214,,57.79609353,,,,27.21007622,5.868350444,,0
5215,,,-0.20551097899999998,,61.72073579,,0.888185052,-1.178965716,0
5216,124.078125,,0.24139744800000001,-0.433412477,2.4590301,17.35414595,,,0
5217,135.4140625,,,,19.1638796,,,,0
5218,,,,1.09242325,0.970735786,,16.41851795,337.50611810000004,0
5219,,,-0.007246294,,1.4464882940000001,,,,0
5220,,,,-0.106868975,,22.44193523,,84.1687318,0
5221,,39.16977691,,2.7306084439999996,,,,,0
5222,127.765625,47.61917359,,,2.29180602,,,121.4248535,0
5223,,,,,,,9.455407296,110.50678629999999,0
5224,127.6875,,,-0.316075595,1.5760869569999998,12.76727881,12.21403237,182.8776205,0
5225,114.203125,46.3843251,0.223386615,,1.632943144,,,,0
5226,117.53125,52.10970062,,,3.380434783,,7.28097409,,0
5227,100.9140625,,0.507888068,2.80765941,1.658026756,,,,0
5228,37.0546875,,3.992493615,18.97021298,61.60451505,,,-0.21133520000000003,1
5229,,,0.17136714399999997,,,,8.457133871,77.13464175,0
5230,127.046875,,0.076693247,-0.083005783,1.987458194,,,,0
5231,,43.5992597,0.303747682,,1.6120401340000001,14.84124424,,146.0787101,0
5232,90.7109375,38.05878519,,1.601726655,,14.38718988,9.743431652,119.92158719999999,0
5233,106.5703125,,0.225434503,-0.310108221,7.547658863,36.87770492,,,0
5234,,43.73576708,,0.54465351,,,,,0
5235,118.3984375,,,,,10.99294893,,,0
5236,114.734375,45.54367484,,0.200990119,24.14464883,,,,0
5237,,46.29193029,,0.09077784,4.288461538,27.097147800000002,,,0
5238,,46.2285311,0.478034763,0.624257034,,15.11388655,,,0
5239,112.640625,,0.44576629700000003,,,21.46025408,,,0
5240,115.8671875,,,0.18159419100000002,,,8.206982154,81.36662796,0
5241,,,,-0.261361012,3.6187290969999997,19.84985743,,,0
5242,129.9375,59.62981506,,,1.8302675590000002,,11.17467132,,0
5243,100.265625,,,-0.055222105,3.0284280939999997,,8.698003631,87.21160844,0
5244,,,0.09310039099999999,-0.326721992,,,,56.46088221,0
5245,125.265625,56.1389855,,,2.72993311,,,93.19013818,0
5246,96.9921875,,0.41344419,,41.22324415,80.30930692,1.4912509580000002,,0
5247,99.6796875,51.39308283,,,5.703177257999999,,5.285568185,32.43965916,0
5248,,,,-0.477964551,,,9.261905943,,0
5249,122.5078125,,0.109085269,0.5696377229999999,,,,11.86174955,0
5250,,50.8103132,0.066794779,0.34078960399999997,1.404682274,,,209.6341804,0
5251,,,,,3.5409699,26.12980513,,57.36771316,1
5252,,39.33921985,,,3.029264214,16.19648316,7.344505091,,0
5253,127.203125,46.97595119,,0.49812069200000003,2.8085284280000002,16.91467751,,85.21517516,0
5254,96.3828125,47.49344052,0.338094754,0.365862718,,,7.317173561000001,58.20594056,0
5255,54.2578125,41.58223142,2.979317847,10.13826609,,64.79219555,-0.9365191999999999,0.093108123,1
5256,,,,-0.0033019670000000003,2.49916388,16.32526304,,120.89741599999999,0
5257,,,0.034985286000000004,0.134409084,3.204013378,,7.494587932999999,,0
5258,,48.00857912,,,2.7408026760000004,15.08292709,,,0
5259,109.171875,45.45947876,,,5.035953177,,,33.06498564,0
5260,80.9453125,37.52547231,0.8082180409999999,,,16.74065702,,,0
5261,,47.76244252,0.135270602,,,,9.233015083,99.40527679,0
5262,127.828125,45.73379313,,-0.069236827,,13.44942807,10.26247373,138.63412319999998,0
5263,116.8125,,,-0.10926162699999999,7.704849498,,5.192773143,,0
5264,114.921875,41.5787298,0.17282964399999998,,,,9.306153958,,0
5265,118.171875,,,-0.051460114,,14.45320986,10.09098434,121.99674409999999,0
5266,124.109375,50.47713504,-0.026200845,,,,,148.21747040000002,0
5267,45.7109375,28.83903397,4.19320032,,10.12792642,36.07896657,4.266206486000001,,1
5268,,,,,,,6.266941913999999,38.83729941,0
5269,,,,0.14781196,2.223244147,,,,0
5270,106.6875,,,,,,,327.3774588,0
5271,,,,-0.107704522,2.533444816,,,,0
5272,126.0703125,,,-0.0045035,2.66638796,,,91.24752024,0
5273,109.7578125,,,,0.9807692309999999,11.71735691,15.62465492,,0
5274,124.953125,,0.009028181,,3.3461538460000004,22.96905531,,,0
5275,,45.53114276,,,3.605351171,,,74.8198045,0
5276,108.7578125,,0.308510895,0.37759621200000004,,15.0969081,,112.6833239,0
5277,,,0.11204107099999999,,,19.87643658,,59.92529509,0
5278,148.3671875,,,,,30.05743063,,,0
5279,,50.69095759,0.322831742,,3.7909699,,,57.3009922,0
5280,111.8828125,44.70382064,0.07371382900000001,0.135971931,3.380434783,24.87076803,7.766308832000001,,0
5281,133.4453125,,-0.146878767,,,,8.558973507000001,,0
5282,,57.08251121,,,19.61036789,59.18921555,2.8280138480000003,6.353866675,0
5283,,45.09069027,0.20445467399999998,,2.1914715719999998,16.97724114,9.676791846,104.8713166,0
5284,117.1640625,52.26611255,,,,13.98877027,8.925696209,,0
5285,120.1953125,45.61524872,,,1.325250836,,,,0
5286,127.7578125,49.90252156,0.0035499190000000003,,,20.7211382,8.111662827,,0
5287,120.3046875,55.29855878,,,,,,,0
5288,,58.03179639,-0.215018971,-0.519013767,4.357023411,,7.711021768999999,,0
5289,140.3671875,,0.007801765,,6.096989967000001,26.7247951,4.9055439960000005,26.333118300000002,0
5290,82.4140625,38.88756375,0.741045449,1.911145724,,10.19283689,16.89328623,358.6521455,0
5291,143.71875,,-0.099594314,,1.238294314,,,,0
5292,,,0.05621777,,1.5660535119999999,,,,0
5293,,,,,1.116220736,,13.56335017,,0
5294,,51.03971483,,-0.081466398,1.8795986619999998,14.2339701,9.822769294,,0
5295,108.84375,,,0.502714114,3.960702341,,,,0
5296,,,0.740653518,,,,,80.90782638,0
5297,,47.99487023,0.607164111,,,18.95073194,,50.09614178,0
5298,,,-0.248317225,0.5827624579999999,,46.690357899999995,,10.12858769,0
5299,112.90625,,,0.39116440700000005,1.705685619,16.14328612,10.42274842,116.8602088,1
5300,104.328125,48.99650966,0.303305579,,,18.06564694,7.495999833,,0
5301,,,0.150860545,,,,4.843046637,,0
5302,122.5625,,0.062036439000000006,,2.9640468230000003,,,,0
5303,126.328125,44.4241118,,0.067064809,,16.19284754,,,0
5304,,,,,,,,,0
5305,,46.15581031,0.310986416,0.614195367,1.91638796,,10.3608764,,0
5306,105.265625,,0.798784333,,,,15.97586937,,0
5307,121.2421875,,-0.060070048,,,36.8351409,3.928682999,15.28993929,0
5308,118.578125,,,0.022198334,,,13.51394943,250.9261996,0
5309,,,0.313164917,0.536595384,,11.80316492,15.61912825,289.2790683,0
5310,85.328125,,0.514176279,1.597649876,,14.47108058,8.361904487,,0
5311,152.578125,,,-0.218499941,,,11.26831201,,0
5312,,,-0.138513377,,115.0894649,75.93002757,,-1.22440009,0
5313,140.4609375,45.75664268,,,,13.582156699999999,13.93653844,,0
5314,140.1875,43.25537358,-0.028988733,0.392165021,4.174749164,,,,0
5315,,47.86819609,0.23378192600000003,,,,16.36836162,345.94837210000003,0
5316,105.1796875,46.92504555,,0.014146761,1.4113712369999998,15.28994044,11.5764651,141.5454668,0
5317,,60.35627813,-0.028935109,-0.8802891490000001,5.102842809,26.69498767,,33.81564188,0
5318,65.3984375,,2.241093368,,,72.43958153,,,1
5319,126.828125,,,-0.488554603,1.6003344480000001,,,164.6609982,0
5320,,49.45571861,,,,,-0.6032483160000001,-1.5157485830000001,0
5321,111.625,54.98451487,0.119766773,-0.604808745,8.030100334,34.62142266,,19.2829169,0
5322,123.6640625,,,,,,18.90676348,364.87810110000004,0
5323,,44.47237816,,1.0065356890000001,,,14.57138799,243.97215649999998,0
5324,123.140625,51.04681283,,,2.239966555,13.38496541,,146.7825159,0
5325,,,3.1607202539999997,15.945822099999999,,,,11.30174349,1
5326,,38.41603742,0.152510806,1.250243845,,20.14962591,9.024845655,,0
5327,135.8984375,52.21796863,-0.046725175,,6.185618729,,,,0
5328,109.0234375,,0.332892998,,3.588628763,17.96521177,7.055699807000001,63.22824356,0
5329,112.71875,57.36981696,,,9.5409699,,3.813599855,14.41741908,0
5330,106.890625,,,,,,3.873275767,,0
5331,120.671875,48.47004703,0.127393286,-0.34944434799999996,4.711538462,,,,0
5332,,,,0.844129639,1.636287625,12.95221424,,166.5728745,0
5333,,51.61389425,,,,,10.22969007,131.31575690000003,0
5334,,,-0.218016965,,30.33277592,62.78061789,,,0
5335,93.125,,0.18651830100000003,0.964724638,2.408026756,,,,0
5336,,,,-0.546019815,4.18645485,26.05293397,6.5867536310000006,44.48898031,0
5337,42.375,,,17.82768407,,63.73788100000001,,2.34681367,1
5338,,53.52055805,,-0.27756295,16.89632107,51.41645124,,,0
5339,,49.9800131,0.00352643,,,,9.243557016,,0
5340,,47.96784341,,,,,2.7685755469999997,6.297872077999999,0
5341,,,,,,18.13105286,,,0
5342,,,,1.505166171,,14.84291852,8.460410223,97.04789414,0
5343,129.484375,44.24417059,,0.473426711,2.819397993,18.05623393,,84.75182772,0
5344,,,,,,11.76755556,,201.65320559999998,0
5345,,,0.32803666800000003,,0.867892977,9.349634116,19.69644898,480.2722403,0
5346,,,,,,,,,0
5347,156.6171875,,-0.42136246299999996,,3.786789298,22.64401387,,,0
5348,,,2.27949841,5.515417342999999,,,,8.138785645,1
5349,,,1.253867715,3.073009443,2.859531773,,,96.39616397,0
5350,,45.29714651,,,0.885451505,,15.01861331,246.2626413,0
5351,,45.07623141,0.354434003,0.44523291299999995,,,,,0
5352,,,1.128727696,,11.52090301,,3.568839975,12.3431203,1
5353,,,,0.09280293699999999,,23.10178142,8.092079331,66.89800856,1
5354,138.1796875,,,,,21.24346548,,,0
5355,,43.33182965,0.67769768,,2.552675585,,9.889034027000001,,0
5356,111.953125,,0.21107941,,,,7.080150191,,0
5357,,44.18027741,,0.406702378,2.555183946,,8.590099462000001,,0
5358,,,0.296122476,1.11594614,,,13.07886243,,0
5359,,45.21817499,0.701793872,,1.308528428,,,260.5139526,0
5360,137.046875,,-0.287367986,,,21.06636045,,,0
5361,,54.33369255,0.282513565,,,,,132.40716070000002,0
5362,97.2421875,53.48857152,0.474393515,0.12410672699999999,2.41722408,18.36982597,8.632126469,82.29290789,0
5363,113.28125,,,,5.9138795989999995,,,35.61077556,0
5364,,,0.197836302,0.38714639,5.31270903,30.7827788,,,0
5365,,52.13315846,0.559001978,,,14.78104543,,,0
5366,,49.76754313,-0.059808837999999996,-0.490438395,,,8.031904542000001,,0
5367,120.78125,,,,,15.34603622,,,0
5368,,,0.7098833640000001,,,,9.748082879,101.5636578,0
5369,131.8515625,,0.012697703999999999,-0.31323661,2.765050167,,,110.4970935,0
5370,,51.24107201,,-0.440739476,1.815217391,14.74998336,9.982552767,118.0211438,0
5371,105.65625,,,0.709236555,3.045150502,,8.665260847999999,85.9856312,0
5372,129.7578125,,,,55.70819398,88.00585816,,-1.025901675,0
5373,,39.1695276,,,,48.32784746,3.183798985,,1
5374,,53.06844186,-0.236845584,-0.35834840700000004,3.989966555,,,46.14344191,0
5375,,,-0.25475273,,3.386287625,19.07307579,,59.01710388,0
5376,,,,,,18.42774301,,93.63222406,0
5377,116.125,48.78764572,0.238584971,,,18.32124185,,,0
5378,133.4765625,,,0.22454370699999998,2.084448161,,10.48127536,159.0808477,0
5379,102.8359375,,,1.447578742,,19.712587,9.235309883,,0
5380,113.2890625,,,,158.51672240000002,,,3.852635712,0
5381,132.9921875,50.52884326,,,,13.384101500000002,,155.39466140000002,0
5382,99.28125,,0.765557849,-0.82764003,,,-1.876387679,2.431296609,0
5383,133.3671875,,0.032098563999999996,,,18.03943289,9.191633022000001,99.69278934,0
5384,124.0546875,,0.01955491,-0.205026144,,,,,0
5385,,41.42066966,,,2.010033445,17.77704449,9.590389521,,0
5386,,,0.539944912,,,15.06544087,,,0
5387,102.390625,40.86491358,,,9.821906355,34.5984015,,13.17067773,0
5388,,,,,,16.61590809,,80.25280655,0
5389,,49.94926075,,,5.1178929769999995,24.66681618,,,0
5390,125.625,48.81902165,0.000154403,,,11.7019424,,277.2619557,0
5391,100.3125,41.92548263,0.6438409420000001,0.838476388,1.6505016719999999,13.89857881,,,0
5392,,,0.746265678,2.722311846,2.2625418059999998,16.37748582,,,0
5393,,56.95749297,,,4.871237458,28.81723882,6.169501369,38.38027395,0
5394,,41.46008219,,,1.626254181,12.51640848,11.60540245,175.7818009,0
5395,,49.95976836,,-0.430349955,5.455685619,,,,0
5396,125.65625,57.05745973,,,4.568561873,,,,0
5397,,,,,,,,222.3975821,0
5398,,,-0.254849158,-0.012093326000000001,,52.98761964,,7.96128242,0
5399,,43.93238143,0.601140711,,,,6.848092882,,0
5400,114.9921875,46.20868021,,0.582755505,1.25083612,,,,0
5401,105.078125,50.69880567,0.492374606,0.307741631,,,,,0
5402,123.28125,56.18092112,,,,,6.593538811,,0
5403,,,0.430839884,,3.063545151,,,,0
5404,,,-0.041628469,,10.31605351,,,,0
5405,101.8359375,47.80850103,,,3.3152173910000005,,,,0
5406,,,0.6709595270000001,1.323715134,,,25.31254629,698.1888600999999,0
5407,93.84375,39.75892932,0.675871167,1.581981359,,,8.571765431000001,,0
5408,136.203125,,0.215002975,,,,,-0.09404183,0
5409,161.3046875,58.73743996,-1.117342296,0.63882486,99.38712375,,-0.085735655,,0
5410,,34.883132700000004,,2.120448338,2.785117057,17.42206188,8.324771612000001,80.91547428,0
5411,,45.83713459,,0.210040675,2.5259197319999998,,9.160413494,,0
5412,127.40625,,-0.162310872,-0.328479672,,20.87157012,8.373061214,77.96191952,0
5413,94.0390625,,0.519307889,,2.3453177259999998,14.56625917,,,0
5414,,49.36724623,,,,17.26774452,8.516880532,,0
5415,125.7578125,,,0.765885591,,15.09462182,,87.67514097,0
5416,95.09375,46.89623477,0.5095911160000001,0.18068176,9.449832776000001,34.19313616,3.715105535,13.31516997,0
5417,,40.22215834,,1.168509572,,,10.41156141,137.2464736,0
5418,,,3.7515219060000002,,,79.64975218,0.026774705,-1.129047672,1
5419,107.3359375,,0.13821265800000002,0.043647991,,40.17429083,3.610894509,11.84466437,0
5420,,,-0.223358067,-0.360891567,2.0392976590000003,,,,0
5421,,50.68708517,,-0.29089321100000004,2.8085284280000002,19.00864864,8.598476621,,0
5422,,52.76699223,,,7.22993311,30.04149539,5.046147935,,0
5423,112.0078125,50.02429036,0.215113693,-0.269218952,,,9.33467981,,0
5424,,52.23722311,,-0.524685311,4.221571906,,,,0
5425,139.1015625,44.04682165,,0.046276801,2.1237458190000003,,,123.1998936,0
5426,122.1328125,,0.276582762,-0.43042963700000003,3.204849498,18.02768245,7.652444605,,0
5427,116.3125,,,0.315504622,,17.41847318,,106.83138419999999,0
5428,,44.72003773,0.362391002,0.487412234,0.75,,,,0
5429,,,0.149668411,-0.444070171,2.275083612,,,,0
5430,144.8125,58.09068207,-0.252263228,,7.154682274,32.06726813,,,0
5431,121.828125,44.32781107,-0.031664898999999996,0.255224592,,13.76910851,,,0
5432,137.4921875,52.78893647,-0.358404338,-0.13282571,,,9.198558307999999,,0
5433,146.4140625,55.15992762,,-0.297829265,,85.14129394,0.07600966599999999,,0
5434,,43.62611646,0.26620778100000003,,1.6948160540000001,11.05669518,12.73079339,,0
5435,,57.00326315,,-0.500010301,,42.64607945,,11.00711159,0
5436,78.9609375,,,2.017901361,1.268394649,,,196.01230149999998,0
5437,,,0.082639239,,,,7.129830664,57.93389672,0
5438,,50.14294447,,,,24.70725066,6.635008162999999,45.24022845,0
5439,137.546875,44.28950556,,,2.787625418,,8.679636712999999,77.28890353,0
5440,117.9140625,,,,,12.3220712,,,0
5441,106.015625,40.79617483,,,1.088628763,,14.36279189,,0
5442,97.6328125,44.21270870000001,,,,,8.135837507,,0
5443,116.671875,46.00867944,0.27486252,,2.466555184,14.48646186,9.081120276,108.544379,0
5444,107.609375,47.51927806,,,3.18645485,,8.005113659,75.30307956,0
5445,109.1640625,51.56364049,,-0.179128647,1.280936455,,13.46340679,,0
5446,,39.98229283,,,0.748327759,10.51154989,,,0
5447,,44.19523447,0.315457401,0.359005133,,17.60888453,10.3313265,,0
5448,128.015625,50.19710904,,,3.6488294310000002,22.11244652,7.188338266000001,57.16080655,0
5449,,38.12430519,0.313315538,1.555187937,2.287625418,,10.16528957,,0
5450,128.1640625,42.18315299,,,1.170568562,,,,0
5451,107.171875,,0.37885993700000004,,2.8528428089999998,21.22018074,,,0
5452,,,,,,15.3793839,11.98457984,161.2285244,0
5453,,75.63995203,,,,,,,1
5454,138.609375,60.99798079999999,,,,,,0.8885676809999999,0
5455,,,0.506413248,0.22092292800000002,,34.76116593,4.970045137,23.65998906,0
5456,,42.55247722,,,,,6.901440535,,0
5457,85.8203125,,0.553642136,2.516646969,,,17.60346627,331.35943260000005,0
5458,,,,,0.87541806,,,304.0763536,0
5459,,48.97397904,0.181711755,,,16.36010003,,,0
5460,130.25,54.92822021,,-0.6443857070000001,10.27591973,47.3776275,,,0
5461,,54.75284433,,-0.415410677,8.56187291,35.33769744,,,0
5462,,,-0.090444145,-0.160616853,2.505852843,,8.918366228,,0
5463,126.3359375,48.17891093,0.176930025,0.059179164000000006,4.097826087,22.33848671,,49.11470704,0
5464,118.6796875,45.48436091,0.374185335,,1.35451505,15.75188277,13.10919521,,0
5465,136.4453125,,,0.399868089,,22.57816171,6.294189652999999,,0
5466,95.3203125,,0.15345366300000002,,,,,2.159064286,0
5467,105.4375,,,,,14.1097453,,,0
5468,,,,0.557050744,,14.01601303,,126.6688604,0
5469,93.1875,40.94503747,0.46430858700000005,,2.144648829,,,,0
5470,,46.40262441,,,5.050167224,,6.059849442999999,,0
5471,,,0.09375851,-0.394873971,,,-0.348336605,,0
5472,,,0.12468270699999999,-0.353180454,,,,21.19389928,0
5473,,,,,1.841137124,13.39600774,10.69135333,,0
5474,104.0546875,,,,2.954013378,15.37160846,,,0
5475,,,,,1.549331104,,11.62449498,151.0218669,0
5476,110.03125,34.43243781,,2.579968573,1.801839465,,10.77761116,147.5609632,0
5477,88.984375,40.97140473,,,2.397157191,,,,0
5478,,,-0.023164705,,,15.16176008,,165.70555180000002,0
5479,,,0.135986923,0.37756505,,,,,0
5480,94.2421875,,0.49092953200000006,,,11.76250314,,,0
5481,,45.726934899999996,,0.20075989800000002,12.62541806,50.01404642,,,0
5482,99.359375,,,0.74370521,,,9.117653987999999,,0
5483,,,,,,,,,0
5484,,,0.17784053100000002,-0.016124384,3.7408026760000004,24.05608776,6.914158071,49.64590164,0
5485,,36.87576717,,2.5181441419999997,,14.12096673,12.56871346,178.05562450000002,0
5486,128.265625,,0.083737987,,2.398829431,,,102.70699309999999,0
5487,,48.07642638,0.30866071,0.298642994,7.618729097,,4.741314293,21.99943472,0
5488,98.390625,,0.323618327,,2.0953177259999998,,,125.51999350000001,0
5489,,,,,0.8612040129999999,9.585426502,18.37191841,,0
5490,,48.34501693,-0.020350952,-0.18316965899999998,17.14548495,55.13683712,2.9272836239999998,6.658445336000001,0
5491,113.453125,45.77643693,,,7.420568562000001,31.61816841,4.641320799,21.99549865,0
5492,118.0390625,,,0.255620368,,,,,0
5493,,,,1.65346296,2.918896321,,,,0
5494,,,0.24101712,0.23957774399999998,1.2449832779999999,13.04703416,,205.5688545,0
5495,119.984375,50.86685813,,,4.442307692,25.50200037,,,0
5496,,,0.64390964,2.6900508419999998,1.635451505,,,,0
5497,119.0234375,48.38121162,0.047181078,,12.07859532,39.93190914,3.474170032,11.82606876,0
5498,133.296875,46.42018678,,-0.26468656,,,,128.2668086,0
5499,127.390625,44.77622039,,,2.369565217,17.30676043,8.910689902,,0
5500,89.796875,,,1.2533213429999999,,27.19138079,,,0
5501,128.6484375,46.46110434,-0.055292457999999996,0.244432025,,,,14.32229337,0
5502,118.140625,,0.148266465,-0.804809152,2.054347826,,,,0
5503,,,,,15.18561873,48.6352611,,,0
5504,,,0.6127188029999999,1.228900732,2.755852843,19.48171918,8.308670203,77.12062106,0
5505,104.8828125,,,0.530041077,3.105351171,,7.91023549,74.79015284,0
5506,,49.53792776,,-0.46868281700000003,2.2859531769999997,,9.414160481,,0
5507,,,-0.469778662,,,20.03599615,,52.14057305,0
5508,,51.16011494,,,1.219063545,15.33174416,,177.477643,0
5509,124.1796875,,,,1.092809365,,14.77990854,,0
5510,,,,,1.9306020069999998,11.68629961,,206.13702769999998,0
5511,102.40625,43.86154308,0.57146371,0.9767954329999999,,,12.09597573,,0
5512,,,,-0.064955711,1.4239130430000002,12.53670451,13.1050215,205.9215666,0
5513,,44.64828303,0.45869640100000003,,0.617056856,10.38057631,19.09166583,396.5751807,0
5514,61.6484375,38.06051716,1.6176253919999999,,,19.37611085,9.25488097,92.01099426,1
5515,98.8828125,,0.459377163,,1.8628762540000001,,,129.5400844,0
5516,102.78125,44.88856646,0.711608951,,,,,,0
5517,,,-0.054115317,,,,8.303748788,,0
5518,133.9140625,,,,,,,,0
5519,,,,,,30.53739268,6.037663601,,0
5520,21.015625,45.07406828,,18.53141618,121.30602009999998,67.25000775,-0.014069783999999998,,1
5521,,,-0.1702555,,,,9.305744695,,0
5522,97.2890625,,,3.480823216,1.071070234,,,245.18755180000002,0
5523,101.5390625,,0.29135656600000004,,,,9.040356451000001,,0
5524,,49.55631267,2.1223489630000003,,30.01421405,,,3.256666281,1
5525,118.5390625,51.90088245,,-0.348403035,1.956521739,16.81091328,9.736470837999999,104.084186,0
5526,126.65625,,,,,,9.637777721,115.0719683,0
5527,138.2890625,46.57523355,-0.26293531800000003,,,17.45988254,,81.28054036,0
5528,,47.79836392,,0.613500932,2.509197324,18.21918985,,,0
5529,,53.13380384,0.163213636,-0.787813653,,82.33954089,,,0
5530,,,,,118.29598659999999,,,-1.4099351359999999,0
5531,,,0.322174125,,,,6.891916596000001,53.30310643,0
5532,,,,0.357200642,,22.59947312,,40.95750203,0
5533,,,0.09282282800000001,,22.95234114,,,4.399656984,0
5534,120.7265625,,,,,17.80342646,8.168925188,82.29515076,0
5535,,,,,2.245819398,,,117.95612959999998,0
5536,133.125,50.13388325,-0.30951846,-0.045315744000000005,,,,22.2233079,0
5537,100.8828125,,,0.58665893,2.9698996660000003,,8.505400633999999,,0
5538,110.59375,50.75714813,,-0.415347091,,,,70.64036309,0
5539,,,,-0.575016145,3.6187290969999997,23.48104872,,61.35548284,0
5540,68.7109375,40.50793756,,,42.65384615,,,,1
5541,129.2109375,,,,4.8060200669999995,24.36351988,,,0
5542,129.703125,51.58236123,0.00452307,-0.376730678,2.106187291,15.42387483,9.801733078,114.1778619,0
5543,117.4921875,51.13202826,0.093847103,,3.008361204,,8.25637235,,0
5544,,,0.269550537,0.244345294,,23.23112758,7.042161626,54.71603836,0
5545,141.84375,,,,115.243311,65.46802301,-1.124110016,,0
5546,,,-0.029986306,,14.42307692,42.65100973,3.098635135,,0
5547,,,,-0.052031235999999995,,,,,0
5548,120.0,,,-0.09177723300000001,,,,,0
5549,,,,0.458142375,,,5.376841692,,0
5550,,49.66709241,,1.31e-05,,73.54735655,1.081466722,-0.430212208,0
5551,,,,,7.281772575,36.39937845,5.092862765,,0
5552,,,,,1.392140468,11.52447904,13.41002953,233.3491543,0
