,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,class
1203,0.0,0.0,0.85,0.0,0.85,0.21,,0.0,0.0,1.5,,,0.0,0.0,1.07,0.0,0.21,,0.64,,1.71,7.08,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.465,0.271,0.969,9.052,,,1
1204,0.0,,1.24,0.0,1.24,0.62,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.24,0.62,0.0,0.62,0.0,1.86,0.62,0.62,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.62,,0.0,0.0,,0.107,0.0,0.321,0.107,0.107,3.846,30.0,150.0,1
1205,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.33,0.0,,0.0,0.0,,0.0,0.417,0.208,0.0,,16.0,,1
1206,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.4,0.0,,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0
1207,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,,0
1208,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,,0.0,0.0,1.72,0.0,0.86,0.86,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.125,0.0,0.251,0.251,0.0,,12.0,91.0,1
1209,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,5.0,0
1210,0.0,,0.36,,0.72,0.0,0.0,0.0,0.0,0.0,0.0,,0.18,0.0,,0.36,0.0,,1.44,0.0,0.36,0.0,0.0,0.0,,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.18,0.0,,,0.0,0.0,0.026,,,0.107,0.0,0.0,2.988,51.0,263.0,0
1211,0.0,0.0,0.0,0.0,0.77,,0.0,0.0,0.0,0.0,,1.55,0.0,0.0,0.0,0.77,0.77,0.0,2.32,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.77,0.0,0.0,0.0,0.0,0.268,0.0,0.672,0.403,,,,,1
1212,0.6,,0.36,0.0,1.44,0.0,0.0,0.0,,1.32,0.72,2.53,,,0.0,0.6,0.24,,4.45,0.0,1.8,0.0,0.72,0.96,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,,0.0,0.04,,0.102,0.224,0.0,3.656,,479.0,1
1213,0.06,0.0,0.24,,0.1,0.0,0.0,0.17,0.17,0.17,0.0,,0.03,0.0,0.0,,0.0,,0.45,0.0,0.2,0.0,,0.0,,1.22,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.36,0.0,0.0,0.0,0.0,0.0,,0.0,0.45,,0.0,0.0,0.179,0.305,0.029,0.029,0.011,0.023,2.813,,2510.0,1
1214,0.0,0.0,1.66,0.0,,0.0,1.66,,0.0,0.0,,1.66,0.0,,0.0,3.33,0.0,0.0,1.66,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.284,0.0,1.424,0.0,,24.333,59.0,146.0,1
1215,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,16.66,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,0
1216,,,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,4.76,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,4.0,,0
1217,0.0,14.28,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.8,,9.0,0
1218,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.0,0.396,2.533,10.0,38.0,0
1219,0.0,0.0,,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18,0.0,0.37,0.37,3.18,0.0,0.93,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.441,0.0,0.0,,,70.0,1
1220,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.37,0.0,0.0,0.0,2.24,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,1.827,11.0,53.0,1
1221,0.0,,0.0,0.0,3.12,0.0,1.04,0.0,0.0,,0.0,2.08,0.0,0.0,0.0,0.0,0.0,,2.08,0.0,1.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.263,0.0,0.0,1.428,4.0,,1
1222,0.0,,1.12,0.0,0.56,,0.0,0.0,,0.56,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.56,,0.0,0.0,0.0,0.102,,0.615,0.0,,,19.0,137.0,1
1223,0.0,0.0,0.0,0.0,1.28,0.0,1.28,0.0,0.0,,,,0.0,0.0,0.0,0.64,,,1.28,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.17,0.0,2.466,,111.0,1
1224,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5.26,0.0,,5.26,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.25,2.0,5.0,0
1225,0.11,,0.11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.34,0.0,,0.0,0.0,,0.0,0.46,0.0,0.23,0.0,0.0,,0.57,0.69,,,0.0,0.0,,0.0,0.34,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.047,0.159,,0.0,,0.0,3.196,32.0,505.0,0
1226,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.26,0.53,0.0,,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.53,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.043,,0.0,0.043,,,,61.0,0
1227,0.0,0.22,0.33,0.0,0.22,0.11,0.0,0.0,,,,0.44,,0.0,,0.0,0.0,,0.44,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,,0.0,0.66,0.0,0.0,,0.019,,0.0,,0.0,0.0,2.068,11.0,,0
1228,0.0,0.0,0.0,,0.0,0.0,0.0,1.04,0.0,0.0,,1.04,0.52,0.0,0.0,1.04,0.0,0.0,3.66,1.04,1.04,,1.57,0.52,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539,,0.0,5.787,47.0,272.0,1
1229,0.0,0.55,0.55,0.0,2.23,0.0,,0.0,,0.0,0.0,0.55,0.55,0.0,,0.55,,0.0,3.91,0.0,1.67,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,1.208,0.345,,,140.0,200.0,1
1230,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.9,0.0,1.81,3.63,,2.72,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,,0.17,0.17,0.0,6.266,,94.0,1
1231,0.63,,0.63,0.0,0.0,0.0,0.63,,0.63,0.0,0.0,0.63,,0.0,0.63,,0.0,0.63,1.89,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.398,0.0,0.0,2.625,19.0,126.0,1
1232,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.4,0.0,,0.0,,0.7,0.0,,0.0,1.4,,0.0,0.0,0.0,,0.7,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,,2.11,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.266,0.066,0.0,0.0,0.0,18.0,200.0,378.0,0
1233,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.71,0.71,,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.71,0.0,0.0,0.0,0.125,,0.0,0.125,0.0,1.272,,,0
1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.43,0.0,0.0,0.0,0.0,,,,,0.43,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.124,0.0,0.31,0.062,0.0,,8.0,65.0,1
1235,0.0,0.0,0.5,0.0,,0.5,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,47.0,91.0,0
1236,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,,0.0,1.01,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.166,0.166,0.166,0.0,0.0,0.0,1.428,6.0,,0
1237,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.53,0.0,,0.0,0.0,0.0,0.0,,0.0,0.53,0.0,,,0.0,,0.53,0.53,0.0,1.07,0.0,,0.0,0.0,,0.0,0.0,0.53,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.194,0.0,,,0.0,3.731,21.0,153.0,0
1238,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.2,0.0,0.0,,1.2,,0.0,0.0,,0.0,0.0,7.707,0.0,0.0,,15.0,51.0,0
1239,0.0,0.0,0.32,0.0,0.65,,0.32,0.32,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.32,0.32,0.0,2.28,0.0,3.25,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.157,0.052,,10.0,143.0,1
1240,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.66,0.0,1.88,0.0,1.25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,,8.0,43.0,0
1241,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.2,0.0,0.0,0.0,0.0,,1.2,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.237,0.0,0.0,2.583,8.0,62.0,0
1242,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,,0.0,5.8,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,,1.44,,0.0,2.875,21.0,115.0,1
1243,0.0,0.0,0.48,0.0,0.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.0,1.44,,0.48,,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.066,0.468,,0.0,,61.0,,1
1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0
1245,0.0,0.75,,0.0,0.0,0.0,,,0.0,0.37,0.0,0.75,0.0,,0.0,1.87,,0.0,2.63,0.0,1.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.37,,0.0,0.0,,0.0,0.0,0.242,0.0,0.145,9.584,332.0,508.0,1
1246,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,4.54,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,,0.684,0.0,0.0,1.0,1.0,1.0,0
1247,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9.09,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.833,5.0,11.0,0
1248,0.26,,0.52,0.0,0.39,0.0,0.39,,0.0,,0.0,,0.26,0.0,0.0,1.57,0.0,0.26,2.61,0.0,1.57,0.0,0.13,0.39,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.779,0.021,0.021,,49.0,476.0,1
1249,0.0,0.0,0.4,0.0,0.4,,0.0,0.0,0.0,1.01,0.2,,,0.0,0.0,0.2,0.4,0.2,0.8,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.03,,0.0,0.302,0.0,,11.0,,1
1250,0.0,2.43,,0.0,1.21,0.0,0.6,,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.43,1.82,0.0,1.21,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.031,71.0,129.0,1
1251,,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,1.75,0.0,0.87,,0.0,0.0,,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.0,0.0,0.0,,2.63,,0.0,0.0,0.0,0.469,0.0,,0.0,0.0,0.0,1.466,12.0,44.0,0
1252,0.0,0.0,,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.91,0.0,0.0,,0.91,,1.83,4.58,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.151,0.0,0.455,,,2.842,10.0,54.0,1
1253,0.0,0.0,0.38,0.0,,0.38,0.0,0.0,0.38,0.0,0.0,1.55,0.0,,0.0,0.0,0.0,0.0,,0.0,0.38,,0.0,0.0,0.77,0.77,0.38,0.0,,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,,0.0,1.16,,,0.0,0.0,0.061,0.0,0.0,0.0,0.0,2.953,,127.0,0
1254,0.41,,,,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.07,,,0.0,0.41,0.0,0.0,7.05,0.0,2.48,0.0,,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.97,0.149,0.0,32.142,,,1
1255,0.0,0.0,0.0,0.0,0.0,0.76,,,,0.0,0.0,0.76,,,,0.0,0.0,0.0,1.53,0.0,0.76,0.0,0.0,,0.0,,0.76,0.0,0.0,0.0,,0.0,0.76,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,,0.0,0.0,0.133,0.133,,0.0,0.0,0.0,1.269,,33.0,0
1256,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,,,0.0,0.24,0.0,0.0,0.0,0.49,0.0,0.49,2.71,0.0,1.23,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.24,0.0,,0.0,0.0,,0.0,0.0,0.49,0.0,0.0,0.0,,,0.0,,,0.0,2.587,55.0,,0
1257,0.0,0.0,0.26,,0.0,0.0,,0.0,,1.05,,1.31,0.0,,0.0,0.0,0.0,0.0,0.26,0.0,0.26,,0.0,0.0,0.26,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.05,,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.26,0.0,0.439,0.0,0.0,0.0,0.0,2.724,50.0,,0
1258,1.18,0.39,0.59,0.0,0.0,0.98,0.19,0.19,1.38,,0.0,0.98,0.0,0.19,0.0,,0.0,0.0,2.56,0.39,,0.0,0.0,1.38,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.741,0.306,0.025,6.652,76.0,632.0,1
1259,0.09,0.09,1.14,0.0,0.38,0.0,0.0,0.09,0.0,0.19,,0.19,0.0,0.0,,0.66,0.0,0.0,1.52,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.38,0.0,0.0,0.0,0.0,0.0,0.044,0.059,0.0,0.591,0.0,0.0,3.28,,771.0,1
1260,,0.72,0.85,0.0,0.0,0.19,,0.33,0.72,0.46,0.72,0.79,0.19,1.05,0.06,0.59,0.19,0.33,3.5,0.06,,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,0.06,0.0,0.0,0.0,0.0,,0.0,0.101,0.101,,4.398,79.0,1280.0,1
1261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.84,0.0,0.0,,0.84,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.273,0.136,0.0,0.0,0.136,,28.0,150.0,0
1262,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.86,0.0,0.0,0.0,0.0,,0.0,1.73,0.0,0.86,0.0,0.0,0.0,,3.47,0.86,0.86,0.86,0.86,,0.86,0.0,0.86,0.86,,0.86,0.0,0.0,,0.0,0.0,0.86,0.0,0.86,0.0,0.0,0.0,0.0,0.267,0.133,0.133,0.0,0.0,2.607,13.0,73.0,0
1263,0.23,0.0,0.23,0.0,0.69,0.0,0.0,,,0.0,0.0,1.39,0.0,,0.0,0.0,,0.0,0.23,0.0,0.0,0.0,0.0,,,0.23,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,,0.0,,9.0,,0
1264,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.28,0.0,0.0,1.28,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.105,21.0,40.0,0
1265,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,,0.0,,,0.11,0.23,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.11,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.047,,0.0,,,0.0,2.351,28.0,508.0,0
1266,,0.08,,0.0,0.48,0.0,0.0,0.08,0.0,0.0,0.0,0.81,0.08,0.0,,0.0,,0.0,,0.0,0.4,0.0,0.0,0.0,1.38,0.0,0.0,0.0,,0.0,0.16,0.0,0.16,0.0,,0.0,0.08,0.0,,0.08,0.0,0.89,0.0,0.24,0.08,0.0,0.0,0.08,0.011,,,0.057,0.022,0.0,1.875,,542.0,0
1267,0.0,0.0,0.0,,0.48,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.48,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084,9.0,123.0,0
1268,0.0,0.0,0.88,0.0,0.88,0.0,0.0,0.0,,0.0,0.0,0.88,0.0,0.0,0.0,,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.935,0.0,,3.417,51.0,229.0,1
1269,0.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.6,0.0,0.0,0.0,0.0,0.0,,2.6,,,0.0,0.0,,,0.0,0.86,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,0.86,,0.14,,0.0,0.0,0.0,,6.0,,0
1270,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.6,7.0,16.0,0
1271,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.204,0.0,0.034,,0.0,2.588,15.0,277.0,1
