,i,j
3539,393,411
3540,393,551
3541,393,2383
3542,394,140
3543,394,1845
3544,394,2367
3545,395,35
3546,395,1508
3547,395,687
3548,395,796
3549,395,1913
3550,396,1533
3551,397,1214
3552,397,652
3553,397,656
3554,397,910
3555,397,994
3556,397,1907
3557,397,1983
3558,397,2295
3559,398,92
3560,398,1835
3561,398,1836
3562,398,2160
3563,399,1365
3564,399,555
3565,399,1858
3566,399,1986
3567,400,1707
3568,400,311
3569,401,231
3570,401,542
3571,401,779
3572,401,2073
3573,401,2186
3574,401,2199
3575,402,784
3576,402,858
3577,402,1104
3578,403,1514
3579,403,2030
3580,403,2031
3581,404,132
3582,404,1447
3583,404,1609
3584,404,147
3585,404,812
3586,404,860
3587,404,1959
3588,405,1457
3589,405,782
3590,405,983
3591,405,1120
3592,406,1645
3593,406,2351
3594,406,2353
3595,407,851
3596,407,1916
3597,408,272
3598,408,513
3599,409,1513
3600,410,139
3601,410,1307
3602,410,1374
3603,410,387
3604,410,1123
3605,410,2085
3606,411,33
3607,411,393
3608,411,551
3609,411,1034
3610,411,2376
3611,412,2130
3612,413,1288
3613,414,1218
3614,414,375
3615,415,535
3616,415,1740
3617,415,2415
3618,415,2597
3619,416,526
3620,417,2639
3621,418,598
3622,418,1042
3623,418,2065
3624,419,858
3625,420,1384
3626,420,1893
3627,421,1914
3628,421,2134
3629,421,2293
3630,422,807
3631,422,906
3632,423,1688
3633,424,1706
3634,424,308
3635,424,2383
3636,425,722
3637,426,1862
3638,427,17
3639,427,816
3640,427,2140
3641,428,1395
3642,428,826
3643,428,2063
3644,429,858
3645,429,2627
3646,430,1448
3647,430,1545
3648,430,2569
3649,431,933
3650,432,162
3651,433,1602
3652,433,383
3653,433,538
3654,434,94
3655,434,2356
3656,435,1519
3657,435,161
3658,435,354
3659,435,473
3660,435,1873
3661,436,1314
3662,436,567
3663,436,2515
3664,436,2530
3665,436,2641
3666,437,680
3667,437,804
3668,437,2096
3669,438,1686
3670,438,2027
3671,438,2230
3672,439,2173
3673,440,1829
3674,441,2517
3675,442,1924
3676,442,1952
3677,443,696
3678,444,2138
3679,445,572
3680,445,1012
3681,445,1911
3682,445,2388
3683,446,1966
3684,446,2623
3685,447,286
3686,448,195
3687,448,895
3688,448,1181
3689,448,1182
3690,449,1591
3691,450,93
3692,450,1505
3693,450,145
3694,451,1396
3695,451,858
3696,452,1585
3697,452,2546
3698,453,2565
3699,453,2566
3700,453,2567
3701,454,177
3702,454,612
3703,455,1243
3704,455,982
3705,455,1914
3706,456,1560
3707,456,2677
3708,457,252
3709,457,654
3710,457,858
3711,457,1057
3712,457,1185
3713,457,1757
3714,457,2083
3715,457,2167
3716,458,1374
3717,458,572
3718,458,1798
3719,459,2529
3720,460,284
3721,460,1776
3722,460,2650
3723,461,299
3724,461,1728
3725,461,2555
3726,461,2599
3727,462,562
3728,462,1165
3729,462,1806
3730,462,1807
3731,462,1808
3732,462,1809
3733,462,1810
3734,463,29
3735,463,43
3736,463,1271
3737,463,1326
3738,463,1443
3739,463,206
3740,463,305
3741,463,594
3742,463,641
3743,463,657
3744,463,917
3745,463,943
3746,463,1203
3747,463,1785
3748,463,2240
3749,463,2399
3750,463,2400
3751,463,2401
3752,463,2434
3753,464,1325
3754,464,234
3755,464,236
3756,464,465
3757,464,888
3758,464,2198
3759,465,339
3760,465,464
3761,465,1193
3762,465,2197
3763,466,1483
3764,467,2659
3765,468,1666
3766,468,1103
3767,468,1986
3768,469,204
3769,469,983
3770,469,1735
3771,469,1743
3772,469,2450
3773,470,16
3774,470,1432
3775,470,1534
3776,470,858
3777,470,2365
3778,471,107
3779,471,1150
3780,472,500
3781,472,2247
3782,472,2579
3783,472,2580
3784,473,115
3785,473,1244
3786,473,1320
3787,473,1345
3788,473,1374
3789,473,1522
3790,473,1698
3791,473,171
3792,473,182
3793,473,380
3794,473,435
3795,473,572
3796,473,642
3797,473,1083
3798,473,2016
3799,473,2019
3800,473,2153
3801,474,996
3802,475,2097
3803,476,498
3804,476,931
3805,477,781
3806,478,498
3807,478,858
3808,479,1592
3809,479,803
3810,479,1003
3811,479,1839
3812,479,1957
3813,479,2207
3814,480,121
3815,480,1657
3816,480,867
3817,480,1123
3818,481,659
3819,481,721
3820,482,591
3821,482,756
3822,482,958
3823,482,2175
3824,482,2176
3825,483,2130
3826,484,1611
3827,484,568
3828,484,2265
3829,485,260
3830,485,348
3831,485,573
3832,485,649
3833,485,858
3834,486,2697
3835,487,675
3836,488,368
3837,489,1007
3838,489,1145
3839,489,2285
3840,489,2436
3841,490,1378
3842,490,554
3843,490,1042
3844,491,1375
3845,492,1564
3846,492,1664
3847,493,202
3848,493,2155
3849,494,1647
3850,494,719
3851,494,829
3852,494,2309
3853,495,809
3854,495,1912
3855,495,2385
3856,496,1436
3857,496,1496
3858,496,635
3859,496,757
3860,496,2248
3861,496,2518
3862,497,1250
3863,497,1251
3864,497,1837
3865,498,476
3866,498,478
3867,498,603
3868,498,784
3869,498,931
3870,498,2365
3871,499,1414
3872,499,858
3873,500,1349
3874,500,472
3875,500,825
3876,500,2543
3877,501,12
3878,501,2662
3879,502,1209
3880,502,1690
3881,502,240
3882,502,1952
3883,502,2033
3884,502,2034
3885,503,1431
3886,503,1666
3887,503,873
3888,503,1187
3889,503,2607
3890,504,989
3891,504,1810
3892,505,1041
3893,506,234
3894,506,236
3895,506,802
3896,507,1594
3897,507,654
3898,507,1742
3899,507,2466
3900,508,916
3901,508,1922
3902,508,2059
3903,508,2575
3904,509,1374
3905,509,2096
3906,510,1511
3907,510,1966
3908,511,241
3909,511,331
3910,512,195
3911,512,836
3912,512,1181
3913,512,1182
3914,512,1797
3915,513,69
3916,513,1249
3917,513,1402
3918,513,1539
3919,513,1574
3920,513,1578
3921,513,1598
3922,513,336
3923,513,380
3924,513,408
3925,513,620
3926,513,793
3927,513,903
3928,513,964
3929,513,1021
3930,513,1083
3931,513,1125
3932,513,1144
3933,513,1161
3934,513,1175
3935,513,1729
3936,513,1840
3937,513,1841
3938,513,1842
3939,513,1843
3940,513,1844
3941,513,1845
3942,513,1846
3943,513,1847
3944,513,1848
3945,513,1849
3946,513,1850
3947,513,1851
3948,513,2045
3949,514,1058
3950,515,198
3951,515,568
3952,515,643
3953,515,885
3954,515,925
3955,515,952
3956,515,981
3957,515,1019
3958,515,1118
3959,515,1788
3960,515,1789
3961,515,2262
3962,515,2263
3963,516,4
3964,516,1629
3965,516,1663
3966,516,756
3967,516,2176
3968,517,1659
3969,517,975
3970,517,2472
3971,518,2378
3972,519,957
3973,520,1248
3974,520,1286
3975,520,2075
3976,520,2077
3977,520,2667
3978,521,2309
3979,522,132
3980,522,1447
3981,522,1609
3982,522,668
3983,522,776
3984,522,1961
3985,522,1962
3986,522,1963
3987,523,1201
3988,523,1986
3989,523,2568
3990,524,1693
3991,525,1441
3992,525,542
3993,526,416
3994,526,803
3995,526,2034
3996,526,2531
3997,527,2394
3998,528,161
3999,529,118
4000,529,2166
4001,530,359
4002,531,48
4003,531,288
4004,531,1952
4005,532,1655
4006,533,1241
4007,533,187
4008,533,2168
4009,534,221
4010,535,73
4011,535,415
4012,535,933
4013,535,986
4014,535,1740
4015,535,1801
4016,535,1833
4017,536,2562
4018,537,1471
4019,537,2447
4020,537,2654
4021,538,1633
4022,538,433
4023,538,858
4024,538,2503
4025,539,1504
4026,539,327
4027,539,385
4028,540,669
4029,540,817
4030,540,858
4031,540,1765
4032,541,1677
4033,541,743
4034,541,858
4035,541,966
4036,541,2390
4037,541,2448
4038,542,6
4039,542,74
4040,542,1441
4041,542,1553
4042,542,1692
4043,542,401
4044,542,525
4045,542,547
4046,542,618
4047,542,625
4048,542,698
4049,542,981
4050,542,1017
4051,542,1128
4052,542,1925
4053,542,1926
4054,542,2051
4055,542,2052
4056,542,2054
4057,542,2055
4058,542,2073
4059,542,2198
4060,542,2333
4061,543,21
4062,543,2309
4063,544,213
4064,545,109
4065,545,1374
4066,545,161
4067,545,1071
4068,545,1773
4069,546,91
4070,546,1010
4071,546,2336
4072,546,2387
4073,546,2587
4074,547,542
4075,547,1088
4076,547,2333
4077,548,1530
4078,549,366
4079,549,932
4080,549,1894
4081,549,2610
4082,550,1262
4083,550,581
4084,550,730
4085,550,820
4086,550,842
4087,550,880
4088,550,1069
4089,550,1134
4090,550,2563
4091,550,2564
4092,551,33
4093,551,1510
4094,551,393
4095,551,411
4096,551,2122
4097,551,2383
4098,552,1201
4099,553,1297
4100,553,905
4101,554,490
4102,554,599
4103,554,932
4104,554,1077
4105,554,1105
4106,554,1950
4107,555,399
4108,555,1077
4109,556,1235
4110,556,2482
4111,557,2409
4112,558,695
4113,559,1100
4114,560,941
4115,561,283
4116,561,696
4117,561,2376
4118,562,233
4119,562,462
4120,562,692
4121,562,1810
4122,563,1462
4123,563,1645
4124,563,1018
4125,564,1462
4126,564,2351
4127,564,2352
4128,565,85
4129,565,104
4130,565,1469
4131,565,364
4132,565,596
4133,565,1199
4134,565,2211
4135,566,1074
4136,567,59
4137,567,1238
4138,567,436
4139,567,716
4140,567,1830
4141,567,2307
4142,567,2448
4143,568,310
4144,568,484
4145,568,515
4146,569,1307
4147,570,228
4148,570,572
4149,570,667
4150,570,858
4151,570,970
4152,570,1725
4153,570,1829
4154,571,635
4155,571,757
4156,571,2248
4157,571,2671
4158,572,20
4159,572,1257
4160,572,1304
4161,572,1312
4162,572,1374
4163,572,1410
4164,572,1485
4165,572,273
4166,572,445
4167,572,458
4168,572,473
4169,572,570
4170,572,762
4171,572,858
4172,572,978
4173,572,983
4174,572,1005
4175,572,1725
4176,572,1733
4177,572,1740
4178,572,1784
4179,572,1797
4180,572,1798
4181,572,1799
4182,572,1800
4183,572,1801
4184,572,1802
4185,572,1803
4186,572,1804
4187,572,1805
4188,573,1384
4189,573,485
4190,573,2163
4191,574,1001
4192,574,1175
4193,574,1176
4194,575,624
4195,575,1201
4196,576,116
4197,577,1457
4198,577,983
4199,577,2113
4200,577,2450
4201,578,1659
4202,579,55
4203,579,1278
4204,579,718
4205,579,1914
4206,580,61
4207,580,1217
4208,580,197
4209,580,238
4210,580,271
4211,580,2162
4212,580,2344
4213,581,550
4214,581,2563
4215,582,1034
4216,582,2386
4217,583,1389
4218,583,732
4219,583,950
4220,583,2114
4221,584,713
4222,585,921
4223,585,2109
4224,585,2110
4225,585,2394
4226,586,169
4227,586,624
4228,586,2247
4229,586,2579
4230,587,89
4231,587,2434
4232,588,241
4233,588,589
4234,589,1467
4235,589,588
4236,589,1052
4237,589,2086
4238,590,15
4239,590,140
4240,590,593
4241,590,647
4242,590,771
4243,590,1098
4244,590,2367
4245,591,482
4246,591,756
4247,591,2176
4248,592,606
4249,592,671
4250,592,2501
4251,593,15
4252,593,1667
4253,593,590
4254,593,771
4255,593,1098
4256,593,2367
4257,594,89
4258,594,1326
4259,594,463
4260,594,869
4261,594,943
4262,594,1153
4263,595,1298
4264,595,1366
4265,595,825
4266,595,1810
4267,595,1986
4268,595,2613
4269,596,1465
4270,596,1469
4271,596,1479
4272,596,565
4273,596,1133
4274,597,1538
4275,597,354
4276,597,357
4277,597,615
4278,597,1869
4279,598,418
4280,598,977
4281,598,2066
4282,598,2067
4283,599,554
4284,599,1077
4285,599,1107
4286,600,1666
4287,600,1201
4288,601,1442
4289,601,1577
4290,601,742
4291,601,2146
4292,601,2148
4293,602,1583
4294,602,707
4295,602,2290
4296,602,2464
4297,602,2465
4298,603,53
4299,603,72
4300,603,1331
4301,603,248
4302,603,296
4303,603,498
4304,603,623
4305,603,784
4306,603,858
4307,603,980
4308,603,1020
4309,603,1718
4310,603,1748
4311,603,1760
4312,603,1886
4313,603,1887
4314,603,1888
4315,604,1665
4316,604,225
4317,604,2264
4318,605,1646
4319,606,592
4320,606,1874
4321,606,2501
4322,607,1666
4323,607,1673
4324,607,1810
4325,607,2243
4326,607,2379
4327,608,1458
4328,609,1033
4329,609,2671
4330,609,2674
4331,609,2675
4332,610,620
4333,610,724
4334,610,2025
4335,610,2295
4336,611,619
4337,611,773
4338,611,2125
4339,611,2126
4340,611,2129
4341,612,454
4342,613,107
4343,613,1150
4344,614,1717
4345,614,2560
4346,615,1271
4347,615,1538
4348,615,1661
4349,615,309
4350,615,597
4351,615,1029
4352,615,2276
4353,616,1636
4354,616,723
4355,617,80
4356,617,1502
4357,617,1128
4358,617,2499
4359,618,74
4360,618,542
4361,618,916
4362,618,2155
4363,619,370
4364,619,611
4365,619,735
4366,619,773
4367,619,962
4368,619,1163
4369,619,1197
4370,619,2124
4371,619,2125
4372,619,2126
4373,619,2127
4374,619,2128
4375,619,2129
4376,620,513
4377,620,610
4378,620,1083
4379,620,2025
4380,620,2194
4381,621,335
4382,621,631
4383,621,910
4384,621,1155
4385,621,1810
4386,621,2136
4387,622,1526
4388,623,603
4389,623,858
4390,624,169
4391,624,575
4392,624,586
4393,625,542
4394,625,2332
4395,626,1823
4396,627,1621
4397,627,245
4398,627,1083
4399,627,1986
4400,628,941
4401,628,1954
4402,628,2275
4403,629,1645
4404,629,1018
4405,629,2351
4406,629,2352
4407,629,2353
4408,630,333
4409,630,2495
4410,631,1310
4411,631,1504
4412,631,1558
4413,631,1578
4414,631,336
4415,631,338
4416,631,621
4417,631,633
4418,631,715
4419,631,724
4420,631,1000
4421,631,1038
4422,631,1155
4423,631,1909
4424,631,1930
4425,631,2155
4426,631,2185
4427,631,2280
4428,631,2281
4429,631,2282
4430,631,2283
4431,632,1379
4432,633,631
4433,633,1000
4434,633,1038
4435,633,2185
4436,634,1647
4437,634,335
4438,634,2296
4439,635,496
4440,635,571
4441,635,757
4442,635,2248
4443,635,2518
4444,635,2671
4445,635,2678
4446,636,73
4447,636,689
4448,636,2359
4449,636,2554
4450,637,225
4451,638,82
4452,638,2248
4453,638,2250
4454,639,52
4455,639,1128
4456,639,2054
4457,639,2182
4458,640,1544
4459,641,463
4460,641,2294
4461,642,473
4462,642,2326
4463,643,283
4464,643,515
4465,643,1118
4466,643,2155
4467,643,2262
4468,643,2376
4469,644,745
4470,644,1123
4471,645,248
4472,645,669
4473,645,858
4474,646,36
4475,646,1005
4476,646,1006
4477,646,2254
4478,647,1463
4479,647,265
4480,647,590
4481,647,1098
4482,647,1865
4483,647,2367
4484,647,2371
4485,648,817
4486,648,1747
4487,648,2220
4488,648,2221
4489,649,485
4490,649,858
4491,649,1894
4492,649,1986
4493,650,743
4494,651,2570
4495,651,2700
4496,652,397
4497,652,1927
4498,652,2155
4499,652,2416
4500,653,1326
4501,653,901
4502,654,1291
4503,654,1425
4504,654,244
4505,654,457
4506,654,507
4507,654,858
4508,654,1714
4509,654,1715
4510,654,1742
4511,654,2514
4512,654,2515
4513,655,381
4514,655,729
4515,656,55
4516,656,65
4517,656,271
4518,656,397
4519,657,89
4520,657,463
4521,657,2240
4522,657,2463
4523,658,121
4524,658,1370
4525,658,1374
4526,658,1657
4527,658,314
4528,658,1135
4529,658,2251
4530,658,2252
4531,658,2382
4532,659,229
4533,659,481
4534,659,2534
4535,660,38
4536,660,1469
4537,660,233
4538,660,294
4539,660,363
4540,660,2268
4541,661,110
4542,662,1313
4543,662,1010
4544,663,902
4545,663,2132
4546,664,787
4547,665,1213
4548,665,1605
4549,665,1093
4550,666,1986
4551,666,2582
4552,667,143
4553,667,570
4554,668,522
4555,668,1955
4556,669,111
4557,669,1256
4558,669,1369
4559,669,1507
4560,669,1592
4561,669,1620
4562,669,1696
4563,669,189
4564,669,248
4565,669,323
4566,669,353
4567,669,540
4568,669,645
4569,669,858
4570,669,1714
4571,669,1719
4572,669,1720
4573,669,1731
4574,669,1734
4575,669,1737
4576,669,2220
4577,669,2476
4578,669,2492
4579,670,1472
4580,670,976
4581,671,1578
4582,671,149
4583,671,181
4584,671,187
4585,671,592
4586,671,795
4587,671,855
4588,671,1855
4589,671,1909
4590,671,2359
4591,672,1372
4592,672,1535
4593,673,1270
4594,673,1421
4595,673,750
4596,674,88
4597,674,1230
4598,674,1483
4599,674,315
4600,674,1912
4601,674,2394
4602,675,487
4603,675,2359
4604,676,1363
4605,676,1575
4606,676,377
4607,676,1042
4608,676,1935
4609,677,1363
4610,677,377
4611,677,1042
4612,677,1935
4613,678,1029
4614,678,1908
4615,678,1984
4616,678,2350
4617,679,1478
4618,679,1955
4619,680,1573
4620,680,437
4621,680,804
4622,681,1542
4623,682,1540
4624,682,1627
4625,682,683
4626,682,1079
4627,683,1540
4628,683,682
4629,683,854
4630,683,1079
4631,683,1824
4632,683,1825
4633,684,690
4634,684,2100
4635,685,1346
4636,685,960
4637,685,1992
4638,685,2349
4639,685,2358
4640,685,2589
4641,685,2590
4642,686,2535
4643,686,2574
4644,687,395
4645,687,688
4646,688,687
4647,689,73
4648,689,1626
4649,689,636
4650,689,858
4651,689,2359
4652,690,37
4653,690,684
4654,690,887
4655,691,1058
4656,691,2241
4657,691,2339
4658,692,233
4659,692,562
4660,692,1121
4661,693,1374
4662,693,1205
4663,694,1436
4664,694,866
4665,694,2670
4666,695,1338
4667,695,1347
4668,695,368
4669,695,558
4670,696,443
4671,696,561
4672,696,867
4673,696,1124
4674,696,2300
4675,697,1791
4676,697,1998
4677,698,542
4678,699,359
4679,699,381
4680,699,714
4681,699,1066
4682,699,1099
4683,699,1716
4684,700,1002
4685,700,2207
4686,700,2414
4687,701,1525
4688,701,2214
4689,701,2533
4690,702,928
4691,702,1010
4692,702,2336
4693,702,2376
4694,702,2524
4695,703,1450
4696,703,1492
4697,703,1529
4698,703,715
4699,703,910
4700,703,1842
4701,703,2155
4702,704,251
4703,704,830
4704,704,1102
4705,704,1838
4706,704,1839
4707,705,1387
4708,705,858
4709,705,1761
4710,706,757
4711,706,2671
4712,707,602
4713,707,2290
4714,707,2464
4715,708,1255
4716,709,64
4717,709,858
4718,709,1737
4719,710,1148
4720,711,1322
4721,711,1575
4722,712,1201
4723,713,1675
4724,713,584
4725,713,790
4726,714,73
4727,714,1405
4728,714,699
4729,714,999
4730,714,1716
4731,714,1745
4732,715,1338
4733,715,631
4734,715,703
4735,715,1894
4736,716,1594
4737,716,567
4738,716,2446
4739,716,2503
4740,717,1298
4741,717,1464
4742,718,1654
4743,718,579
4744,718,1927
4745,718,2116
4746,719,45
4747,719,78
4748,719,494
4749,720,1307
4750,721,229
4751,721,481
4752,721,1077
4753,721,1107
4754,721,1949
4755,722,425
4756,722,724
4757,723,1636
4758,723,616
4759,724,1654
4760,724,182
4761,724,278
4762,724,279
4763,724,610
4764,724,631
4765,724,722
4766,724,791
4767,724,841
4768,724,870
4769,724,1025
4770,724,1026
4771,724,1083
4772,724,1087
4773,724,1160
4774,724,1732
4775,724,1848
4776,724,1851
4777,724,1919
4778,724,1975
4779,724,2151
4780,724,2152
4781,724,2153
4782,724,2154
4783,724,2155
4784,724,2156
4785,725,950
4786,725,2579
4787,726,307
4788,726,1955
4789,726,1956
4790,726,2528
4791,727,769
4792,728,1254
4793,728,1036
4794,728,2580
4795,729,157
4796,729,367
4797,729,371
4798,729,655
4799,729,754
4800,729,808
4801,729,858
4802,729,884
4803,729,1006
4804,729,1127
4805,729,1749
4806,729,2439
4807,729,2440
4808,729,2441
4809,729,2442
4810,730,550
4811,730,842
4812,731,153
4813,732,1692
4814,732,583
4815,733,2433
4816,734,22
4817,734,1202
4818,734,1203
4819,734,1966
4820,735,619
4821,735,962
4822,735,2126
4823,735,2577
4824,736,2479
4825,737,235
4826,737,239
4827,737,1958
4828,738,1222
4829,738,858
4830,739,243
4831,739,2027
4832,739,2611
4833,740,1326
4834,740,206
4835,740,289
4836,740,943
4837,740,1202
4838,740,2237
4839,741,1378
4840,741,1201
4841,741,1950
4842,742,601
4843,742,2146
4844,742,2148
4845,743,541
4846,743,650
4847,743,858
4848,744,1561
4849,745,1374
4850,745,1610
4851,745,644
4852,745,1770
4853,745,2080
4854,746,357
4855,747,1179
4856,748,1671
4857,748,1151
4858,748,2045
4859,749,983
4860,749,2556
4861,749,2558
4862,750,1270
4863,750,1396
4864,750,150
4865,750,673
4866,750,2507
4867,751,102
4868,751,1374
4869,751,1573
4870,751,948
4871,751,1123
4872,752,367
4873,752,2656
4874,753,1370
4875,753,1376
4876,754,157
4877,754,729
4878,754,808
4879,755,1266
4880,755,2248
4881,756,4
4882,756,1663
4883,756,482
4884,756,516
4885,756,591
4886,756,1761
4887,756,2175
4888,756,2176
4889,757,1496
4890,757,1560
4891,757,188
4892,757,496
4893,757,571
4894,757,635
4895,757,706
4896,757,2248
4897,757,2249
4898,757,2518
4899,757,2538
4900,757,2671
4901,757,2673
4902,757,2677
4903,757,2678
4904,757,2679
4905,758,1520
4906,758,1573
4907,758,144
4908,759,1424
4909,759,2342
4910,760,1059
4911,760,2250
4912,761,2130
4913,762,110
4914,762,1257
4915,762,1632
4916,762,1635
4917,762,572
4918,762,1009
4919,763,907
4920,764,1316
4921,764,1511
4922,764,1031
4923,765,1445
4924,765,233
4925,765,2291
4926,766,1323
4927,766,1029
4928,766,1984
4929,767,145
4930,767,147
4931,767,1824
4932,768,1230
4933,768,1929
4934,768,2309
4935,769,237
4936,769,253
4937,769,390
4938,769,727
4939,769,814
4940,769,1130
4941,769,1880
4942,769,2227
4943,770,1122
4944,770,2034
4945,771,15
4946,771,1667
4947,771,590
4948,771,593
4949,771,2367
4950,772,1378
4951,772,1945
4952,772,1947
4953,772,1950
4954,773,222
4955,773,611
4956,773,619
4957,773,2034
4958,773,2124
4959,773,2125
4960,773,2126
4961,773,2129
4962,774,1307
4963,775,1473
4964,775,968
4965,776,1526
4966,776,522
4967,776,1962
4968,777,255
4969,778,2268
4970,778,2305
4971,778,2306
4972,779,231
4973,779,401
4974,779,2186
4975,779,2203
4976,780,1517
4977,780,2612
4978,781,477
4979,781,858
4980,781,1746
4981,781,1748
4982,782,184
4983,782,241
4984,782,405
4985,782,783
4986,782,983
4987,782,1735
4988,782,1776
4989,782,2324
4990,783,782
4991,783,1776
4992,783,2324
4993,784,257
4994,784,402
4995,784,498
4996,784,603
4997,784,858
4998,784,1104
4999,784,2450
5000,785,211
5001,785,2182
5002,786,1606
5003,787,59
5004,787,1549
5005,787,664
5006,787,858
5007,788,88
5008,788,809
5009,789,1122
5010,789,1205
5011,790,1280
5012,790,713
5013,790,2258
5014,791,724
5015,791,1160
5016,791,2154
5017,792,189
5018,792,817
5019,792,858
5020,793,65
5021,793,513
5022,793,2418
5023,794,1420
5024,794,233
5025,795,671
5026,795,1987
5027,796,35
5028,796,1508
5029,796,228
5030,796,395
5031,796,1910
5032,796,1911
5033,796,1912
5034,796,1913
5035,797,1384
5036,797,1666
5037,797,266
5038,798,2703
5039,799,1666
5040,799,1201
5041,799,1810
5042,800,1319
5043,800,1575
5044,800,312
5045,800,377
5046,800,1042
5047,800,1933
5048,800,1940
5049,800,1941
5050,800,2508
5051,801,25
5052,801,1666
5053,801,815
5054,801,816
5055,801,1042
5056,801,2140
5057,802,506
5058,803,95
5059,803,246
5060,803,479
5061,803,526
5062,803,2163
5063,804,1573
5064,804,437
5065,804,680
5066,805,1534
5067,805,858
5068,806,1432
5069,806,817
5070,807,302
5071,807,304
5072,807,422
5073,807,944
5074,807,2536
5075,808,729
5076,808,754
5077,808,1127
5078,809,61
5079,809,88
5080,809,1483
5081,809,1558
5082,809,351
5083,809,495
5084,809,788
5085,809,838
5086,809,1125
5087,809,1177
5088,809,1741
5089,809,1882
5090,809,2015
5091,809,2102
5092,809,2103
5093,809,2178
5094,810,2692
5095,811,1536
5096,811,812
5097,811,813
5098,811,2080
5099,812,404
5100,812,811
5101,812,813
5102,813,1536
5103,813,1641
5104,813,811
5105,813,812
5106,813,2407
5107,814,1582
5108,814,390
5109,814,769
5110,815,17
5111,815,801
5112,816,17
5113,816,427
5114,816,801
5115,816,1179
5116,817,189
5117,817,296
5118,817,540
5119,817,648
5120,817,792
5121,817,806
5122,817,1719
5123,817,1720
5124,817,1739
5125,817,2220
5126,817,2221
5127,818,12
5128,818,2661
5129,818,2662
5130,819,1254
5131,819,2034
5132,820,550
5133,820,849
5134,820,991
5135,820,2684
5136,821,2501
5137,822,63
5138,822,2265
5139,823,1201
5140,824,2035
5141,824,2265
5142,825,1366
5143,825,1395
5144,825,500
5145,825,595
5146,825,2063
5147,825,2247
5148,826,428
5149,826,2063
5150,827,1563
5151,827,828
5152,827,2161
5153,828,1563
5154,828,827
5155,828,2160
5156,829,78
5157,829,233
5158,829,494
5159,830,704
5160,830,1837
5161,830,2068
5162,831,1378
5163,831,1076
5164,831,1810
5165,832,1504
5166,832,1689
5167,832,2024
5168,833,249
5169,833,1973
5170,833,2195
5171,833,2312
5172,834,1042
5173,834,1077
5174,834,1201
5175,834,1941
5176,834,1950
5177,835,1856
5178,835,2087
5179,835,2090
5180,836,86
5181,836,195
5182,836,512
5183,836,952
5184,836,1797
5185,836,2032
5186,836,2033
5187,836,2034
5188,837,109
5189,837,1631
5190,837,1201
5191,837,2045
5192,838,809
5193,838,1912
5194,838,2385
5195,839,1222
5196,839,858
5197,839,1753
5198,840,372
5199,840,913
5200,840,1042
5201,840,1943
5202,841,368
5203,841,724
5204,841,2425
5205,842,550
5206,842,730
5207,843,118
5208,843,1323
5209,843,336
5210,843,1007
5211,843,1145
5212,843,2165
5213,843,2316
5214,844,25
5215,844,224
5216,844,315
5217,844,1928
5218,844,2315
5219,845,1270
5220,845,1421
5221,846,109
5222,846,1374
5223,846,1587
5224,846,1170
5225,847,1349
5226,847,1997
5227,848,1286
5228,848,1810
5229,848,2163
5230,848,2605
5231,849,39
5232,849,820
5233,849,1134
5234,849,2684
5235,850,943
5236,851,69
5237,851,1330
5238,851,1672
5239,851,407
5240,851,862
5241,851,1035
5242,851,1092
5243,851,1972
5244,851,2134
5245,851,2282
5246,852,1574
5247,853,97
5248,853,161
5249,854,1439
5250,854,1468
5251,854,683
5252,854,2270
5253,855,671
5254,855,1957
5255,856,1113
5256,857,2025
5257,857,2170
5258,858,30
5259,858,34
5260,858,53
5261,858,59
5262,858,68
5263,858,72
5264,858,73
5265,858,90
5266,858,101
5267,858,111
5268,858,1222
5269,858,1223
5270,858,1224
5271,858,1238
5272,858,1241
5273,858,1242
5274,858,1296
5275,858,1312
5276,858,1314
5277,858,1357
5278,858,1394
5279,858,1401
5280,858,1405
5281,858,1409
5282,858,1414
5283,858,1425
5284,858,1432
5285,858,1534
5286,858,1557
5287,858,1569
5288,858,1592
5289,858,1620
5290,858,1648
5291,858,1677
5292,858,1681
5293,858,1684
5294,858,1694
5295,858,145
5296,858,184
5297,858,186
5298,858,187
5299,858,189
5300,858,208
5301,858,244
5302,858,248
5303,858,254
5304,858,257
5305,858,258
5306,858,264
5307,858,296
5308,858,297
5309,858,319
5310,858,323
5311,858,331
5312,858,353
5313,858,373
5314,858,376
5315,858,382
5316,858,402
5317,858,419
5318,858,429
5319,858,451
5320,858,457
5321,858,470
5322,858,478
5323,858,485
5324,858,499
5325,858,538
5326,858,540
5327,858,541
5328,858,570
5329,858,572
5330,858,603
5331,858,623
5332,858,645
5333,858,649
5334,858,654
5335,858,669
5336,858,689
5337,858,705
5338,858,709
5339,858,729
5340,858,738
5341,858,743
5342,858,781
5343,858,784
5344,858,787
5345,858,792
5346,858,805
5347,858,839
5348,858,884
5349,858,889
5350,858,944
5351,858,971
5352,858,980
5353,858,983
5354,858,992
5355,858,999
5356,858,1016
5357,858,1046
5358,858,1050
5359,858,1062
5360,858,1065
5361,858,1068
5362,858,1099
5363,858,1104
5364,858,1120
5365,858,1146
5366,858,1708
5367,858,1709
5368,858,1710
5369,858,1711
5370,858,1712
5371,858,1713
5372,858,1714
5373,858,1715
5374,858,1716
5375,858,1717
5376,858,1718
5377,858,1719
5378,858,1720
5379,858,1721
5380,858,1722
5381,858,1723
5382,858,1724
