,i,j
3583,778,2038
3584,779,2639
3585,779,2640
3586,780,421
3587,781,657
3588,781,1443
3589,781,1726
3590,781,1734
3591,782,644
3592,782,2396
3593,783,870
3594,784,812
3595,785,1023
3596,786,911
3597,786,1043
3598,786,2381
3599,786,2800
3600,786,3290
3601,787,1558
3602,787,2950
3603,788,1148
3604,789,1881
3605,790,27
3606,790,59
3607,790,2014
3608,790,395
3609,790,714
3610,790,730
3611,790,1523
3612,790,2792
3613,791,776
3614,792,1311
3615,793,173
3616,793,3265
3617,794,168
3618,795,475
3619,796,1987
3620,796,2113
3621,796,233
3622,796,272
3623,796,1085
3624,797,1982
3625,797,2408
3626,798,1886
3627,798,1592
3628,799,2421
3629,800,75
3630,801,2151
3631,801,465
3632,801,2785
3633,801,2786
3634,802,522
3635,802,771
3636,802,961
3637,802,2613
3638,803,3055
3639,804,352
3640,805,3030
3641,806,3187
3642,806,3188
3643,807,1365
3644,807,1612
3645,808,1269
3646,808,2692
3647,809,572
3648,810,3132
3649,810,3226
3650,811,170
3651,811,2331
3652,811,2619
3653,812,784
3654,813,962
3655,813,2720
3656,813,3251
3657,814,3101
3658,815,498
3659,816,2319
3660,816,3024
3661,817,728
3662,818,124
3663,819,1924
3664,819,1103
3665,819,1270
3666,819,1737
3667,820,1659
3668,820,2641
3669,821,1946
3670,821,267
3671,821,3234
3672,821,3235
3673,822,96
3674,822,1839
3675,824,910
3676,824,949
3677,824,1062
3678,824,2826
3679,824,2827
3680,825,101
3681,826,428
3682,826,908
3683,826,1120
3684,826,1745
3685,826,2350
3686,826,2415
3687,827,1664
3688,828,753
3689,828,3169
3690,829,1839
3691,830,2272
3692,830,364
3693,830,1199
3694,830,2384
3695,830,2386
3696,831,272
3697,831,1642
3698,832,2788
3699,833,1379
3700,833,2606
3701,833,2722
3702,834,1863
3703,834,222
3704,835,2118
3705,835,2124
3706,835,124
3707,835,365
3708,835,2590
3709,835,2624
3710,836,1181
3711,837,559
3712,838,19
3713,839,2769
3714,840,101
3715,840,580
3716,840,2865
3717,841,2116
3718,841,1425
3719,841,3158
3720,842,2411
3721,843,2010
3722,843,922
3723,843,927
3724,843,1443
3725,843,2413
3726,843,2792
3727,843,2839
3728,844,1618
3729,845,1392
3730,846,364
3731,846,2871
3732,846,2884
3733,847,199
3734,848,580
3735,848,1074
3736,848,1776
3737,849,1249
3738,849,2541
3739,849,3136
3740,850,1854
3741,850,899
3742,851,387
3743,851,1144
3744,851,1621
3745,852,1329
3746,852,2426
3747,853,2910
3748,854,2822
3749,855,2876
3750,855,2993
3751,856,1262
3752,857,12
3753,857,1857
3754,857,294
3755,857,339
3756,857,541
3757,858,2929
3758,859,1674
3759,861,1995
3760,862,2175
3761,862,2193
3762,862,2216
3763,863,672
3764,863,1322
3765,863,2525
3766,864,2114
3767,864,1684
3768,864,1740
3769,865,1004
3770,865,1433
3771,866,106
3772,866,2268
3773,866,216
3774,866,376
3775,866,558
3776,866,680
3777,866,683
3778,866,1588
3779,866,2592
3780,866,2593
3781,867,2957
3782,868,2013
3783,869,2078
3784,869,1481
3785,869,3078
3786,870,783
3787,871,1462
3788,872,1341
3789,873,1385
3790,873,1448
3791,874,1578
3792,876,275
3793,877,938
3794,878,2917
3795,879,377
3796,879,655
3797,879,1323
3798,879,2368
3799,879,2390
3800,879,2456
3801,880,242
3802,880,916
3803,881,1346
3804,881,2337
3805,881,1814
3806,882,2034
3807,882,3047
3808,883,83
3809,883,2222
3810,884,2790
3811,884,3060
3812,885,2466
3813,886,1135
3814,887,2289
3815,888,47
3816,889,3051
3817,890,731
3818,890,1673
3819,891,301
3820,891,2767
3821,892,1929
3822,892,2646
3823,892,2867
3824,892,1820
3825,893,1221
3826,894,2197
3827,895,544
3828,895,2338
3829,895,2871
3830,895,2876
3831,895,2993
3832,896,644
3833,896,2396
3834,897,285
3835,898,347
3836,898,929
3837,898,1610
3838,898,2441
3839,899,850
3840,899,929
3841,899,1087
3842,899,1166
3843,899,1724
3844,899,2441
3845,899,2687
3846,900,589
3847,900,1444
3848,901,911
3849,901,2800
3850,902,1743
3851,903,1478
3852,904,649
3853,905,461
3854,906,98
3855,907,1902
3856,908,826
3857,909,2749
3858,910,2007
3859,910,2118
3860,910,2286
3861,910,2289
3862,910,824
3863,910,1031
3864,910,2360
3865,910,2824
3866,910,2825
3867,910,3297
3868,911,2081
3869,911,786
3870,911,901
3871,911,1226
3872,911,1567
3873,911,2381
3874,911,2382
3875,911,2383
3876,912,39
3877,912,3145
3878,913,287
3879,914,1948
3880,914,2109
3881,914,922
3882,914,2871
3883,915,1168
3884,915,1335
3885,916,58
3886,916,240
3887,916,880
3888,917,1980
3889,917,1258
3890,917,1717
3891,917,2657
3892,918,1992
3893,919,114
3894,919,1198
3895,919,2354
3896,919,2404
3897,920,257
3898,921,492
3899,922,16
3900,922,27
3901,922,29
3902,922,30
3903,922,51
3904,922,59
3905,922,1844
3906,922,1888
3907,922,1927
3908,922,1953
3909,922,1996
3910,922,2010
3911,922,2021
3912,922,2160
3913,922,2199
3914,922,2202
3915,922,2234
3916,922,2235
3917,922,2256
3918,922,2292
3919,922,2293
3920,922,2323
3921,922,133
3922,922,275
3923,922,299
3924,922,307
3925,922,335
3926,922,387
3927,922,441
3928,922,462
3929,922,465
3930,922,468
3931,922,478
3932,922,509
3933,922,513
3934,922,515
3935,922,534
3936,922,571
3937,922,617
3938,922,657
3939,922,719
3940,922,738
3941,922,751
3942,922,773
3943,922,843
3944,922,914
3945,922,970
3946,922,1082
3947,922,1090
3948,922,1107
3949,922,1130
3950,922,1144
3951,922,1158
3952,922,1163
3953,922,1224
3954,922,1334
3955,922,1521
3956,922,1523
3957,922,1547
3958,922,1553
3959,922,1564
3960,922,1615
3961,922,1616
3962,922,1639
3963,922,1681
3964,922,1730
3965,922,1734
3966,922,1744
3967,922,1754
3968,922,1757
3969,922,2411
3970,922,2413
3971,922,2449
3972,922,2458
3973,922,2489
3974,922,2503
3975,922,2597
3976,922,2634
3977,922,2661
3978,922,2662
3979,922,2663
3980,922,2675
3981,922,2676
3982,922,2680
3983,922,2693
3984,922,2793
3985,922,2794
3986,922,2795
3987,922,2830
3988,922,2831
3989,922,2832
3990,922,2833
3991,922,2834
3992,922,2835
3993,922,2836
3994,922,2837
3995,922,2838
3996,922,2839
3997,922,2840
3998,923,2078
3999,923,1559
4000,924,209
4001,924,264
4002,925,419
4003,926,533
4004,926,3160
4005,927,843
4006,927,2935
4007,928,1384
4008,928,3046
4009,929,43
4010,929,1851
4011,929,1859
4012,929,597
4013,929,630
4014,929,898
4015,929,899
4016,929,1125
4017,929,1259
4018,929,1353
4019,929,1489
4020,929,1610
4021,929,1647
4022,929,2346
4023,929,2434
4024,929,2435
4025,929,2436
4026,929,2533
4027,930,389
4028,930,1473
4029,931,3
4030,931,64
4031,931,737
4032,932,660
4033,933,3071
4034,933,3072
4035,934,101
4036,934,1911
4037,935,2274
4038,935,1354
4039,935,2740
4040,935,2741
4041,935,2908
4042,936,401
4043,936,1310
4044,937,312
4045,937,1759
4046,938,2164
4047,938,877
4048,939,1854
4049,939,2135
4050,939,161
4051,939,2638
4052,939,2650
4053,940,453
4054,940,1624
4055,940,2747
4056,940,3043
4057,941,1262
4058,941,2615
4059,941,2681
4060,942,2451
4061,943,61
4062,943,1513
4063,944,1918
4064,945,1520
4065,945,2416
4066,946,251
4067,946,1074
4068,947,28
4069,947,2302
4070,947,141
4071,947,251
4072,947,2572
4073,947,2821
4074,948,1471
4075,948,2368
4076,948,2749
4077,949,647
4078,949,824
4079,949,2618
4080,950,1005
4081,951,19
4082,951,3309
4083,952,2052
4084,953,1905
4085,953,1125
4086,953,1375
4087,954,109
4088,955,1849
4089,955,2745
4090,956,1688
4091,956,2705
4092,957,2088
4093,957,1656
4094,957,2656
4095,957,2964
4096,957,2965
4097,958,2981
4098,959,341
4099,960,129
4100,960,237
4101,961,456
4102,961,522
4103,961,771
4104,961,802
4105,961,1715
4106,961,2613
4107,961,2928
4108,962,813
4109,962,1539
4110,962,3251
4111,963,2715
4112,964,2248
4113,964,1051
4114,965,2842
4115,966,1993
4116,967,597
4117,968,1367
4118,968,2365
4119,969,420
4120,969,1663
4121,970,133
4122,970,922
4123,971,2310
4124,971,182
4125,971,209
4126,971,591
4127,971,2507
4128,971,2871
4129,971,2963
4130,971,3135
4131,972,170
4132,972,1313
4133,972,1710
4134,972,2658
4135,972,3054
4136,973,2175
4137,973,712
4138,973,2973
4139,974,70
4140,974,491
4141,975,3268
4142,976,2667
4143,977,2248
4144,977,2271
4145,978,2176
4146,978,2280
4147,980,2010
4148,980,612
4149,980,714
4150,980,2726
4151,980,2792
4152,981,160
4153,982,1925
4154,983,1295
4155,983,1321
4156,984,405
4157,984,1420
4158,984,1563
4159,984,1613
4160,984,2922
4161,985,221
4162,985,635
4163,986,1364
4164,987,991
4165,987,1638
4166,988,86
4167,989,1305
4168,990,1533
4169,991,166
4170,991,987
4171,991,1267
4172,991,1560
4173,992,1125
4174,992,2577
4175,993,13
4176,993,523
4177,993,667
4178,993,1394
4179,993,1687
4180,993,2723
4181,994,1739
4182,995,1429
4183,996,383
4184,997,2351
4185,998,2222
4186,999,3142
4187,1001,6
4188,1002,1701
4189,1003,1174
4190,1004,865
4191,1004,1433
4192,1005,329
4193,1005,950
4194,1005,2425
4195,1005,3277
4196,1006,2245
4197,1006,123
4198,1007,3010
4199,1008,2168
4200,1009,3064
4201,1010,49
4202,1010,753
4203,1011,2515
4204,1012,259
4205,1013,1800
4206,1014,61
4207,1015,498
4208,1015,1550
4209,1016,2289
4210,1017,347
4211,1017,1080
4212,1017,1375
4213,1017,1683
4214,1017,2376
4215,1017,2377
4216,1018,2281
4217,1018,609
4218,1018,1767
4219,1019,3231
4220,1021,354
4221,1022,1901
4222,1022,2104
4223,1022,1745
4224,1022,2350
4225,1023,785
4226,1023,3176
4227,1023,3177
4228,1023,3178
4229,1023,3179
4230,1024,3041
4231,1024,3071
4232,1025,2289
4233,1026,600
4234,1027,81
4235,1027,2298
4236,1028,1932
4237,1029,2116
4238,1029,2210
4239,1029,1425
4240,1029,3206
4241,1030,167
4242,1030,599
4243,1031,1935
4244,1031,2007
4245,1031,2191
4246,1031,2286
4247,1031,710
4248,1031,910
4249,1032,2157
4250,1032,1415
4251,1033,113
4252,1033,2937
4253,1034,1915
4254,1034,2111
4255,1034,535
4256,1034,1396
4257,1034,2714
4258,1035,1263
4259,1036,1972
4260,1036,2026
4261,1036,1720
4262,1036,2466
4263,1037,2231
4264,1037,306
4265,1038,114
4266,1039,2665
4267,1040,2378
4268,1041,3107
4269,1042,2434
4270,1042,2570
4271,1043,1961
4272,1043,2156
4273,1043,786
4274,1043,1567
4275,1043,2743
4276,1044,2905
4277,1045,290
4278,1045,500
4279,1045,2415
4280,1045,3035
4281,1046,272
4282,1047,2446
4283,1048,1771
4284,1048,3272
4285,1050,1536
4286,1051,110
4287,1051,964
4288,1051,1204
4289,1051,1769
4290,1051,2347
4291,1051,3278
4292,1053,737
4293,1054,443
4294,1054,3052
4295,1055,167
4296,1055,579
4297,1055,1515
4298,1055,2483
4299,1056,644
4300,1057,1879
4301,1057,209
4302,1057,528
4303,1057,2336
4304,1057,2337
4305,1057,3232
4306,1058,2346
4307,1059,1093
4308,1060,2134
4309,1060,1205
4310,1060,2571
4311,1061,1843
4312,1061,2157
4313,1061,1728
4314,1062,274
4315,1062,824
4316,1063,1987
4317,1063,3070
4318,1064,529
4319,1065,170
4320,1066,1842
4321,1067,16
4322,1067,2021
4323,1067,2323
4324,1067,191
4325,1067,386
4326,1067,465
4327,1067,468
4328,1067,513
4329,1067,617
4330,1067,1208
4331,1067,1682
4332,1067,1704
4333,1067,2430
4334,1067,2432
4335,1067,2649
4336,1067,2667
4337,1067,2935
4338,1068,2499
4339,1068,2692
4340,1068,2777
4341,1068,2778
4342,1069,408
4343,1069,2719
4344,1070,2193
4345,1070,2216
4346,1070,2266
4347,1070,702
4348,1070,2371
4349,1071,1555
4350,1071,3124
4351,1071,3125
4352,1071,3126
4353,1072,3057
4354,1073,302
4355,1074,325
4356,1074,848
4357,1074,946
4358,1075,2208
4359,1075,1444
4360,1075,2492
4361,1075,2929
4362,1076,1674
4363,1077,501
4364,1077,619
4365,1077,1382
4366,1077,2565
4367,1078,28
4368,1079,592
4369,1080,1017
4370,1080,1140
4371,1080,1683
4372,1080,2375
4373,1080,2376
4374,1080,2377
4375,1080,2519
4376,1080,2890
4377,1081,3247
4378,1082,1943
4379,1082,1949
4380,1082,922
4381,1082,1532
4382,1082,1799
4383,1083,2213
4384,1083,2224
4385,1083,511
4386,1083,1343
4387,1083,2402
4388,1083,2596
4389,1083,3087
4390,1084,446
4391,1084,2394
4392,1084,2395
4393,1085,2000
4394,1085,2190
4395,1085,313
4396,1085,711
4397,1085,796
4398,1085,1374
4399,1085,1520
4400,1085,2476
4401,1085,2781
4402,1085,2782
4403,1085,2790
4404,1086,2269
4405,1086,731
4406,1086,3246
4407,1087,899
4408,1087,1125
4409,1087,1489
4410,1087,1610
4411,1087,1647
4412,1087,2346
4413,1087,2434
4414,1087,2435
4415,1087,2436
4416,1087,2929
4417,1088,2482
4418,1089,576
4419,1089,2467
4420,1089,3276
4421,1090,922
4422,1090,1443
4423,1091,270
4424,1091,482
4425,1091,630
4426,1091,1165
4427,1091,1793
4428,1091,2634
4429,1092,2163
4430,1093,1059
4431,1094,1909
4432,1095,2955
4433,1096,1990
4434,1096,545
4435,1096,3256
4436,1096,3257
4437,1097,1969
4438,1098,1785
4439,1099,2160
4440,1099,1616
4441,1100,2043
4442,1100,680
4443,1100,683
4444,1100,2858
4445,1100,3034
4446,1101,2711
4447,1103,1924
4448,1103,819
4449,1103,2877
4450,1104,3111
4451,1105,16
4452,1105,2021
4453,1105,2080
4454,1105,2323
4455,1105,122
4456,1105,350
4457,1105,412
4458,1105,468
4459,1105,513
4460,1105,617
4461,1105,1208
4462,1105,1443
4463,1105,2429
4464,1105,2430
4465,1105,2432
4466,1105,2649
4467,1105,2935
4468,1106,2702
4469,1107,51
4470,1107,534
4471,1107,922
4472,1107,2489
4473,1108,1692
4474,1109,631
4475,1109,1125
4476,1109,1377
4477,1110,1233
4478,1110,1244
4479,1110,3031
4480,1111,1571
4481,1112,1807
4482,1113,190
4483,1113,1558
4484,1113,2738
4485,1114,1475
4486,1115,2658
4487,1116,1867
4488,1116,434
4489,1116,1252
4490,1117,52
4491,1117,534
4492,1117,1224
4493,1117,1711
4494,1117,2489
4495,1117,2936
4496,1117,2937
4497,1117,3023
4498,1118,1364
4499,1119,544
4500,1119,2338
4501,1120,62
4502,1120,1901
4503,1120,2011
4504,1120,2136
4505,1120,2201
4506,1120,2248
4507,1120,137
4508,1120,308
4509,1120,527
4510,1120,587
4511,1120,826
4512,1120,1271
4513,1120,1317
4514,1120,1326
4515,1120,1745
4516,1120,2350
4517,1120,2454
4518,1120,2574
4519,1120,2643
4520,1120,2648
4521,1120,2732
4522,1120,2986
4523,1120,3035
4524,1121,2237
4525,1121,356
4526,1122,12
4527,1122,1857
4528,1122,1931
4529,1123,1127
4530,1123,1438
4531,1124,3046
4532,1124,3047
4533,1125,31
4534,1125,43
4535,1125,1861
4536,1125,2121
4537,1125,161
4538,1125,375
4539,1125,468
4540,1125,519
4541,1125,570
4542,1125,597
4543,1125,751
4544,1125,929
4545,1125,953
4546,1125,992
4547,1125,1087
4548,1125,1109
4549,1125,1166
4550,1125,1259
4551,1125,1321
4552,1125,1375
4553,1125,1465
4554,1125,1724
4555,1125,2443
4556,1125,2633
4557,1125,2644
4558,1125,2650
4559,1125,2692
4560,1125,2693
4561,1125,2896
4562,1126,1397
4563,1126,2866
4564,1127,1123
4565,1127,1438
4566,1128,1655
4567,1129,720
4568,1129,2487
4569,1130,2158
4570,1130,922
4571,1130,2633
4572,1131,1840
4573,1133,2634
4574,1134,1708
4575,1134,2871
4576,1134,2876
4577,1135,612
4578,1135,886
4579,1136,1376
4580,1137,1966
4581,1138,451
4582,1139,102
4583,1140,1080
4584,1140,1423
4585,1140,1683
4586,1141,2237
4587,1142,2488
4588,1143,3325
4589,1144,2160
4590,1144,2199
4591,1144,512
4592,1144,534
4593,1144,612
4594,1144,714
4595,1144,851
4596,1144,922
4597,1144,1521
4598,1144,1747
4599,1144,2419
4600,1144,2792
4601,1145,480
4602,1146,1398
4603,1147,1854
4604,1147,2135
4605,1147,255
4606,1147,273
4607,1147,612
4608,1147,2638
4609,1148,788
4610,1148,1766
4611,1149,1305
4612,1150,1827
4613,1150,2044
4614,1150,2898
4615,1151,2194
4616,1151,234
4617,1151,3307
4618,1152,2744
4619,1153,1214
4620,1154,2327
4621,1155,1923
4622,1155,2141
4623,1155,150
4624,1155,1500
4625,1155,2346
4626,1155,2519
4627,1155,3216
4628,1156,2162
4629,1157,2878
4630,1158,922
4631,1159,620
4632,1160,2112
4633,1160,2289
4634,1161,1772
4635,1162,592
4636,1162,3192
4637,1163,2053
4638,1163,922
4639,1163,2411
4640,1164,3099
4641,1164,3300
4642,1165,2175
4643,1165,372
4644,1165,1091
4645,1165,1170
4646,1165,2645
4647,1166,1859
4648,1166,2121
4649,1166,347
4650,1166,630
4651,1166,631
4652,1166,730
4653,1166,899
4654,1166,1125
4655,1166,1489
4656,1166,1610
4657,1166,2441
4658,1166,2449
4659,1167,2615
4660,1167,3290
4661,1168,1861
4662,1168,394
4663,1168,508
4664,1168,915
4665,1168,2414
4666,1169,1955
4667,1169,2004
4668,1170,10
4669,1170,1165
4670,1170,3260
4671,1171,292
4672,1171,2415
4673,1172,377
4674,1172,655
4675,1172,1471
4676,1172,2368
4677,1173,3119
4678,1174,1003
4679,1175,563
4680,1175,2556
4681,1176,2178
4682,1176,213
4683,1176,2566
4684,1176,2600
4685,1176,2616
4686,1177,1863
4687,1177,643
4688,1177,735
4689,1177,1237
4690,1178,28
4691,1178,2331
4692,1178,2643
4693,1179,3298
4694,1180,2016
4695,1181,836
4696,1182,195
4697,1182,227
4698,1183,1336
4699,1183,1720
4700,1183,2462
4701,1183,2463
4702,1183,2464
4703,1183,2465
4704,1183,2466
4705,1184,2137
4706,1184,2162
4707,1185,3140
4708,1186,114
4709,1187,78
4710,1187,1961
4711,1187,469
4712,1187,1492
4713,1187,3225
4714,1188,1414
4715,1189,758
4716,1190,1721
4717,1191,277
4718,1192,2041
4719,1193,2289
4720,1194,741
4721,1194,2500
4722,1195,1537
4723,1195,3097
4724,1196,1260
4725,1196,3121
4726,1197,75
4727,1198,919
4728,1198,1205
4729,1198,2480
4730,1198,2598
4731,1199,404
4732,1199,830
4733,1199,2384
4734,1200,2092
4735,1201,1908
4736,1201,2289
4737,1202,1843
4738,1202,1211
4739,1202,1274
4740,1203,510
4741,1204,110
4742,1204,2179
4743,1204,2248
4744,1204,1051
4745,1204,1769
4746,1204,2347
4747,1205,2134
4748,1205,1060
4749,1205,1198
4750,1205,1614
4751,1205,2571
4752,1206,407
4753,1206,1770
4754,1207,167
4755,1207,260
4756,1207,579
4757,1207,679
4758,1208,16
4759,1208,2021
4760,1208,2080
4761,1208,2323
4762,1208,122
4763,1208,412
4764,1208,617
4765,1208,1067
4766,1208,1105
4767,1208,1443
4768,1208,2430
4769,1208,2432
4770,1208,2608
4771,1208,2649
4772,1208,2935
4773,1209,2038
4774,1209,583
4775,1209,2958
4776,1210,87
4777,1210,1612
4778,1210,1715
4779,1210,2928
4780,1211,1202
4781,1211,1274
4782,1212,201
4783,1213,1847
4784,1214,1153
4785,1214,1369
4786,1215,284
4787,1216,447
4788,1217,129
4789,1217,2642
4790,1218,1915
4791,1218,1925
4792,1218,2111
4793,1218,2145
4794,1218,2447
4795,1218,2714
4796,1218,2716
4797,1219,2601
4798,1220,159
4799,1220,673
4800,1221,720
4801,1221,893
4802,1221,1459
4803,1221,2487
4804,1221,2682
4805,1221,2684
4806,1222,2979
4807,1223,247
4808,1224,2236
4809,1224,698
4810,1224,714
4811,1224,922
4812,1224,1117
4813,1224,1458
4814,1224,1753
4815,1224,2555
4816,1225,215
4817,1225,273
4818,1225,1764
4819,1225,2419
4820,1225,2878
4821,1226,911
4822,1226,2383
4823,1226,2800
4824,1227,1365
4825,1228,2059
4826,1228,3200
4827,1229,2212
4828,1229,2360
4829,1230,2529
4830,1230,2805
4831,1231,43
4832,1231,1944
4833,1231,775
4834,1231,1443
4835,1231,1730
4836,1231,2457
4837,1231,2785
4838,1232,1533
4839,1233,623
4840,1233,1110
4841,1233,1824
4842,1233,1825
4843,1234,61
4844,1234,1513
4845,1235,2269
4846,1236,1845
4847,1236,1858
4848,1236,1949
4849,1236,2175
4850,1236,472
4851,1236,482
4852,1237,1177
4853,1237,1743
4854,1238,172
4855,1238,656
4856,1239,774
4857,1240,161
4858,1240,2650
4859,1241,143
4860,1242,2472
4861,1243,1533
4862,1244,1110
4863,1245,37
4864,1246,2078
4865,1246,1481
4866,1246,2354
4867,1246,3078
4868,1247,1621
4869,1247,2405
4870,1248,102
4871,1249,849
4872,1250,2288
4873,1250,3321
4874,1251,2167
4875,1251,2334
4876,1252,1116
4877,1253,2289
4878,1254,499
4879,1255,1877
4880,1255,2378
4881,1256,2130
4882,1257,130
4883,1257,2334
4884,1257,3039
4885,1258,2054
4886,1258,2123
4887,1258,2171
4888,1258,917
4889,1258,1717
4890,1258,1753
4891,1258,2540
4892,1259,31
4893,1259,43
4894,1259,1843
4895,1259,929
4896,1259,1125
4897,1259,1418
4898,1259,2633
4899,1259,2634
4900,1259,2645
4901,1260,12
4902,1260,1857
4903,1260,1196
4904,1260,3121
4905,1261,628
4906,1261,2443
4907,1261,2577
4908,1262,856
4909,1262,941
4910,1263,1035
4911,1264,2240
4912,1264,478
4913,1266,1491
4914,1266,3190
4915,1267,689
4916,1267,708
4917,1267,991
4918,1267,1668
4919,1268,104
4920,1268,2248
4921,1268,1464
4922,1268,2756
4923,1268,3278
4924,1269,808
4925,1269,2778
4926,1270,1855
4927,1270,819
4928,1270,2877
4929,1271,1120
4930,1271,1278
4931,1272,1961
4932,1272,1322
4933,1272,1390
4934,1272,1567
4935,1272,1722
4936,1273,2050
4937,1274,1202
4938,1274,1211
4939,1275,1373
4940,1276,304
4941,1277,1724
4942,1278,1271
4943,1278,3261
4944,1279,73
4945,1279,2204
4946,1279,332
4947,1279,2983
4948,1280,363
4949,1281,2671
4950,1282,1976
4951,1282,2148
4952,1282,2472
4953,1283,2246
4954,1283,197
4955,1284,1731
4956,1284,3212
4957,1285,2361
4958,1286,2277
4959,1287,1709
4960,1288,1751
4961,1289,312
4962,1290,121
4963,1291,696
4964,1291,1555
4965,1291,2829
4966,1292,3269
4967,1293,2082
4968,1294,414
4969,1295,359
4970,1295,983
4971,1295,1321
4972,1296,386
4973,1297,137
4974,1298,2539
4975,1299,1311
4976,1300,2857
4977,1301,503
4978,1301,716
4979,1302,1896
4980,1302,544
4981,1302,1674
4982,1302,2338
4983,1303,358
4984,1304,2472
4985,1305,989
4986,1305,1149
4987,1306,2814
4988,1306,2875
4989,1307,586
4990,1308,2117
4991,1308,2180
4992,1308,1702
4993,1308,3020
4994,1308,3254
4995,1309,1934
4996,1309,1973
4997,1309,2207
4998,1309,3254
4999,1310,401
5000,1310,936
5001,1310,3046
5002,1311,1831
5003,1311,792
5004,1311,1299
5005,1311,1379
5006,1311,1591
5007,1311,1602
5008,1311,3205
5009,1312,1950
5010,1312,2120
5011,1312,2343
5012,1313,972
5013,1313,1684
5014,1313,3297
5015,1314,668
5016,1314,1643
5017,1315,2895
5018,1316,505
5019,1317,2157
5020,1317,1120
5021,1318,2322
5022,1318,572
5023,1318,1492
5024,1318,1530
5025,1319,109
5026,1320,1454
5027,1321,2256
5028,1321,676
5029,1321,983
5030,1321,1125
5031,1321,1295
5032,1321,1700
5033,1322,33
5034,1322,1961
5035,1322,2215
5036,1322,284
5037,1322,863
5038,1322,1272
5039,1322,1403
5040,1322,1680
5041,1322,1722
5042,1322,3015
5043,1322,3114
5044,1322,3201
5045,1322,3225
5046,1322,3275
5047,1323,1902
5048,1323,879
5049,1323,3053
5050,1324,1383
5051,1325,1891
5052,1325,775
5053,1325,2457
5054,1326,1120
5055,1327,3211
5056,1328,2150
5057,1328,357
5058,1328,1577
5059,1328,2421
5060,1329,119
5061,1329,543
5062,1329,852
5063,1329,1535
5064,1330,2229
5065,1331,1764
5066,1331,2392
5067,1331,2638
5068,1332,420
5069,1332,1663
5070,1333,7
5071,1333,108
5072,1334,922
5073,1335,1993
5074,1335,915
5075,1335,1563
5076,1335,1613
5077,1335,1622
5078,1336,124
5079,1336,170
5080,1336,365
5081,1336,616
5082,1336,1183
5083,1336,2461
5084,1336,2590
5085,1337,2821
5086,1338,1687
5087,1339,2275
5088,1340,2230
5089,1340,2363
5090,1340,2364
5091,1341,693
5092,1341,872
5093,1342,83
5094,1342,2658
5095,1343,1999
5096,1343,2105
5097,1343,751
5098,1343,1083
5099,1344,2474
5100,1345,44
5101,1345,727
5102,1345,2757
5103,1346,881
5104,1346,3252
5105,1347,651
5106,1347,1407
5107,1347,2742
5108,1348,2416
5109,1349,2415
5110,1350,1433
5111,1351,3132
5112,1352,1518
5113,1353,1845
5114,1353,2054
5115,1353,2171
5116,1353,2175
5117,1353,347
5118,1353,509
5119,1353,564
5120,1353,929
5121,1353,2502
5122,1353,2540
5123,1354,302
5124,1354,935
5125,1355,623
5126,1355,2358
5127,1356,2988
5128,1357,86
5129,1358,2309
5130,1358,1531
5131,1358,2556
5132,1358,3044
5133,1359,1721
5134,1360,1886
5135,1360,1592
5136,1361,76
5137,1361,2543
5138,1362,2594
5139,1363,442
5140,1363,2383
5141,1364,175
5142,1364,722
5143,1364,986
5144,1364,1118
5145,1364,2522
5146,1365,2248
5147,1365,174
5148,1365,807
5149,1365,1227
5150,1365,1783
5151,1365,3054
5152,1366,516
5153,1366,1581
5154,1367,968
5155,1367,2366
5156,1367,2372
5157,1367,2373
5158,1368,686
5159,1368,718
5160,1368,2740
5161,1368,3075
5162,1369,2048
5163,1369,1214
5164,1370,2955
5165,1371,13
5166,1371,2492
5167,1372,2667
5168,1373,1275
5169,1374,2000
5170,1374,313
5171,1374,1085
5172,1375,113
5173,1375,2142
5174,1375,347
5175,1375,519
5176,1375,597
5177,1375,631
5178,1375,953
5179,1375,1017
5180,1375,1125
5181,1375,1489
5182,1375,1705
5183,1375,2375
5184,1375,2414
5185,1375,2440
5186,1375,2441
5187,1375,2442
5188,1376,1136
5189,1377,2255
5190,1377,380
5191,1377,1109
5192,1377,1473
5193,1377,1696
5194,1377,2416
5195,1378,2017
5196,1378,2460
5197,1378,2946
5198,1379,75
5199,1379,2029
5200,1379,2101
5201,1379,2314
5202,1379,597
5203,1379,833
5204,1379,1311
5205,1379,1456
5206,1379,1486
5207,1379,1705
5208,1380,3157
5209,1382,1077
5210,1383,2264
5211,1383,1324
5212,1383,2690
5213,1384,928
5214,1385,873
5215,1387,2283
5216,1387,2305
5217,1387,1732
5218,1387,1733
5219,1387,2372
5220,1387,2373
5221,1387,2445
5222,1388,1593
5223,1389,2036
5224,1389,2529
5225,1389,2762
5226,1390,1272
5227,1390,1722
5228,1390,2640
5229,1390,2894
5230,1391,474
5231,1391,3054
5232,1392,845
5233,1393,139
5234,1394,13
5235,1394,597
5236,1394,605
5237,1394,667
5238,1394,993
5239,1394,1552
5240,1394,2596
5241,1394,2660
5242,1394,2721
5243,1394,2722
5244,1395,2398
5245,1396,72
5246,1396,1918
5247,1396,1925
5248,1396,2111
5249,1396,2145
5250,1396,2225
5251,1396,217
5252,1396,497
5253,1396,645
5254,1396,646
5255,1396,697
5256,1396,1034
5257,1396,1548
5258,1396,1670
5259,1396,2713
5260,1396,2714
5261,1396,2715
5262,1396,2716
