,i,j
45177,9477,10129
45178,9477,12778
45179,9477,12966
45180,9477,17663
45181,9477,19120
45182,9477,19247
45183,9478,18595
45184,9478,662
45185,9478,1495
45186,9478,1507
45187,9478,1545
45188,9478,1546
45189,9478,3790
45190,9478,4454
45191,9478,4549
45192,9478,8838
45193,9478,9136
45194,9478,9232
45195,9478,10537
45196,9478,10871
45197,9478,10992
45198,9478,11394
45199,9478,12511
45200,9478,12895
45201,9478,13181
45202,9478,13195
45203,9478,13700
45204,9478,14913
45205,9478,15012
45206,9478,15157
45207,9478,15522
45208,9478,15848
45209,9478,16417
45210,9478,16998
45211,9478,19239
45212,9478,19683
45213,9479,3943
45214,9480,18847
45215,9481,8126
45216,9482,11519
45217,9483,18316
45218,9483,2690
45219,9483,2749
45220,9483,3752
45221,9483,3840
45222,9483,4020
45223,9483,4330
45224,9483,5534
45225,9483,6010
45226,9483,6156
45227,9483,6945
45228,9483,7278
45229,9483,11547
45230,9483,15711
45231,9483,17456
45232,9483,18853
45233,9484,18545
45234,9484,1855
45235,9484,16367
45236,9485,10642
45237,9485,13942
45238,9486,5780
45239,9486,10033
45240,9486,11405
45241,9486,15577
45242,9487,9685
45243,9487,11857
45244,9487,17944
45245,9488,1787
45246,9488,2428
45247,9488,3008
45248,9488,11673
45249,9488,14321
45250,9488,14911
45251,9489,83
45252,9489,1285
45253,9489,1695
45254,9489,1993
45255,9489,2053
45256,9489,2992
45257,9489,3005
45258,9489,3040
45259,9489,3430
45260,9489,3431
45261,9489,4202
45262,9489,4793
45263,9489,5024
45264,9489,5962
45265,9489,6401
45266,9489,6603
45267,9489,7998
45268,9489,8252
45269,9489,8909
45270,9489,10775
45271,9489,11300
45272,9489,11402
45273,9489,11849
45274,9489,12591
45275,9489,13077
45276,9489,13097
45277,9489,14555
45278,9489,16837
45279,9489,16923
45280,9490,13805
45281,9491,1195
45282,9491,5649
45283,9491,7882
45284,9491,12592
45285,9491,14362
45286,9492,3280
45287,9492,3543
45288,9492,14653
45289,9493,18221
45290,9493,1218
45291,9493,5004
45292,9493,5071
45293,9493,9543
45294,9493,9874
45295,9493,10285
45296,9493,10727
45297,9493,11583
45298,9493,11938
45299,9493,12211
45300,9493,12757
45301,9493,17289
45302,9493,19121
45303,9493,19565
45304,9494,3507
45305,9495,12741
45306,9496,4853
45307,9497,2313
45308,9498,40
45309,9498,369
45310,9498,1159
45311,9498,2225
45312,9498,2593
45313,9498,3205
45314,9498,3722
45315,9498,4233
45316,9498,5654
45317,9498,7473
45318,9498,8270
45319,9498,8529
45320,9498,8934
45321,9498,9605
45322,9498,9844
45323,9498,9974
45324,9498,11252
45325,9498,11502
45326,9498,11702
45327,9498,12058
45328,9498,12162
45329,9498,13163
45330,9498,13641
45331,9498,15164
45332,9498,15257
45333,9498,16158
45334,9498,16418
45335,9498,17444
45336,9498,18821
45337,9498,19247
45338,9499,9457
45339,9499,9931
45340,9500,9376
45341,9500,11078
45342,9500,12354
45343,9500,16274
45344,9501,12900
45345,9502,11251
45346,9503,847
45347,9503,974
45348,9503,7033
45349,9503,8208
45350,9503,9936
45351,9503,10853
45352,9503,16176
45353,9503,16992
45354,9504,8156
45355,9505,18675
45356,9505,1254
45357,9505,1861
45358,9505,8362
45359,9505,9941
45360,9505,17940
45361,9506,11756
45362,9507,2067
45363,9508,403
45364,9508,11340
45365,9509,6044
45366,9510,916
45367,9510,15452
45368,9510,16655
45369,9511,1084
45370,9511,2049
45371,9511,13248
45372,9511,18729
45373,9511,19550
45374,9512,12500
45375,9513,13483
45376,9514,3762
45377,9514,15005
45378,9515,91
45379,9515,1509
45380,9515,2009
45381,9515,3699
45382,9515,8896
45383,9515,9192
45384,9515,13100
45385,9515,13168
45386,9515,13455
45387,9515,15096
45388,9515,15913
45389,9516,11320
45390,9517,5116
45391,9518,13508
45392,9519,15456
45393,9520,6636
45394,9520,8126
45395,9521,12953
45396,9522,6556
45397,9523,19002
45398,9524,1598
45399,9524,8732
45400,9525,17358
45401,9526,5681
45402,9527,3911
45403,9528,8866
45404,9528,11259
45405,9529,3897
45406,9530,17987
45407,9531,5840
45408,9531,14901
45409,9532,10101
45410,9533,10516
45411,9533,12604
45412,9534,1861
45413,9534,8362
45414,9534,11519
45415,9534,11759
45416,9534,18896
45417,9535,4154
45418,9536,689
45419,9536,1486
45420,9536,4502
45421,9536,5032
45422,9536,11048
45423,9536,17199
45424,9537,116
45425,9537,1685
45426,9537,1700
45427,9537,4824
45428,9537,5039
45429,9537,8294
45430,9537,8676
45431,9537,9465
45432,9537,18154
45433,9538,2364
45434,9538,7332
45435,9538,12601
45436,9538,12954
45437,9538,15832
45438,9538,16029
45439,9539,3888
45440,9539,17359
45441,9539,18717
45442,9539,18847
45443,9540,15847
45444,9541,13344
45445,9542,18289
45446,9543,2345
45447,9543,9493
45448,9544,8072
45449,9545,3256
45450,9546,2180
45451,9546,4995
45452,9546,7762
45453,9546,11575
45454,9546,13833
45455,9546,19032
45456,9547,18839
45457,9548,9875
45458,9549,18710
45459,9549,18039
45460,9549,18722
45461,9550,18468
45462,9550,705
45463,9550,7606
45464,9550,11026
45465,9550,14488
45466,9550,18881
45467,9551,18302
45468,9551,801
45469,9551,2548
45470,9551,2897
45471,9551,3638
45472,9551,7859
45473,9551,10735
45474,9551,10949
45475,9551,17683
45476,9551,17987
45477,9551,18112
45478,9552,11749
45479,9552,16846
45480,9553,14281
45481,9554,6313
45482,9555,604
45483,9555,635
45484,9555,1112
45485,9555,1289
45486,9555,2827
45487,9555,5300
45488,9555,5625
45489,9555,5660
45490,9555,6713
45491,9555,6745
45492,9555,7563
45493,9555,10445
45494,9555,10447
45495,9555,11386
45496,9555,11943
45497,9555,13368
45498,9555,14574
45499,9555,14691
45500,9555,15001
45501,9555,16760
45502,9555,18862
45503,9555,19265
45504,9555,19677
45505,9556,7169
45506,9557,6521
45507,9557,9603
45508,9557,13580
45509,9558,14067
45510,9559,2222
45511,9559,4907
45512,9559,5648
45513,9559,9623
45514,9559,10544
45515,9560,7310
45516,9561,4262
45517,9561,10790
45518,9561,16219
45519,9562,18361
45520,9563,3721
45521,9563,8037
45522,9563,10599
45523,9564,5840
45524,9564,6734
45525,9564,14255
45526,9564,15762
45527,9565,1680
45528,9565,1813
45529,9565,2061
45530,9565,2109
45531,9565,2823
45532,9565,3950
45533,9565,4641
45534,9565,5044
45535,9565,6551
45536,9565,6793
45537,9565,7389
45538,9565,7862
45539,9565,9435
45540,9565,10382
45541,9565,10474
45542,9565,10524
45543,9565,10724
45544,9565,10870
45545,9565,11689
45546,9565,13532
45547,9565,14317
45548,9565,16284
45549,9565,16561
45550,9565,18904
45551,9565,19532
45552,9566,4942
45553,9567,5161
45554,9567,12384
45555,9568,598
45556,9568,796
45557,9568,1595
45558,9568,1622
45559,9568,2499
45560,9568,2518
45561,9568,5065
45562,9568,7256
45563,9568,10983
45564,9568,11308
45565,9568,13513
45566,9568,13863
45567,9568,14055
45568,9568,16264
45569,9569,13926
45570,9570,901
45571,9570,1219
45572,9570,1934
45573,9570,2663
45574,9570,4085
45575,9570,4584
45576,9570,6393
45577,9570,12660
45578,9570,14299
45579,9570,14399
45580,9570,18746
45581,9571,8034
45582,9571,11701
45583,9572,1420
45584,9572,1804
45585,9572,9792
45586,9573,13926
45587,9574,3955
45588,9574,10956
45589,9574,16396
45590,9575,15661
45591,9576,2296
45592,9577,10890
45593,9578,18281
45594,9578,1181
45595,9578,7791
45596,9578,8843
45597,9578,9061
45598,9578,11865
45599,9578,16415
45600,9579,12455
45601,9580,13492
45602,9581,7593
45603,9582,4429
45604,9583,7400
45605,9583,10956
45606,9583,18728
45607,9584,3442
45608,9585,6516
45609,9586,782
45610,9586,7606
45611,9586,8194
45612,9586,8692
45613,9586,10356
45614,9587,18588
45615,9587,1044
45616,9587,1590
45617,9587,1873
45618,9587,2091
45619,9587,2513
45620,9587,3167
45621,9587,5165
45622,9587,5877
45623,9587,6453
45624,9587,6624
45625,9587,7211
45626,9587,8726
45627,9587,10432
45628,9587,10433
45629,9587,11318
45630,9587,12092
45631,9587,12323
45632,9587,12805
45633,9587,14036
45634,9587,14121
45635,9587,14824
45636,9587,14998
45637,9587,15551
45638,9587,16197
45639,9587,16497
45640,9587,17010
45641,9587,17645
45642,9587,18824
45643,9587,18867
45644,9587,18897
45645,9588,18588
45646,9588,1044
45647,9588,1873
45648,9588,2091
45649,9588,2513
45650,9588,3167
45651,9588,3762
45652,9588,5877
45653,9588,6453
45654,9588,6624
45655,9588,6640
45656,9588,7211
45657,9588,10432
45658,9588,10433
45659,9588,12092
45660,9588,12323
45661,9588,12805
45662,9588,14036
45663,9588,14824
45664,9588,14998
45665,9588,15551
45666,9588,16197
45667,9588,17010
45668,9588,17645
45669,9588,18824
45670,9588,18897
45671,9589,4724
45672,9589,9061
45673,9589,9208
45674,9589,10810
45675,9590,7796
45676,9591,3243
45677,9591,13552
45678,9592,10032
45679,9593,18724
45680,9594,1975
45681,9594,2381
45682,9594,2471
45683,9594,6718
45684,9594,8193
45685,9594,11922
45686,9594,11985
45687,9594,14429
45688,9594,15394
45689,9594,18981
45690,9595,8713
45691,9596,15714
45692,9596,16005
45693,9596,16915
45694,9597,14015
45695,9597,14689
45696,9597,15452
45697,9598,860
45698,9598,1341
45699,9598,6407
45700,9599,16474
45701,9600,17096
45702,9601,2662
45703,9601,7492
45704,9602,18753
45705,9603,1654
45706,9603,2500
45707,9603,2864
45708,9603,3271
45709,9603,3592
45710,9603,4708
45711,9603,5417
45712,9603,7165
45713,9603,7449
45714,9603,7628
45715,9603,9258
45716,9603,9557
45717,9603,9746
45718,9603,10248
45719,9603,13127
45720,9603,15702
45721,9603,18742
45722,9604,6965
45723,9604,7924
45724,9604,8126
45725,9604,9012
45726,9604,9212
45727,9604,14332
45728,9604,15343
45729,9605,369
45730,9605,4532
45731,9605,4558
45732,9605,7036
45733,9605,8357
45734,9605,9498
45735,9605,15164
45736,9605,16418
45737,9605,17711
45738,9605,18853
45739,9606,1256
45740,9607,71
45741,9607,1233
45742,9607,4390
45743,9607,5755
45744,9607,6203
45745,9607,11523
45746,9607,15015
45747,9607,15101
45748,9608,7627
45749,9608,15627
45750,9609,7256
45751,9610,5798
45752,9610,13788
45753,9610,16000
45754,9610,18754
45755,9610,18919
45756,9611,3983
45757,9611,9412
45758,9611,19089
45759,9612,17493
45760,9612,18067
45761,9612,19042
45762,9613,4122
45763,9613,15072
45764,9614,1454
45765,9614,9743
45766,9614,16928
45767,9615,17313
45768,9616,11744
45769,9616,15619
45770,9616,18103
45771,9616,19012
45772,9617,18798
45773,9618,1612
45774,9618,2905
45775,9618,14753
45776,9618,17873
45777,9619,1465
45778,9619,2485
45779,9619,3492
45780,9619,3657
45781,9619,5024
45782,9619,5854
45783,9619,5941
45784,9619,6189
45785,9619,7287
45786,9619,7869
45787,9619,8175
45788,9619,9620
45789,9619,10581
45790,9619,13635
45791,9619,13873
45792,9620,3922
45793,9620,6189
45794,9620,6401
45795,9620,9252
45796,9620,9619
45797,9620,13120
45798,9620,19161
45799,9621,2173
45800,9621,4921
45801,9621,8970
45802,9621,12147
45803,9621,13942
45804,9621,16798
45805,9621,17189
45806,9622,16781
45807,9623,1650
45808,9623,6082
45809,9623,8218
45810,9623,9559
45811,9623,10117
45812,9623,10295
45813,9623,10977
45814,9623,13630
45815,9623,15832
45816,9624,1139
45817,9625,17417
45818,9626,1442
45819,9626,1628
45820,9626,7484
45821,9626,8421
45822,9626,9263
45823,9626,9386
45824,9626,10073
45825,9626,11033
45826,9626,11853
45827,9626,12949
45828,9626,15584
45829,9626,17117
45830,9626,17347
45831,9627,10117
45832,9628,2941
45833,9628,7284
45834,9628,11046
45835,9628,13440
45836,9629,9850
45837,9629,15105
45838,9630,8098
45839,9631,1128
45840,9631,4395
45841,9631,6294
45842,9632,977
45843,9633,16
45844,9634,18728
45845,9635,8970
45846,9636,1266
45847,9636,1511
45848,9636,2235
45849,9636,2681
45850,9636,3458
45851,9636,4577
45852,9636,5490
45853,9636,5726
45854,9636,5727
45855,9636,7030
45856,9636,7240
45857,9636,7456
45858,9636,7724
45859,9636,9903
45860,9636,10205
45861,9636,11152
45862,9636,11589
45863,9636,12164
45864,9636,12390
45865,9636,13117
45866,9636,15176
45867,9636,15360
45868,9637,17123
45869,9638,10129
45870,9638,18005
45871,9638,18729
45872,9639,18350
45873,9639,2483
45874,9640,7859
45875,9641,1489
45876,9641,1605
45877,9641,2015
45878,9641,2373
45879,9641,2858
45880,9641,3282
45881,9641,4141
45882,9641,4255
45883,9641,4894
45884,9641,5228
45885,9641,5581
45886,9641,5999
45887,9641,7732
45888,9641,9150
45889,9641,9343
45890,9641,11064
45891,9641,11121
45892,9641,11786
45893,9641,11848
45894,9641,12213
45895,9641,12239
45896,9641,12242
45897,9641,12660
45898,9641,12991
45899,9641,13628
45900,9641,15256
45901,9641,15627
45902,9641,15879
45903,9641,16940
45904,9641,17599
45905,9641,18194
45906,9641,18952
45907,9642,12241
45908,9643,3508
45909,9644,16534
45910,9645,13438
45911,9646,1261
45912,9646,11642
45913,9647,4875
45914,9648,1256
45915,9649,198
45916,9649,7555
45917,9649,9465
45918,9649,14882
45919,9649,17990
45920,9649,18076
45921,9650,4875
45922,9651,5852
45923,9652,9313
45924,9653,7256
45925,9654,2313
45926,9655,16534
45927,9656,17820
45928,9657,6992
45929,9658,3317
45930,9658,8116
45931,9659,10956
45932,9660,18228
45933,9660,5464
45934,9660,6214
45935,9660,6437
45936,9660,6625
45937,9660,8539
45938,9660,11528
45939,9660,11995
45940,9660,14171
45941,9660,16993
45942,9660,17565
45943,9660,17905
45944,9660,19341
45945,9661,4728
45946,9661,4914
45947,9661,5247
45948,9661,7358
45949,9661,7699
45950,9661,8917
45951,9661,16274
45952,9661,16464
45953,9661,17243
45954,9661,17467
45955,9661,17991
45956,9661,19412
45957,9662,1217
45958,9662,2897
45959,9662,7948
45960,9662,10671
45961,9662,12128
45962,9662,14271
45963,9662,17637
45964,9662,17962
45965,9663,1592
45966,9663,2159
45967,9663,3219
45968,9663,3811
45969,9663,5368
45970,9663,5428
45971,9663,5770
45972,9663,6036
45973,9663,6847
45974,9663,9935
45975,9663,10288
45976,9663,10948
45977,9663,12539
45978,9663,12734
45979,9663,13331
45980,9663,14245
45981,9663,14393
45982,9663,14535
45983,9663,16081
45984,9663,16443
45985,9663,16568
45986,9663,16974
45987,9663,17051
45988,9664,18724
45989,9665,2063
45990,9665,3031
45991,9665,5110
45992,9665,5773
45993,9665,7216
45994,9665,7593
45995,9665,13649
45996,9665,13707
45997,9665,16005
45998,9665,16270
45999,9665,17423
46000,9665,18784
46001,9666,7216
46002,9667,18274
46003,9667,2174
46004,9667,8194
46005,9667,8692
46006,9667,13230
46007,9667,14137
46008,9668,14809
46009,9669,13687
46010,9670,3285
46011,9670,5319
46012,9670,8896
46013,9670,13843
46014,9671,8756
46015,9671,15844
46016,9672,1805
46017,9673,18686
46018,9673,2417
46019,9673,2827
46020,9673,2973
46021,9673,3629
46022,9673,5625
46023,9673,6283
46024,9673,9959
46025,9673,10135
46026,9673,12509
46027,9673,14582
46028,9673,17511
46029,9674,13582
46030,9675,16
46031,9676,10899
46032,9677,6634
46033,9677,8603
46034,9677,10346
46035,9677,11381
46036,9678,1224
46037,9679,11340
46038,9679,11626
46039,9680,15684
46040,9681,2727
46041,9681,3295
46042,9681,3542
46043,9681,4248
46044,9681,4523
46045,9681,8604
46046,9681,9207
46047,9681,10123
46048,9681,11334
46049,9681,11607
46050,9681,11789
46051,9681,12923
46052,9681,14792
46053,9681,15029
46054,9681,15353
46055,9681,19085
46056,9682,12670
46057,9683,116
46058,9683,12832
46059,9684,2112
46060,9684,3171
46061,9684,3281
46062,9684,5372
46063,9684,5743
46064,9684,11231
46065,9684,14885
46066,9684,16676
46067,9684,18858
46068,9684,19066
46069,9685,18685
46070,9685,1175
46071,9685,1925
46072,9685,2552
46073,9685,3418
46074,9685,4251
46075,9685,4259
46076,9685,5620
46077,9685,6069
46078,9685,6401
46079,9685,6630
46080,9685,6985
46081,9685,6987
46082,9685,8197
46083,9685,8516
46084,9685,8763
46085,9685,8764
46086,9685,9019
46087,9685,9330
46088,9685,9410
46089,9685,9487
46090,9685,9765
46091,9685,9936
46092,9685,10894
46093,9685,11316
46094,9685,11436
46095,9685,12228
46096,9685,12991
46097,9685,13120
46098,9685,13784
46099,9685,16518
46100,9685,17339
46101,9685,17533
46102,9685,17794
46103,9685,18740
46104,9685,18744
46105,9685,18870
46106,9686,12832
46107,9686,15880
46108,9687,15818
46109,9687,18773
46110,9688,6636
46111,9688,18847
46112,9689,4686
46113,9690,15690
46114,9690,18948
46115,9691,18847
46116,9692,6710
46117,9693,9187
46118,9693,13123
46119,9694,16548
46120,9695,2034
46121,9695,9957
46122,9696,18080
46123,9697,5710
46124,9697,6617
46125,9698,18399
46126,9698,1424
46127,9698,2908
46128,9698,3405
46129,9698,4046
46130,9698,4872
46131,9698,4940
46132,9698,5408
46133,9698,5816
46134,9698,6086
46135,9698,6361
46136,9698,7342
46137,9698,9897
46138,9698,10835
46139,9698,11095
46140,9698,11832
46141,9698,12317
46142,9698,12864
46143,9698,13011
46144,9698,13301
46145,9698,13316
46146,9698,13440
46147,9698,13675
46148,9698,13805
46149,9698,14525
46150,9698,14544
46151,9698,15091
46152,9698,15092
46153,9698,15629
46154,9698,16832
46155,9698,18038
46156,9698,18170
46157,9699,1
46158,9699,13555
46159,9699,14246
46160,9699,18181
46161,9700,5071
46162,9700,7133
46163,9700,11625
46164,9701,591
46165,9702,18794
46166,9703,4272
46167,9703,4343
46168,9703,5755
46169,9703,15015
46170,9703,16760
46171,9704,18325
46172,9704,18441
46173,9704,647
46174,9704,1111
46175,9704,2050
46176,9704,3376
46177,9704,3732
46178,9704,3978
46179,9704,7405
46180,9704,7921
46181,9704,8432
46182,9704,12254
46183,9704,13036
46184,9704,14701
46185,9704,15022
46186,9704,15975
46187,9704,16006
46188,9704,16060
46189,9704,16544
46190,9704,17126
46191,9705,842
46192,9705,1259
46193,9705,1455
46194,9705,2104
46195,9705,2754
46196,9705,5677
46197,9705,6418
46198,9705,8641
46199,9705,11900
46200,9705,17457
46201,9706,8498
46202,9706,16992
46203,9707,7362
46204,9708,18986
46205,9709,8098
46206,9709,18114
46207,9710,5573
46208,9710,7471
46209,9711,977
46210,9711,1867
46211,9711,3828
46212,9711,10717
46213,9711,14565
46214,9711,15652
46215,9711,15977
46216,9711,18829
46217,9712,156
46218,9712,235
46219,9712,243
46220,9712,997
46221,9712,2573
46222,9712,4138
46223,9712,4940
46224,9712,5309
46225,9712,8208
46226,9712,10100
46227,9712,10359
46228,9712,10968
46229,9712,12837
46230,9712,13440
46231,9712,15288
46232,9712,18820
46233,9713,18350
46234,9713,2690
46235,9713,8121
46236,9714,3077
46237,9714,15163
46238,9715,254
46239,9715,3911
46240,9715,17535
46241,9716,1044
46242,9716,6184
46243,9716,8121
46244,9716,8756
46245,9716,12147
46246,9716,12576
46247,9716,15352
46248,9717,18794
46249,9718,1420
46250,9718,5840
46251,9719,18463
46252,9719,3247
46253,9719,3471
46254,9719,8916
46255,9719,11536
46256,9719,13920
46257,9720,8108
46258,9720,13788
46259,9720,17669
46260,9721,15627
46261,9721,18811
46262,9722,16557
46263,9723,701
46264,9723,2043
46265,9723,2362
46266,9723,2597
46267,9723,4340
46268,9723,4434
46269,9723,5216
46270,9723,5704
46271,9723,6161
46272,9723,8076
46273,9723,8504
46274,9723,8729
46275,9723,9888
46276,9723,11122
46277,9723,11491
46278,9723,12221
46279,9723,13770
46280,9723,14086
46281,9723,15882
46282,9723,17238
46283,9723,17276
46284,9723,19327
46285,9724,4829
46286,9724,11757
46287,9725,2833
46288,9725,5577
46289,9725,8990
46290,9725,14544
46291,9725,18744
46292,9726,356
46293,9726,3876
46294,9726,6412
46295,9726,7876
46296,9726,9378
46297,9726,13553
46298,9726,14628
46299,9727,18514
46300,9727,885
46301,9727,1729
46302,9727,2786
46303,9727,2981
46304,9727,3346
46305,9727,4432
46306,9727,5055
46307,9727,14254
46308,9728,12327
46309,9729,4038
46310,9729,17940
46311,9730,6615
46312,9731,15452
46313,9731,16915
46314,9731,17899
46315,9732,3038
46316,9732,5202
46317,9732,8794
46318,9732,15110
46319,9732,17091
46320,9733,369
46321,9733,16418
46322,9734,18863
46323,9735,10555
46324,9735,11095
46325,9735,17399
46326,9736,2646
46327,9737,13225
46328,9738,10541
46329,9739,927
46330,9740,35
46331,9741,3686
46332,9742,14979
46333,9743,7
46334,9743,4022
46335,9743,5943
46336,9743,9614
46337,9743,10949
46338,9743,10950
46339,9743,14497
46340,9743,14825
46341,9744,1861
46342,9744,2001
46343,9744,10969
46344,9745,18309
46345,9746,9603
46346,9746,17857
46347,9746,18728
46348,9747,18652
46349,9747,2375
46350,9747,3122
46351,9747,3767
46352,9747,4564
46353,9747,5624
46354,9747,9163
46355,9747,12141
46356,9747,16390
46357,9748,9765
46358,9749,1365
46359,9749,10854
46360,9750,4033
46361,9751,5237
46362,9752,1643
46363,9752,6001
46364,9753,1242
46365,9753,3773
46366,9753,16418
46367,9754,1916
46368,9754,3141
46369,9754,3145
46370,9754,3974
46371,9754,4260
46372,9754,4505
46373,9754,5312
46374,9754,7305
46375,9754,8331
46376,9754,8451
46377,9754,9008
46378,9754,10345
46379,9754,10524
46380,9754,12747
46381,9754,16746
46382,9755,17417
46383,9756,1285
46384,9756,1620
46385,9756,2941
46386,9756,3056
46387,9756,3430
46388,9756,3431
46389,9756,3697
46390,9756,4167
46391,9756,4848
46392,9756,6603
46393,9756,7524
46394,9756,7844
46395,9756,8419
46396,9756,8514
46397,9756,8842
46398,9756,9779
46399,9756,10757
46400,9756,11939
46401,9756,12061
46402,9756,12662
46403,9756,13049
46404,9756,13847
46405,9756,15495
46406,9756,15531
46407,9756,16326
46408,9756,18209
46409,9756,18843
46410,9756,18967
46411,9757,2415
46412,9757,4298
46413,9757,13694
46414,9758,816
46415,9758,1712
46416,9758,2398
46417,9758,2749
46418,9758,3958
46419,9758,5172
46420,9758,5911
46421,9758,6945
46422,9758,7278
46423,9758,7362
46424,9758,9472
46425,9758,12247
46426,9758,13815
46427,9758,15608
46428,9758,19266
46429,9759,878
46430,9759,5796
46431,9759,14958
46432,9760,15795
46433,9761,10733
46434,9762,16687
46435,9762,18002
46436,9763,7725
46437,9763,18080
46438,9764,384
46439,9764,3318
46440,9764,4568
46441,9764,4807
46442,9764,14250
46443,9765,6
46444,9765,18425
46445,9765,545
46446,9765,697
46447,9765,1065
46448,9765,1614
46449,9765,1621
46450,9765,1628
46451,9765,1925
46452,9765,1937
46453,9765,2298
46454,9765,2464
46455,9765,2833
46456,9765,2861
46457,9765,2907
46458,9765,3673
46459,9765,4184
46460,9765,4202
46461,9765,4940
46462,9765,5577
46463,9765,5620
46464,9765,5802
46465,9765,6197
46466,9765,6401
46467,9765,6654
46468,9765,6701
46469,9765,6796
46470,9765,6899
46471,9765,7189
46472,9765,8197
46473,9765,8201
46474,9765,8386
46475,9765,8447
46476,9765,8720
46477,9765,8764
46478,9765,9297
46479,9765,9304
46480,9765,9685
46481,9765,9748
46482,9765,10190
46483,9765,10688
46484,9765,10775
46485,9765,11300
46486,9765,11316
46487,9765,11393
46488,9765,11599
46489,9765,11832
46490,9765,11853
46491,9765,12474
46492,9765,12478
46493,9765,13076
46494,9765,13120
46495,9765,13475
46496,9765,13675
46497,9765,14544
46498,9765,15222
46499,9765,15288
46500,9765,15371
46501,9765,15533
46502,9765,15806
46503,9765,15837
46504,9765,16713
46505,9765,17255
46506,9765,17347
46507,9765,18912
46508,9765,18924
46509,9766,12631
46510,9766,15096
46511,9767,14956
46512,9767,15880
46513,9768,6472
46514,9768,8424
46515,9768,9352
46516,9768,9381
46517,9768,14809
46518,9768,16368
46519,9769,18274
46520,9769,2174
46521,9769,3429
46522,9769,3737
46523,9769,4070
46524,9769,4967
46525,9769,8546
46526,9769,12864
46527,9769,14137
46528,9769,14637
46529,9769,14661
46530,9769,14890
46531,9769,14906
46532,9769,18894
46533,9770,18444
46534,9770,1449
46535,9770,2984
46536,9770,4317
46537,9770,4824
46538,9770,5915
46539,9770,6164
46540,9770,8953
46541,9770,9146
46542,9770,11412
46543,9770,13134
46544,9770,13157
46545,9770,14084
46546,9770,14750
46547,9770,17140
46548,9771,6044
46549,9771,6156
46550,9772,2499
46551,9773,2832
46552,9774,11392
46553,9774,16197
46554,9774,17570
46555,9775,2837
46556,9776,18514
46557,9776,1539
46558,9776,3031
46559,9776,3911
46560,9776,4298
46561,9776,4376
46562,9776,4439
46563,9776,6180
46564,9776,6184
46565,9776,6403
46566,9776,6613
46567,9776,6719
46568,9776,8108
46569,9776,8362
46570,9776,8756
46571,9776,9941
46572,9776,10296
46573,9776,11036
46574,9776,14415
46575,9776,15013
46576,9776,15235
46577,9776,15352
46578,9776,15551
46579,9776,16137
46580,9776,18841
46581,9776,19020
46582,9777,15341
46583,9778,618
46584,9779,1620
46585,9779,2833
46586,9779,5577
46587,9779,5847
46588,9779,6870
46589,9779,7604
46590,9779,7926
46591,9779,8909
46592,9779,9756
46593,9779,10584
46594,9779,11398
46595,9779,12761
46596,9779,13607
46597,9779,14227
46598,9779,14614
46599,9779,16493
46600,9779,17149
46601,9779,17201
46602,9779,18870
46603,9780,13815
46604,9781,5709
46605,9781,14186
46606,9782,18256
46607,9782,3140
46608,9782,3493
46609,9782,4102
46610,9782,4233
46611,9782,4658
46612,9782,7291
46613,9782,7602
46614,9782,8258
46615,9782,10045
46616,9782,13267
46617,9782,14350
46618,9782,17610
46619,9783,7216
46620,9783,11519
46621,9784,1317
46622,9785,18385
46623,9785,865
46624,9785,1059
46625,9785,1870
46626,9785,2610
46627,9785,2983
46628,9785,2984
46629,9785,4094
46630,9785,7484
46631,9785,9089
46632,9785,10403
46633,9785,11989
46634,9785,12520
46635,9785,13344
46636,9785,13671
46637,9785,14645
46638,9785,15801
46639,9785,15862
46640,9785,18801
46641,9786,5667
46642,9787,9212
46643,9787,16694
46644,9787,17359
46645,9788,12725
46646,9788,15351
46647,9789,19677
46648,9790,10670
46649,9791,11519
46650,9792,354
46651,9792,1496
46652,9792,3244
46653,9792,6926
46654,9792,7178
46655,9792,8398
46656,9792,9572
46657,9792,12027
46658,9792,12368
46659,9792,13092
46660,9792,15010
46661,9792,16099
46662,9792,16462
46663,9792,17226
46664,9792,19592
46665,9793,4178
46666,9794,18600
46667,9794,8671
46668,9794,18717
46669,9795,14688
46670,9795,17267
46671,9795,17961
46672,9795,18120
46673,9796,993
46674,9797,1593
46675,9797,2034
46676,9797,2229
46677,9797,2537
46678,9797,3578
46679,9797,4365
46680,9797,4375
46681,9797,4804
46682,9797,8311
46683,9797,10042
46684,9797,13003
46685,9797,16340
46686,9797,16398
46687,9797,19205
46688,9798,512
46689,9798,7999
46690,9798,11105
46691,9798,18958
46692,9799,7788
46693,9800,2690
46694,9800,9384
46695,9801,3257
46696,9801,3684
46697,9801,4291
46698,9801,4807
46699,9801,6068
46700,9801,6160
46701,9801,6680
46702,9801,9477
46703,9801,10639
46704,9801,11840
46705,9801,12143
46706,9801,12424
46707,9801,12756
46708,9801,12966
46709,9801,14424
46710,9801,16248
46711,9801,17184
46712,9801,18853
46713,9801,19017
46714,9801,19247
46715,9802,1865
46716,9802,6820
46717,9802,10016
46718,9802,11500
46719,9802,13694
46720,9803,11500
46721,9804,2890
46722,9804,2940
46723,9804,3788
46724,9804,5712
46725,9804,7379
46726,9804,7424
46727,9804,8244
46728,9804,8313
46729,9804,8533
46730,9804,13924
46731,9804,14098
46732,9804,15679
46733,9804,19054
46734,9805,3558
46735,9806,4313
46736,9806,15555
46737,9807,4423
