,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
832,7.2,,,0.8,,50.0,121.0,0.9922,,0.33,,0
833,7.9,,,5.3,,33.0,,,3.06,,11.8,2
834,7.8,,0.44,1.3,,,,,3.18,,10.0,1
835,7.6,0.27,0.29,2.5,0.059000000000000004,37.0,,0.9932799999999999,,0.37,9.8,1
836,7.0,0.31,,,0.063,,119.0,0.9918399999999999,,,,1
837,,,,,,,102.0,0.98819,,0.42,13.7,2
838,7.4,0.21,0.27,,0.040999999999999995,,,0.9927,,0.33,,0
839,6.8,0.63,,1.3,0.057999999999999996,25.0,,0.99271,,0.39,,4
840,6.5,,,6.6,0.040999999999999995,9.0,126.0,0.9949399999999999,2.94,0.51,,1
841,,,,,0.051,29.0,149.0,0.99792,2.96,0.39,,2
842,8.9,0.13,,1.0,0.027999999999999997,6.0,,0.9926,,0.32,,1
843,,,0.2,,,25.0,,0.9938,3.3,,,0
844,,,,11.6,0.044000000000000004,,,0.99655,,,9.4,0
845,6.0,0.19,0.29,1.1,0.047,,,,,,,2
846,,,,3.1,0.03,,123.0,0.98913,,,,2
847,8.1,,0.32,,,34.0,,0.9940700000000001,3.11,,,0
848,,0.18,,1.7,0.035,,144.0,,3.49,,10.5,0
849,5.9,0.34,,2.0,,,,0.98892,3.4,0.41,,2
850,6.0,,0.26,,0.033,38.0,,,,0.38,,0
851,,0.21,0.36,,0.034,48.0,,,,0.68,10.5,0
852,7.4,0.29,0.29,,,,180.0,,3.34,,,0
853,6.1,0.105,,1.3,0.037000000000000005,,,,3.41,,,2
854,,,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,,12.8933333333333,2
855,,,0.14,,,27.0,128.0,,,,9.4,1
856,,,0.34,1.2,0.044000000000000004,14.0,67.0,,3.05,0.47,10.6,4
857,,0.19,,13.9,,,155.0,0.9980700000000001,,,8.8,3
858,7.4,,,,0.049,67.0,210.0,,3.06,0.68,9.5,1
859,,0.27,,,,19.0,,0.9921,,0.43,9.9,0
860,,0.34,0.4,8.1,,68.0,170.0,,,,,0
861,6.5,0.18,,,0.04,43.0,148.0,,,0.59,11.5,3
862,5.8,,,,0.031,12.0,77.0,0.9905,,0.36,10.9,2
863,5.8,0.33,,,,29.0,106.0,,,0.52,9.0,1
864,,0.28,,6.0,,14.0,,0.9934,3.01,0.33,,2
865,,,,8.6,0.048,,206.0,0.9964,,,9.1,1
866,6.2,0.21,,6.8,,,,0.9951,,,,0
867,6.1,,,,,,,0.99193,3.45,,10.9,1
868,6.9,0.41,,,0.043,28.0,152.0,,3.2,0.52,,1
869,6.4,,,,0.053,25.0,120.0,0.9942,,,,0
870,7.4,,0.31,2.4,0.013999999999999999,,,,,,,4
871,,,,,0.036000000000000004,44.0,,,3.34,,,2
872,,0.33,,,,,,,,0.48,,2
873,,0.21,0.38,0.8,,,98.0,0.98941,3.26,0.32,11.8,0
874,6.6,0.36,,1.6,,24.0,,0.98965,,0.61,,6
875,6.2,0.28,,10.3,,26.0,108.0,0.9938799999999999,,,10.7,0
876,8.3,0.16,0.37,7.9,,38.0,,0.99306,,,,0
877,,0.21,,,,41.0,191.0,,,0.56,,0
878,,,0.5,2.1,0.043,,122.0,0.9923,,,10.3,0
879,,0.24,0.33,,0.044000000000000004,28.0,,,3.03,0.43,,0
880,,0.2,0.49,1.7,0.04,34.0,169.0,,3.05,0.37,,1
881,,,,,0.027000000000000003,,92.0,,,,,2
882,,,0.41,,,,,0.991,,0.78,,0
883,7.4,0.16,,13.7,0.055999999999999994,,168.0,0.99825,,,,2
884,5.3,0.275,0.24,,,28.0,114.0,,3.38,,11.0,0
885,6.8,0.26,0.4,7.5,0.046,,179.0,0.9958299999999999,3.2,0.49,,1
886,,0.19,0.28,,,16.0,,,,,,0
887,,,0.34,14.8,0.057,46.0,,,,0.57,,1
888,6.7,0.29,0.49,4.7,0.034,35.0,,0.9945,3.13,,,0
889,9.2,0.25,,1.2,0.026000000000000002,31.0,93.0,0.9916,,0.37,11.3,2
890,5.3,,0.2,1.1,,,,,3.3,,8.7,4
891,,0.16,0.32,,,18.0,,0.99666,2.88,0.36,9.0,0
892,,,0.39,,0.057,51.0,,0.99851,,,,0
893,7.0,,0.39,6.2,,,,0.9928,3.21,0.35,,2
894,,,,,0.271,,140.0,0.99356,,0.63,9.8,1
895,6.4,0.28,,7.1,0.045,,,,,,9.4,0
896,8.1,,0.24,1.6,0.032,10.0,,,3.08,0.47,10.5,1
897,7.0,,0.31,,0.069,15.0,162.0,,3.18,0.47,,1
898,6.2,,0.29,2.0,0.036000000000000004,16.0,,0.9908100000000001,,0.61,11.8,0
899,,,0.23,,,20.0,138.0,0.9943,,,10.7,1
900,7.8,,,,0.042,38.0,,,,0.37,,3
901,,,,,,,145.0,0.9998,,,,1
902,7.1,,,1.4,,,87.0,,,,12.7,2
903,7.8,,,,,20.0,198.0,,,0.66,11.9,0
904,,,0.34,,,,,,,0.61,,2
905,,,,1.8,0.04,,179.0,0.9955,3.43,0.41,9.0,1
906,6.2,0.29,0.29,,,35.0,178.0,0.99313,,,,1
907,,,,,0.063,,,,3.21,0.56,9.2,0
908,6.4,0.27,,,0.085,,,0.99516,3.49,,9.5,4
909,6.8,0.18,0.3,,0.062,19.0,171.0,,,,,2
910,5.9,0.34,0.25,2.0,0.042,,,,,,11.4,0
911,6.4,,0.3,,,,,,,,,0
912,7.9,0.18,,5.9,,,,,,,,0
913,,0.29,0.3,,0.022000000000000002,,110.0,,3.34,0.38,,2
914,6.7,,,,,,79.0,0.9941200000000001,3.14,,12.5,1
915,8.0,0.24,,,0.047,13.0,134.0,,3.23,,,1
916,8.0,0.27,0.33,,0.05,41.0,103.0,,3.0,,,0
917,,,,,0.047,,,,,,,0
918,7.7,,0.29,4.3,,25.0,,,,0.39,,1
919,6.4,,,1.1,0.044000000000000004,,,,,0.51,10.3,0
920,,,,1.1,,,,0.9917,,,11.3,1
921,,0.2,0.44,13.9,0.05,44.0,130.0,,3.11,0.48,,0
922,,0.16,0.25,9.8,0.049,,,0.995,,0.38,10.0,0
923,7.6,0.26,0.32,1.3,0.048,,,0.9903,2.96,0.46,,0
924,,0.28,,,,,,,3.06,,9.1,0
925,6.3,0.24,0.37,1.8,,,,0.9897,,0.34,,4
926,,0.26,,,,33.0,114.0,,,,,0
927,,0.35,,1.1,,,160.0,,3.42,0.5,9.1,2
928,,,0.26,,,,83.0,0.9911399999999999,,,12.0,3
929,,,,,,,113.0,0.9917600000000001,3.3,0.73,11.4,1
930,,,,1.1,0.031,,,,,0.58,,0
931,6.6,,,,,,,,,,,0
932,7.3,0.28,0.54,,,62.0,,,,0.45,9.1,0
933,6.8,0.24,0.29,2.0,,15.0,,,,,10.4,3
934,,,0.31,13.1,,26.0,180.0,0.99884,3.05,,9.1,0
935,6.4,,,5.8,,,120.0,0.9942,3.01,0.98,,0
936,6.7,0.31,0.3,2.1,0.038,,,,,0.63,,0
937,6.0,0.26,,2.2,0.048,,153.0,0.9928,,0.61,9.8,1
938,,,,1.7,0.047,,100.0,0.9924299999999999,,0.45,,0
939,7.3,0.25,0.36,13.1,,,200.0,0.9986,,,,2
940,6.3,,0.91,,,,,0.9939399999999999,,,11.7,0
941,6.6,0.32,,,0.048,55.0,178.0,0.9953700000000001,,,,1
942,,0.27,,6.7,0.064,,188.0,,,0.3,9.7,1
943,,,0.45,10.6,0.035,28.0,124.0,0.997,,0.46,,6
944,,,0.33,7.4,,25.0,,,,0.49,,0
945,5.4,,,2.5,0.037000000000000005,,51.0,0.9887799999999999,,,12.6,0
946,,0.35,0.31,17.95,0.062,,,1.0002,,,9.1,1
947,,,,,0.036000000000000004,36.0,86.0,,,,11.4,0
948,6.2,,0.19,8.3,0.028999999999999998,24.0,142.0,0.992,,,,0
949,5.6,,,6.3,0.022000000000000002,,,,,,11.6,2
950,,,0.29,,,26.0,74.0,0.9929,,0.53,11.0,0
951,8.1,0.2,0.49,8.1,,,,0.9954,,,,0
952,9.0,0.27,0.35,,,27.0,95.0,0.9932,,,,0
953,,0.32,,1.7,0.031,44.0,109.0,,,0.46,,0
954,8.2,,,1.6,,31.0,,0.9916,3.1,,,0
955,6.8,,,3.3,,31.0,,0.9896,,0.4,12.4,0
956,,,,,0.036000000000000004,,131.0,0.9918600000000001,3.24,0.44,11.3,0
957,6.4,,,1.6,0.052000000000000005,,,0.9929,,,,2
958,,,0.27,17.4,,29.0,,0.9977600000000001,,0.49,,0
959,7.6,,,3.6,0.035,,93.0,0.99144,,0.6,12.5,2
960,6.4,0.26,0.21,,0.05,51.0,,,,0.48,,1
961,6.7,,,1.2,,81.0,174.0,0.992,,,,1
962,,,0.36,2.0,,,249.5,,,0.79,,0
963,,0.2,,1.4,,19.0,,0.9940000000000001,3.0,,,0
964,7.5,,,8.1,,53.0,166.0,0.9966,,0.41,8.9,0
965,6.8,,0.42,,0.042,51.0,132.0,0.99059,3.18,0.74,,2
966,,,,,,,200.0,,3.5,0.5,9.7,0
967,,,0.49,,0.027999999999999997,6.0,24.0,0.9926,2.91,,,1
968,6.4,,0.33,1.4,,,115.0,0.9906,3.19,0.48,11.3,2
969,6.8,0.37,0.67,1.5,,16.0,,0.99244,3.06,,10.3,0
970,,0.12,,9.6,0.054000000000000006,64.0,,0.9962,3.4,,,1
971,,0.2,,0.9,,12.0,,0.992,,0.38,,0
972,6.0,0.13,,,0.038,56.0,,,3.59,,10.6,2
973,,0.32,0.24,,0.05,,,,,,,1
974,8.1,,,1.9,0.028999999999999998,,79.0,,,0.52,,0
975,5.9,,0.3,,0.052000000000000005,42.0,86.0,0.99069,3.31,0.47,11.55,0
976,6.4,0.25,,,,,,0.9923799999999999,3.0,,,1
977,7.4,,,14.5,0.045,,,0.9986,3.1,,9.2,0
978,,0.18,0.36,,,,,0.9919899999999999,,,10.9,2
979,,,,,0.048,,,,,,8.9,0
980,6.5,,0.28,1.1,0.034,,83.0,,3.25,,12.3,0
981,7.15,,0.24,9.6,,,,,3.15,0.44,10.2,0
982,7.6,,0.39,,0.038,,,0.9940000000000001,3.16,,,0
983,6.2,0.25,,7.9,0.045,54.0,,0.99572,3.17,,,1
984,7.3,0.23,0.24,0.9,0.031,,,,2.9,,12.2,0
985,,0.29,0.37,,0.034,,127.0,0.9928,,,10.8,0
986,,,0.29,14.4,,,,,3.05,,9.1,0
987,7.8,0.25,0.34,,,,,0.99976,,,8.9,1
988,,0.28,,17.8,,42.0,,0.9989600000000001,3.1,,8.9,0
989,7.6,,0.34,9.3,,40.0,,0.9966,3.21,0.39,9.6,1
990,6.8,0.28,0.4,,,,167.0,1.001,,0.5,8.7,1
991,7.8,0.3,0.74,,,33.0,,,,,12.8,0
992,,0.23,0.35,,,,145.0,,,0.32,9.7,1
993,6.7,0.24,0.31,2.3,0.044000000000000004,37.0,,0.99013,3.29,,,0
994,,,,16.95,0.055999999999999994,48.0,179.0,0.9998,,,9.6,1
995,8.2,,0.36,,,12.0,,,3.01,0.38,,3
996,,,,,0.054000000000000006,40.0,,,3.2,0.48,10.3,1
997,,,0.4,1.6,0.047,,,0.993,,,11.4,0
998,,,0.26,4.45,,,,,,,12.7,0
999,,0.25,,,,30.0,177.0,0.99085,3.25,,,3
1000,6.6,,,11.8,,54.0,137.0,0.99492,3.18,0.37,,0
1001,6.5,,0.35,,0.067,61.0,,,,,,4
1002,7.4,0.19,0.3,,0.053,48.5,,,,0.49,,2
1003,,,,,0.031,,,0.9895,3.39,0.43,,2
1004,6.5,0.28,,3.6,,,121.0,,3.28,,12.1,2
1005,6.6,,0.22,,,,,0.9967600000000001,3.1,,9.4,1
1006,7.2,,,5.8,,52.0,203.0,0.99461,3.17,0.44,9.8,0
1007,7.1,0.85,0.49,8.7,0.027999999999999997,40.0,184.0,,3.22,0.36,,1
1008,7.8,,0.58,11.2,,,,,,0.41,,0
1009,,0.38,,,,15.0,,0.98916,,,,0
1010,7.4,,0.41,,0.053,,,0.9988600000000001,,,,0
1011,8.4,0.2,0.38,11.8,,51.0,170.0,1.0004,3.34,,8.9,0
1012,7.0,0.24,,3.0,0.035,,102.0,,3.18,,12.2,0
1013,6.6,,0.49,,,19.0,184.0,,,,9.0,1
1014,,0.17,,,,,,,,,9.1,0
1015,5.7,0.44,,7.0,0.025,28.0,,,3.33,0.48,,0
1016,6.4,,,,,,101.0,0.9927799999999999,3.15,0.4,11.0,0
1017,,,,,0.054000000000000006,,,1.0002,3.22,0.5,,1
1018,,,,2.5,0.040999999999999995,,,,,,,2
1019,,,0.49,8.3,,,191.0,,3.23,0.4,10.3,0
1020,5.3,,,,0.027999999999999997,11.0,66.0,,3.3,,,1
1021,,0.3,0.22,,,44.0,,0.9947,,,,0
1022,6.8,0.17,0.36,,0.036000000000000004,38.0,108.0,0.99006,,0.66,12.0,0
1023,9.2,,,,0.042,15.0,,0.9924,,0.28,10.4,4
1024,8.0,0.25,,,,27.0,,0.9938,3.08,0.34,9.4,1
1025,,0.3,,,0.05,,168.0,,3.07,,9.6,2
1026,,,,16.3,,43.0,,,3.26,,,1
1027,7.1,,,,0.04,49.0,139.0,,3.17,0.27,13.6,0
1028,7.2,,0.39,,,21.0,159.0,0.9948,,0.47,,1
1029,,,,3.6,,50.0,194.0,0.9912,3.31,,,0
1030,,0.25,,6.9,,,,,3.0,,,2
1031,,,,4.9,0.035,,109.0,0.9918,3.19,0.58,,2
1032,,0.32,,,,34.0,,,3.06,0.45,,0
1033,,0.25,,,0.039,,,0.9936200000000001,,0.49,10.7,1
1034,,,,,0.022000000000000002,48.0,116.0,0.99218,3.04,0.67,,0
1035,,,0.33,3.9,0.027000000000000003,40.0,,,3.28,0.39,,2
1036,6.1,0.16,0.29,6.0,0.03,,144.0,,,,,0
1037,,,0.3,,0.036000000000000004,,,,3.18,,,1
1038,,0.25,0.29,6.8,0.02,31.0,113.0,,3.13,0.29,10.8,0
1039,,,,,0.027000000000000003,,,0.992,3.55,0.49,11.2,3
1040,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,3
1041,,0.21,0.62,6.3,0.042,,109.0,,,0.59,,0
1042,,0.27,,11.0,0.03,,,0.9940200000000001,,0.36,,1
1043,6.6,,0.22,12.3,,,,,,,9.4,1
1044,6.2,,0.31,,0.048,,125.0,0.9899899999999999,,0.54,12.6,0
1045,7.2,,,,0.036000000000000004,,,0.99411,,,,0
1046,6.6,0.24,,,0.034,8.0,74.0,0.9938600000000001,3.1,0.57,12.9,0
1047,,,0.29,1.1,,23.0,,0.9904,3.19,,11.3,1
1048,6.8,,,1.4,0.064,,,0.9924,,,,1
1049,6.4,,0.26,,,,180.0,,,,9.6,1
1050,4.9,,0.34,,0.068,,143.0,,,,10.1,1
1051,,0.27,,,,,,,3.04,,10.0,2
1052,6.3,0.2,,,,15.0,,,,0.43,10.0,0
1053,,0.22,,14.75,0.042,44.5,,,3.36,0.41,9.1,2
1054,,,,,0.027999999999999997,,116.0,,,,12.3,3
1055,7.3,0.13,0.31,,,22.0,,,,0.92,11.5,2
1056,,0.27,,,0.032,58.0,,0.98956,3.45,,,2
1057,,0.29,0.28,4.7,0.059000000000000004,,81.0,0.99036,,,12.7,3
1058,,0.26,0.3,1.0,,,114.0,0.9928,,,9.4,1
1059,6.8,0.16,0.36,,,,,,,,,0
1060,,,0.28,,,,63.0,0.9932,,0.43,13.0,0
1061,,0.37,,,,19.0,86.0,,,,,3
1062,,,0.33,,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,2
1063,7.4,,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,,2
1064,7.4,,0.22,5.25,,33.0,180.0,,,,11.6,0
1065,5.5,,0.33,1.0,,,,0.99164,3.25,0.45,,1
1066,,,,,,,,,3.5,0.5,9.7,0
1067,,,,,0.042,24.0,79.0,0.9937,,,,4
1068,,,,,,8.0,,0.9927,3.0,,9.9,4
1069,7.3,0.17,,,0.051,,240.0,0.9963,,0.54,,0
1070,7.4,0.22,,,,22.0,,,3.1,0.55,,1
1071,,0.19,0.38,1.15,,,105.0,0.9904700000000001,3.11,,11.4,1
1072,,0.14,,1.2,,,,0.99185,,0.44,11.2,1
1073,5.6,,,2.5,,16.0,,0.99282,,0.49,,0
1074,6.1,,0.29,2.2,,,100.0,0.9893799999999999,3.06,0.44,,0
1075,6.7,0.16,,,0.026000000000000002,,109.0,,3.34,0.58,,0
1076,,,0.29,2.0,0.022000000000000002,,96.0,,,0.54,12.8,2
1077,7.6,0.19,0.41,1.1,0.04,,143.0,0.9907,,,,1
1078,6.4,,,,0.047,41.0,,0.9960399999999999,3.11,0.6,,1
1079,6.9,,,12.9,0.033,,186.0,0.99754,,,,1
1080,6.8,0.34,,,0.052000000000000005,28.0,156.0,0.9955,3.14,0.41,,1
1081,6.0,0.36,,,,,,,3.38,,11.3,2
1082,6.8,,,,0.046,,,1.0,3.27,,8.8,1
1083,,,0.26,12.7,0.036000000000000004,49.0,214.0,0.9986,,0.5,,0
1084,8.4,,0.38,,0.055,51.0,170.0,,,0.82,8.9,0
1085,7.4,0.24,0.22,10.7,0.042,,81.0,0.9954,2.86,,,0
1086,,0.23,0.28,4.75,,,166.0,0.9928,,,,1
1087,7.6,0.35,,,,,151.0,0.9970899999999999,3.03,0.53,,1
1088,,0.34,0.33,4.6,,19.0,80.0,0.9917,3.38,0.58,12.0,2
1089,6.4,,,,,21.0,,,,,9.6,1
1090,6.8,0.22,,1.4,,,,0.9929,,,,0
1091,,,,,,,150.0,0.99772,3.31,,,1
1092,7.0,,,,,37.0,,,3.15,0.6,12.6,2
1093,,0.22,0.53,,,,136.0,,,0.35,9.4,1
1094,6.0,,0.27,,,40.0,,,,,,2
1095,,0.23,,,,,116.0,0.9927,,,10.7,0
1096,8.3,,0.49,,0.038,,167.0,0.9939,,,10.1,0
1097,7.4,,,,,,,,3.14,,9.1,2
1098,,,,10.5,0.044000000000000004,,139.0,0.9951700000000001,,,,0
1099,,0.43,,9.4,,,,,,0.43,,1
1100,7.0,0.23,0.36,,,31.0,,0.9922,3.35,,12.1,3
1101,,0.16,0.49,1.2,0.055,18.0,,,3.23,0.47,,0
1102,,,0.19,,,53.0,187.0,0.996,,,9.7,1
1103,6.6,,,8.1,0.046,68.0,,0.9949399999999999,3.15,0.5,,0
1104,,,0.24,,0.032,,,,3.04,0.26,13.4,3
1105,6.3,,0.3,6.6,,,154.0,0.9947799999999999,,0.4,9.4,0
1106,,,0.34,,,,,0.99692,,,9.1,1
1107,6.0,0.26,,,,,113.0,0.9912,3.4,0.71,12.3,2
1108,9.2,0.71,,,0.042,,93.0,,2.89,,10.1,0
1109,,0.42,0.31,9.2,,22.0,,,,0.61,9.2,0
1110,7.0,0.24,0.3,,0.04,,,,3.28,0.49,11.8,0
1111,6.6,,0.49,,,,,,,0.4,,1
1112,7.3,0.34,0.39,,,45.0,,,,,,0
1113,7.4,,0.26,,,55.0,173.0,,3.11,0.6,,1
1114,,0.2,,,,,78.0,,,,10.2,2
1115,6.0,0.39,0.13,,,,172.0,0.9911399999999999,3.06,0.52,10.6,1
1116,7.6,0.35,,13.3,0.037000000000000005,42.0,116.0,0.9982200000000001,,0.5,,1
1117,6.5,,,10.2,0.027999999999999997,,,0.99274,3.1,0.43,12.1,2
1118,7.0,,,11.6,,35.0,,0.9977,,0.51,,1
1119,7.3,,0.25,7.2,,47.0,180.0,0.9961,3.08,0.47,,1
1120,8.3,,0.49,1.2,,11.0,,,3.06,0.46,11.0,0
1121,6.3,0.2,0.26,12.7,,60.0,,0.99526,3.26,0.35,10.8,0
1122,6.0,0.24,,,0.026000000000000002,31.0,85.0,0.9901399999999999,3.13,,11.3,2
1123,,0.28,,,,,168.0,,3.34,,8.8,0
1124,,,,,0.052000000000000005,36.0,131.0,0.9969600000000001,,,,1
1125,,,,,0.043,,,,3.17,0.46,,2
1126,6.8,,,5.1,0.047,46.0,,,3.08,0.65,,4
1127,6.5,0.37,0.3,,0.033,,107.0,,3.22,,,2
1128,,,0.6,1.85,0.048,13.0,,,3.24,0.49,,1
1129,,0.3,0.3,,0.053,,163.0,,,,10.3,0
1130,,,,,0.027000000000000003,26.0,,0.9894799999999999,,,,2
1131,6.5,0.33,,3.8,,34.0,,,3.25,,,2
1132,6.9,,0.26,,,,,0.9924,,,,2
1133,,0.22,,,,45.0,122.0,,3.13,,10.8,2
1134,7.6,0.29,,,0.040999999999999995,51.0,225.0,0.9997,3.16,0.66,,0
1135,6.3,0.13,0.42,1.1,0.043,,,,,0.72,,2
1136,6.3,,0.36,,0.044000000000000004,47.0,146.0,,3.27,0.74,11.4,2
1137,,0.3,,,,,,0.9891399999999999,3.4,0.56,,2
1138,,0.24,0.23,10.3,0.032,,,,3.13,,,0
1139,6.7,0.25,0.33,,0.057,,,0.9934,3.02,0.48,,2
1140,,0.395,,1.4,0.042,,55.0,,,,,4
1141,,,,3.3,0.040999999999999995,,143.0,0.9914,,,,0
1142,,0.35,0.27,3.1,,28.0,,0.9897,,0.38,13.1,2
1143,,0.415,0.19,,,,88.0,,,,,2
1144,,,0.43,3.2,,,101.0,,3.15,0.36,11.5,1
1145,7.0,0.19,,5.7,,,104.0,0.9954,3.04,,9.4,0
1146,6.9,,0.38,,,,,,3.3,0.54,9.8,0
1147,,,0.39,,0.043,,,,3.23,,10.3,0
1148,8.1,,,1.9,0.07200000000000001,,159.0,0.9949,,,,0
1149,6.9,,0.21,,0.053,,148.0,,3.12,0.45,,0
1150,,0.28,,,,,,0.99408,,,,2
1151,6.7,,,,0.039,,,0.9934,,,10.4,1
1152,7.9,,0.34,1.2,,,118.0,0.9932,,,,0
1153,4.4,,,5.1,0.038,,,0.9902200000000001,3.41,0.4,,2
1154,,0.18,0.3,,0.045,44.0,174.0,,3.11,,9.7,0
1155,7.2,0.43,,,,,,0.995,,,9.9,1
1156,,,,,,23.0,108.0,,,,9.2,1
1157,5.8,,,0.8,,,30.0,,,,,1
1158,7.0,,,,0.051,,177.0,,,0.49,,1
1159,7.1,,0.35,,0.04,41.0,186.0,0.9912799999999999,3.32,0.56,,0
1160,7.0,,0.1,3.5,,,63.0,,3.01,,9.2,1
1161,7.2,0.24,0.4,17.85,,50.0,185.0,1.0,3.34,,,1
1162,7.3,0.32,0.34,,0.032,24.0,112.0,0.99505,,0.46,,0
1163,,,0.34,,0.046,27.0,154.0,,,,,0
1164,,,,,0.039,138.5,272.0,0.9945200000000001,,,,4
1165,,0.22,0.31,,,,131.0,0.99326,3.08,,,0
1166,6.3,0.19,,2.8,,18.0,80.0,0.9904299999999999,,0.47,,0
1167,,,0.14,5.0,0.046,,,,3.3,0.71,10.3,1
1168,,,,13.1,,,,0.99884,3.05,0.53,9.1,0
1169,5.8,0.32,0.28,4.3,0.032,46.0,115.0,,3.16,0.57,,3
1170,,,0.58,11.1,,,151.0,,,,,1
1171,,0.29,0.23,14.2,0.037000000000000005,24.0,,,,0.38,,0
1172,,0.22,0.29,,,25.0,68.0,0.98865,,0.35,,0
1173,6.0,0.32,,1.9,,,,,3.29,,12.8,2
1174,6.5,0.15,,,0.036000000000000004,19.0,,0.98964,,0.41,,0
1175,,,0.3,8.8,0.045,,,,,0.59,,1
1176,,0.64,0.28,,0.032,19.0,,0.99036,3.11,0.62,,0
1177,8.1,,,8.2,0.027999999999999997,29.0,142.0,0.9925,,0.34,13.0,2
1178,6.1,0.32,0.33,10.7,0.036000000000000004,,,0.99521,,,,0
1179,7.3,,0.34,,0.05,38.0,174.0,0.9983,3.03,,9.0,0
1180,,,,,0.035,40.0,,0.9891,3.23,,12.1,2
1181,7.1,0.39,,1.4,0.19399999999999998,,,,3.17,,,0
1182,8.3,,,2.1,0.03,22.0,,,2.99,0.68,11.9,0
1183,9.0,,0.5,1.2,,26.0,,0.9918,,,,0
1184,,,,,0.045,,169.0,0.9957,,0.37,,0
1185,7.2,0.19,,,,32.0,85.0,0.9918,,0.5,10.5,1
1186,,0.33,0.32,,0.052000000000000005,52.0,183.0,,3.39,,9.5,1
1187,,0.28,0.19,7.8,0.04,48.0,,,3.16,,9.4,1
1188,,0.43,0.3,3.5,0.033,,,0.9906,3.0,,,0
1189,8.8,,0.49,,,14.0,56.0,0.992,,0.33,10.5,4
1190,6.1,,0.42,,,,,0.9900700000000001,3.15,0.31,,2
1191,,0.18,,14.2,,47.0,129.0,0.9967799999999999,3.28,0.72,,2
1192,7.1,0.29,0.34,7.8,,,128.0,0.99397,3.21,0.4,10.7,0
1193,7.6,,,7.9,,,,0.9966,,,,1
1194,6.9,,0.24,3.6,0.057,13.0,85.0,,,,9.5,4
1195,7.2,0.32,0.4,8.7,0.038,,,0.9956799999999999,,,10.4,0
1196,6.4,0.3,0.27,,0.055,17.0,135.0,0.9925,,0.44,,0
1197,7.4,,,,0.06,,,0.9975,,,,1
1198,,,0.23,17.3,0.047,37.0,118.0,,3.08,0.46,,0
1199,,,,,0.039,,158.0,0.9983,3.0,,,0
1200,7.1,,,,0.037000000000000005,,,,,0.37,10.5,2
1201,6.4,,0.2,,,,,,,,,0
1202,7.1,0.26,0.19,,0.051,,187.0,,,0.52,,1
1203,7.2,0.23,,14.3,,,,0.9979,3.09,0.44,,0
1204,,0.18,,,,,,0.9976,,,9.5,0
1205,,,,3.0,0.04,19.0,98.0,0.99216,,,11.1,0
1206,,0.19,,12.8,0.053,48.5,229.0,,3.14,,9.1,2
1207,7.5,0.42,,,0.028999999999999998,,,0.996,,,,0
1208,,,,1.9,,,,,,0.4,,3
1209,6.3,,,,0.035,,117.0,,,0.39,,2
1210,7.4,,0.36,,,27.0,139.0,,3.28,,12.5,6
1211,7.1,,0.36,11.6,0.042,,124.0,0.997,2.92,,9.5,2
1212,6.4,,0.29,1.0,,18.0,122.0,0.9906,,0.42,,1
1213,6.5,0.22,0.25,,,,,1.0001,,0.37,8.8,1
1214,,,0.4,,,,103.0,,2.98,,,0
1215,,0.26,,,0.059000000000000004,23.0,124.0,,,,10.1,1
1216,7.0,,0.33,,,,,0.9994,,,,0
1217,,0.39,,4.9,0.033,49.0,113.0,,3.26,,,2
1218,,,,,0.044000000000000004,,,0.9944,3.33,0.58,9.7,1
1219,,0.28,0.22,,,,116.0,0.9898,3.36,0.44,,0
1220,,,0.61,,,14.0,,0.9987,3.06,0.36,9.2,0
1221,,,,,,,198.0,0.9977,3.23,0.46,,1
1222,6.2,,,12.4,,,,,,0.47,9.5,0
1223,,0.3,0.34,,0.048,,119.0,0.9908399999999999,,0.34,,0
1224,,0.19,,7.9,,30.0,130.0,0.99456,3.4,0.39,,0
1225,,0.2,0.16,1.4,0.042,44.0,99.0,0.9891200000000001,,0.37,,0
1226,,0.3,,,,18.0,,0.9927299999999999,3.38,0.53,10.5,0
1227,7.6,0.31,,,0.073,,,,3.1,,,1
1228,,,,,,,155.0,,,,10.6,0
1229,8.0,,0.21,4.0,,,133.0,0.99418,3.06,0.38,,1
1230,,,0.46,,,,80.0,,,0.54,12.9,0
1231,,0.27,0.51,7.6,,,200.0,,,,9.4,4
1232,,,0.15,1.3,,51.0,154.0,,,0.51,8.7,1
1233,,,0.36,,,8.0,70.0,0.9899,,0.46,12.1,0
1234,,0.24,,,,44.0,,0.9944,3.29,0.55,10.5,2
1235,5.6,,0.19,,0.048,,,,3.26,0.41,9.5,0
1236,7.3,0.4,,6.5,,26.0,97.0,,3.16,0.58,,2
1237,,0.27,0.3,,0.047,69.0,,,,,9.6,0
1238,,,,,0.046,,,,,0.44,,0
1239,,,,,,,,,,0.72,11.3,2
1240,6.4,0.2,,,0.046,,,,2.99,,,0
1241,,0.16,,,,,118.0,,,,10.7,1
1242,6.3,0.24,0.29,,,53.0,,,3.17,0.38,,0
