,0,1,2,3,4,5,6,class
1113,,,-47.0,-47.0,,,,1
1114,,-54.0,,-64.0,-47.0,,-86.0,3
1115,,,,,,-81.0,-77.0,0
1116,,-55.0,-57.0,-37.0,,-79.0,-77.0,1
1117,-62.0,-56.0,-63.0,,-74.0,,,0
1118,,,-62.0,-65.0,,-90.0,,0
1119,-40.0,,,-42.0,-64.0,-74.0,-71.0,1
1120,,-56.0,-49.0,-58.0,-52.0,,,3
1121,-61.0,-52.0,-49.0,-58.0,,,-84.0,3
1122,-59.0,-59.0,-49.0,,-47.0,,,3
1123,,-56.0,,-63.0,,-89.0,,3
1124,,-54.0,-60.0,,,-79.0,-85.0,0
1125,-61.0,,,-58.0,-54.0,-94.0,-85.0,3
1126,,-57.0,-57.0,-64.0,-69.0,,,0
1127,,-55.0,-50.0,-53.0,-62.0,-76.0,,2
1128,,,-50.0,,,,,2
1129,,,-61.0,-59.0,,,-83.0,0
1130,,-58.0,-54.0,,,-85.0,,2
1131,,-55.0,,,-66.0,,-75.0,1
1132,,,-58.0,,,-72.0,-74.0,1
1133,,-57.0,-66.0,-60.0,,-87.0,,0
1134,,-56.0,-57.0,,,,,1
1135,-36.0,,,,-66.0,,-71.0,1
1136,,-56.0,-49.0,,,-85.0,-82.0,3
1137,,,,-50.0,-63.0,,,2
1138,-65.0,,-49.0,,,,-91.0,3
1139,-37.0,-59.0,-57.0,,,-68.0,,1
1140,-47.0,-58.0,,,,-76.0,,2
1141,-49.0,-53.0,,-42.0,,,,2
1142,,-57.0,-50.0,-52.0,,,,2
1143,-60.0,-56.0,,,,,-82.0,3
1144,-61.0,-58.0,,,-70.0,,,0
1145,-65.0,-60.0,-62.0,-68.0,-69.0,-84.0,-89.0,0
1146,-40.0,-63.0,-67.0,-40.0,,-70.0,-70.0,1
1147,,,-44.0,,-50.0,,,3
1148,,,-49.0,,,,-83.0,2
1149,,,-61.0,,-60.0,-73.0,-76.0,1
1150,-58.0,-58.0,,,,-85.0,-89.0,3
1151,,,,,,,-83.0,0
1152,-45.0,,-55.0,-48.0,-67.0,-77.0,-84.0,1
1153,-49.0,,-53.0,,,-87.0,,2
1154,,,-53.0,,-64.0,-79.0,-80.0,2
1155,-55.0,,,,,,-88.0,3
1156,-64.0,,,,,-92.0,,3
1157,,-58.0,-54.0,,,-80.0,,2
1158,-51.0,,,-55.0,,,-88.0,2
1159,-60.0,-59.0,,,-45.0,-87.0,,3
1160,-50.0,-55.0,,,,-83.0,-91.0,2
1161,,,,-65.0,-49.0,,-88.0,3
1162,-60.0,,-59.0,,,,,0
1163,-40.0,,-64.0,,,,,1
1164,,-55.0,,,,-88.0,,3
1165,,,,,-71.0,,,1
1166,-67.0,,,-68.0,-75.0,-85.0,-80.0,0
1167,-61.0,,-58.0,,,-76.0,,0
1168,-61.0,-55.0,,,-66.0,-79.0,-78.0,0
1169,-57.0,-60.0,,-61.0,-54.0,,,3
1170,-50.0,-54.0,-51.0,-50.0,,-87.0,,2
1171,-53.0,-56.0,-46.0,,-62.0,-80.0,,2
1172,,,-49.0,,-56.0,-83.0,,3
1173,,-62.0,-66.0,,,-84.0,-85.0,0
1174,,,,,-81.0,,-83.0,0
1175,,-58.0,,,-73.0,,-85.0,0
1176,-41.0,,-54.0,,,,-68.0,1
1177,,,,,-50.0,-85.0,,3
1178,-40.0,,-50.0,,,-71.0,,1
1179,-61.0,-61.0,,-64.0,,-84.0,-89.0,3
1180,,,,-55.0,,-88.0,,2
1181,-49.0,-56.0,-49.0,,-64.0,,,2
1182,,-57.0,,-64.0,-69.0,,,0
1183,-38.0,-57.0,,-39.0,-68.0,-73.0,,1
1184,-48.0,-47.0,,,-60.0,,,2
1185,-54.0,-55.0,-50.0,-48.0,,-80.0,,2
1186,,-58.0,-52.0,,-41.0,-90.0,-85.0,3
1187,,-56.0,,,-63.0,-81.0,-82.0,2
1188,,-54.0,-59.0,-40.0,-68.0,-76.0,,1
1189,,-59.0,,-65.0,,,,3
1190,-51.0,-53.0,-50.0,-51.0,,,,2
1191,,,-56.0,,-69.0,-79.0,,1
1192,,,-57.0,-55.0,-58.0,-79.0,-85.0,2
1193,-52.0,-53.0,-49.0,,-69.0,-79.0,-87.0,2
1194,,,,,-62.0,,-76.0,1
1195,,,,-52.0,-60.0,,,2
1196,-46.0,-58.0,,-49.0,,,,2
1197,,-55.0,-46.0,,,-86.0,,3
1198,-38.0,-53.0,-51.0,,,,-72.0,1
1199,-61.0,-53.0,-50.0,,-46.0,-84.0,-93.0,3
1200,-63.0,-56.0,,,,,,3
1201,,-53.0,,,-51.0,-89.0,,3
1202,,,-50.0,-55.0,,-87.0,-86.0,3
1203,,,,-40.0,-64.0,-67.0,,1
1204,,,,-40.0,,-70.0,,1
1205,,-56.0,,-63.0,-68.0,,-86.0,0
1206,-59.0,-52.0,,-59.0,-51.0,-89.0,-87.0,3
1207,-51.0,-53.0,-56.0,-56.0,-64.0,-77.0,,2
1208,,-49.0,,,,,-89.0,3
1209,-63.0,-56.0,-60.0,-62.0,-70.0,-84.0,-91.0,0
1210,-51.0,-62.0,-59.0,,,-85.0,,2
1211,-51.0,-52.0,-51.0,,-69.0,,,2
1212,-59.0,,,-65.0,-66.0,,-90.0,0
1213,,-54.0,-62.0,,,-80.0,-78.0,0
1214,,,,,-71.0,,,1
1215,-38.0,,,,-63.0,,,1
1216,,-59.0,,,-76.0,,,0
1217,-63.0,,-65.0,,,-83.0,,0
1218,-64.0,-58.0,,,,,-81.0,0
1219,,,,,-66.0,,,0
1220,-59.0,-55.0,,,-52.0,-86.0,,3
1221,,-60.0,,,,,-87.0,0
1222,,,-64.0,-66.0,-72.0,,-90.0,0
1223,-58.0,-56.0,-50.0,-58.0,-47.0,-87.0,-80.0,3
1224,-58.0,,-56.0,,,,,3
1225,-40.0,-58.0,-60.0,,,-74.0,-80.0,1
1226,,-55.0,,,,,,0
1227,,,,,,-81.0,-83.0,0
1228,-12.0,,,-11.0,-70.0,-75.0,-74.0,1
1229,,,,,,,,2
1230,,,-52.0,-37.0,,,,1
1231,,,,-67.0,-77.0,,,0
1232,,-56.0,,-64.0,,-84.0,,0
1233,,-52.0,-60.0,,-68.0,,-84.0,0
1234,-58.0,-52.0,-49.0,-60.0,,-87.0,-92.0,3
1235,-35.0,-58.0,,,,,-73.0,1
1236,,-57.0,-58.0,,-50.0,-83.0,-88.0,3
1237,,-54.0,-47.0,,,,-91.0,3
1238,,,,,-68.0,-83.0,,0
1239,-52.0,-55.0,,,,-87.0,-84.0,2
1240,-37.0,-54.0,-55.0,-37.0,-67.0,-71.0,-70.0,1
1241,-63.0,-58.0,,-65.0,-68.0,-81.0,-74.0,0
1242,,,-57.0,-36.0,,,,1
1243,-43.0,-52.0,-55.0,,-61.0,,,1
1244,-54.0,,,,-58.0,-78.0,-86.0,2
1245,,-59.0,-57.0,-51.0,-62.0,-72.0,-76.0,1
1246,-40.0,,-52.0,-41.0,-66.0,-63.0,,1
1247,,,-67.0,-50.0,,-79.0,,1
1248,-65.0,-59.0,-66.0,-65.0,,,-85.0,0
1249,,-60.0,,-66.0,,,,3
1250,,,,,,,-74.0,1
1251,-38.0,,-55.0,-39.0,,-71.0,-75.0,1
1252,,-59.0,-61.0,-62.0,,-81.0,,0
1253,-47.0,,,-51.0,-64.0,-80.0,,2
1254,,-57.0,-62.0,-61.0,-74.0,,,0
1255,,,,-43.0,-57.0,,,2
1256,,-57.0,-55.0,-42.0,,,,1
1257,,-57.0,,,-68.0,-85.0,-83.0,0
1258,-57.0,-61.0,-45.0,-62.0,-48.0,-87.0,-88.0,3
1259,,,-57.0,-49.0,-68.0,-92.0,-80.0,2
1260,-51.0,-63.0,-51.0,-52.0,,,,2
1261,,-59.0,-55.0,,,-67.0,-68.0,1
1262,-57.0,-61.0,-56.0,,,-86.0,-86.0,3
1263,,,,-38.0,-67.0,-72.0,,1
1264,-67.0,-52.0,,,,,-87.0,3
1265,-51.0,,,-51.0,,,,2
1266,,,-52.0,-52.0,-64.0,,-84.0,2
1267,,-53.0,-56.0,,,-76.0,,1
1268,-37.0,,,,,,-72.0,1
1269,-63.0,,-60.0,-65.0,-69.0,,-84.0,0
1270,,-52.0,,,,-86.0,-90.0,3
1271,-59.0,-52.0,,,,,-83.0,3
1272,,,-55.0,-49.0,-69.0,,-84.0,1
1273,,,,-66.0,,-86.0,-93.0,0
1274,,,,-36.0,,,,1
1275,,,-52.0,,,,,3
1276,,,-44.0,-52.0,,-79.0,-79.0,2
1277,,-62.0,-66.0,,-73.0,-77.0,,1
1278,,,,-61.0,,,-81.0,3
1279,,,-50.0,,-64.0,-82.0,,2
